USNG,
17SLC82501950
17SMC11000750
17SMC03508850
17SLC96007200
17SMC06504650
17SMC03509300
17SLC96009450
17SMC12500150
17SLC78001200
17SLC79501200
17SNB01005200
17SLC61504200
17SMC15503150
17SMC11005400
17SLC66003300
17SLC87001500
17SLC97500300
17SLC85503600
17SMB90503100
17SMB81503850
17SMB87505350
17SMB78504600
17SLC99009000
17SLC66004350
17SMC03503450
17SLC96000600
17SMB95004000
17SLC60001950
17SNB08503400
17SMC12505850
17SMC12503900
17SLC78000150
17SMC00503900
17SLC70503450
17SMB92005800
17SLC67501200
17SMB77005050
17SMB80002650
17SLC99001500
17SLC63002550
17SMC03501950
17SMC02007500
17SMC15506000
17SMC02007050
17SLC78003600
17SLC93003150
17SMB80004000
17SLC79502400
17SMB09509550
17SMB77003850
17SMC05003000
17SMB96502950
17SLC96000900
17SNB01002650
17SLC78001650
17SLC64503300
17SMC05007500
17SMB72504450
17SMC09500900
17SLC94503450
17SMC00502850
17SMB95004750
17SMB75504000
17SMB93503100
17SMB99504150
17SMB86006100
17SMC08003450
17SMB74004450
17SMC06507650
17SNB11503850
17SMB92002650
17SMC02001800
17SMC11004350
17SLB70500000
17SMC14004200
17SMC20004350
17SMB71004150
17SLC81003900
17SMB09500000
17SLC85503150
17SMC12503450
17SMB96505050
17SLC61504950
17SMB83005050
17SLC66003900
17SLC73504500
17SMB93504000
17SLC99006600
17SLC72004200
17SMC09503300
17SLC76501050
17SMC02003000
17SMC00508100
17SMC18505700
17SMC05004200
17SMC00507500
17SMC05003750
17SMC05007650
17SLC81002250
17SMB90504900
17SMB86004750
17SMC09501200
17SLC79501650
17SLC67503750
17SLC66002550
17SMC12505550
17SMB75504750
17SMB69502800
17SLC96004050
17SLC87001050
17SMC00503750
17SLC69003600
17SMB08009850
17SMB90503250
17SMB78503550
17SMC09506300
17SLC76500750
17SNB07002800
17SMC08008700
17SLC73501200
17SLC81004200
17SLC69003150
17SLC81000600
17SMC11002700
17SMC15505850
17SLC66001950
17SLC70501500
17SNB05503100
17SMC02009150
17SMB98003550
17SLC97509750
17SLC99002850
17SMB98004000
17SMB87505500
17SMC15504350
17SMC18505100
17SMB95002950
17SMB71002950
17SLC82504050
17SLC64503150
17SMC14005700
17SMB08009700
17SLC91503450
17SMC15503750
17SMB74003250
17SMB87504000
17SMB84503700
17SLC63003450
17SMC08004500
17SLC69000000
17SMB95003700
17SLB99009850
17SLC99006750
17SLC72004350
17SMB83004750
17SLC97506900
17SLC61503000
17SMB86004000
17SLC63001950
17SLC63003000
17SLC63003300
17SLC75003300
17SLC72000750
17SLC66004050
17SLC99007800
17SMB89003250
17SMB92004900
17SLB73509400
17SMB92002800
17SLC96004200
17SLC99000150
17SMC09502400
17SLC99008550
17SMC09501650
17SMC00500450
17SMB00509700
17SLC90001950
17SMB15509550
17SMC11005250
17SMB89002650
17SLC97506750
17SLC90002250
17SLC97501500
17SMB92004600
17SLC66004950
17SLC85502550
17SLC79502850
17SMC06502700
17SMB95005350
17SMC08003000
17SMB99505350
17SMC02006300
17SNB11504000
17SLC76503000
17SMB12509550
17SMB98003250
17SMB93504900
17SLC88503300
17SLC78004350
17SMC11003450
17SLC91503000
17SMC00503600
17SMC03504200
17SLC88501500
17SLC67503000
17SMC08007200
17SMC12504650
17SLC61503900
17SMB93502800
17SMC17003150
17SLC76503150
17SMC03503750
17SNB10003700
17SMB96505350
17SMB80005200
17SLC91502850
17SMC03509150
17SMC08007050
17SLC64504050
17SMC05001200
17SMC03501650
17SMB02009700
17SMC02006450
17SMB96504750
17SMC14002550
17SLC94502100
17SLC67503150
17SMC05008850
17SNB10002950
17SMC03502400
17SLC94501050
17SLC94507200
17SMC08004950
17SMC06504050
17SLC97506600
17SLC61505250
17SLC93009150
17SLC75001500
17SMB93503400
17SMC06505700
17SLC72004650
17SMC00506750
17SMC03501500
17SMC05009300
17SMB96503700
17SMC05008700
17SMB75502350
17SMB98005350
17SLC99006450
17SLC85503900
17SNB08502950
17SNB11503400
17SNB13003250
17SLC94502550
17SMC14000300
17SMC11000300
17SLC55502550
17SMB90502800
17SLC66003750
17SLC94501800
17SMC09502250
17SMB92005200
17SMC02006150
17SMC11005550
17SMC09501050
17SMC11004650
17SMC18505850
17SLC97503150
17SMB81504900
17SLC85502700
17SLC61501950
17SMC09502550
17SLC60001800
17SMB93505650
17SLC64504950
17SMC17003450
17SLC78002550
17SMC05007200
17SLC64501500
17SLC99008850
17SLC88501650
17SLC87003150
17SMC15503300
17SLC84002550
17SMC08002250
17SMB74003550
17SMB87504300
17SMB81504450
17SLC78000300
17SLC78002850
17SLC93001950
17SMB96502800
17SLC97502100
17SMC11001950
17SLC91501200
17SLC90001350
17SLC67501650
17SMB00500000
17SMB92003850
17SLC99006900
17SLC61503750
17SMB96503550
17SMC17005850
17SLC99001650
17SLC67504500
17SMC09506000
17SLC82500900
17SLC99001050
17SLC72001050
17SLC58502850
17SLC73503450
17SNB11504300
17SMB84503100
17SLC73500600
17SLC69002550
17SMB95005500
17SLC78003150
17SLC91502700
17SMB74002800
17SLC79503150
17SLC99002100
17SMB72503400
17SMC03500150
17SLC70504200
17SMB80003700
17SMC03503300
17SLC69003450
17SMC18503450
17SLC91503300
17SLC66000750
17SMC08006600
17SMB80004450
17SLC60004650
17SLC94501950
17SNB02504900
17SMC09501350
17SLC75003450
17SLB75009700
17SMB68003400
17SMC06503150
17SMB15509250
17SMB90505950
17SMC08000300
17SMB12508950
17SMB92004300
17SLC81002850
17SLC96008700
17SLC81002700
17SMC06504500
17SMB69503550
17SLC82500600
17SLC76500600
17SMC11004050
17SLC69002250
17SMB75502950
17SMC09504050
17SLC81002100
17SMC08007800
17SLC75000600
17SMC09504500
17SMC17004350
17SMB92003400
17SMB96503850
17SLC66004650
17SLC58501800
17SMB84504000
17SLC84004350
17SMC18504350
17SMC00506450
17SNB01002950
17SLC75004050
17SMC03508100
17SLC55502400
17SLC66004200
17SLC99000750
17SLC72004950
17SLC93001050
17SLC93001200
17SLC96002250
17SMB81505650
17SNB11503100
17SLC96008550
17SLC64500750
17SLC64503000
17SLC75004500
17SMB89003100
17SNB04004450
17SLC61501500
17SMC06507050
17SLC76500450
17SMC02002550
17SLC61504350
17SLC67504050
17SNB02504750
17SLC72004500
17SMC11000600
17SMC23003450
17SLC85504050
17SMB89003700
17SMB77002800
17SLC67503900
17SMC06500600
17SLC75002100
17SMB72504300
17SMC14006150
17SMC05001950
17SLC78001050
17SLC69000450
17SLC97504200
17SLC91503150
17SNB08503850
17SMC02008700
17SMC02001950
17SLB97500000
17SMC06500450
17SMB11009850
17SLC85503300
17SLC97507950
17SMC06501200
17SMC17004800
17SLC73502550
17SMB75503550
17SMB93505500
17SMB87504450
17SLC97500900
17SLC96002100
17SLC67503300
17SMB86005350
17SMB08009400
17SMB83003550
17SMC12500750
17SMC02000150
17SMC11004800
17SLC61504800
17SMB87505200
17SMB83003100
17SLC70503300
17SLC93003000
17SLC84001050
17SMC17004500
17SLC97502700
17SMB87503550
17SMC00502400
17SLC97507200
17SNB02503700
17SMB06509550
17SMB98004150
17SLC99008100
17SMC03504500
17SMB80004600
17SMC14002250
17SLC96007050
17SMC02000600
17SLC96002850
17SMC08001950
17SMC14003600
17SLC64502550
17SMC12505700
17SMB03509850
17SMC03501200
17SMC05004650
17SMB99503400
17SMC08002700
17SLC97500150
17SMB08009550
17SMC20005550
17SLC96003000
17SMC08008100
17SMB93503850
17SMB74003850
17SLC88502700
17SLB73509700
17SLC99000450
17SLC99000300
17SMB06509700
17SMB87504750
17SLC87001950
17SLC94502700
17SNB08504000
17SMC15502550
17SLC81003600
17SMB84502500
17SNB10004300
17SMB93502650
17SLC60001500
17SLC93001650
17SLC72002400
17SMB72502500
17SMB78503850
17SMB03509400
17SLC93009300
17SLC91503750
17SLC90003600
17SLC70503150
17SLC99001800
17SMB92005500
17SMB78502800
17SLC78000750
17SLC72002250
17SMB90504000
17SMB86002950
17SMB86003250
17SLC81004050
17SLC96006750
17SMC03508700
17SMB74004000
17SMB90505200
17SMB99505200
17SMB99503850
17SLC99003450
17SLC81001350
17SLC88501950
17SLB73500000
17SNB04003850
17SLC94509450
17SLC79500450
17SMB77003100
17SLC85503450
17SLC96006900
17SMC17005250
17SLC97501950
17SMC08002100
17SLC97501350
17SMB71003850
17SMB84505500
17SMB06509850
17SLC63001500
