Permit_ID,Company,Status_Code,Status,Inspectable,Increment,Bond_ID,Bond_Type,Bond_Institution,Current_Bond_Acreage,Original_Bond_Amount,Current_Bond_Amount
8320068,D & J COAL COMPANY LLC,RC,Permit Released,NO,5,1485465,CASH,CASH BONDS ONLY,0,11000,0
8320068,D & J COAL COMPANY LLC,RC,Permit Released,NO,6,1485466,CASH,CASH BONDS ONLY,0,9000,0
8320068,D & J COAL COMPANY LLC,RC,Permit Released,NO,7,1485467,CASH,CASH BONDS ONLY,0,11500,0
8320068,D & J COAL COMPANY LLC,RC,Permit Released,NO,17,1485468,CASH,CASH BONDS ONLY,0,15000,0
8320068,D & J COAL COMPANY LLC,RC,Permit Released,NO,3,N-042020-832-0068-03,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,5000,0
8360013,COAL-MAC INC,RC,Permit Released,NO,1,K02637789J008,SURETY BOND,INS CO OF NORTH AMERICA,0,91750,0
8360013,COAL-MAC INC,RC,Permit Released,NO,1,SU34149,SURETY BOND,UTICA MUTUAL INS CO,0,146400,0
8360013,COAL-MAC INC,RC,Permit Released,NO,1,SU35757,SURETY BOND,UTICA MUTUAL INS CO,0,30910,0
8360218,VAGABOND COAL COMPANY INCORPORATED,FF,Final Forfeiture,NO,1,PIV021996,CASH,CASH BONDS ONLY,0,32800,0
8360225,COAL-MAC INC,RC,Permit Released,NO,1,K02637789J224,SURETY BOND,INS CO OF NORTH AMERICA,0,67200,0
8360225,COAL-MAC INC,RC,Permit Released,NO,2,K02637789J225,SURETY BOND,INS CO OF NORTH AMERICA,0,20500,0
8360225,COAL-MAC INC,RC,Permit Released,NO,3,K02637789J226,SURETY BOND,INS CO OF NORTH AMERICA,0,43800,0
8360225,COAL-MAC INC,RC,Permit Released,NO,4,K02637789J227,SURETY BOND,INS CO OF NORTH AMERICA,0,92300,0
8360225,COAL-MAC INC,RC,Permit Released,NO,5,K02637789J228,SURETY BOND,INS CO OF NORTH AMERICA,0,187300,0
8360225,COAL-MAC INC,RC,Permit Released,NO,6,K02637789J229,SURETY BOND,INS CO OF NORTH AMERICA,0,84700,0
8360225,COAL-MAC INC,RC,Permit Released,NO,7,K02637789J230,SURETY BOND,INS CO OF NORTH AMERICA,0,119200,0
8360225,COAL-MAC INC,RC,Permit Released,NO,9,K02637789J231,SURETY BOND,INS CO OF NORTH AMERICA,0,104000,0
8360225,COAL-MAC INC,RC,Permit Released,NO,10,K02637789J232,SURETY BOND,INS CO OF NORTH AMERICA,0,110000,0
8360225,COAL-MAC INC,RC,Permit Released,NO,11,K02637789J233,SURETY BOND,INS CO OF NORTH AMERICA,0,122000,0
8360225,COAL-MAC INC,RC,Permit Released,NO,12,K02637789J234,SURETY BOND,INS CO OF NORTH AMERICA,0,92900,0
8360225,COAL-MAC INC,RC,Permit Released,NO,15,K02637789J235,SURETY BOND,INS CO OF NORTH AMERICA,0,78100,0
8360225,COAL-MAC INC,RC,Permit Released,NO,1,140000700233KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,67200,0
8360225,COAL-MAC INC,RC,Permit Released,NO,2,140000700357KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,8200,0
8360225,COAL-MAC INC,RC,Permit Released,NO,3,140000700232KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,54100,0
8360225,COAL-MAC INC,RC,Permit Released,NO,4,140000700231KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,34400,0
8360225,COAL-MAC INC,RC,Permit Released,NO,5,140000700230KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,64900,0
8360225,COAL-MAC INC,RC,Permit Released,NO,6,140000700133KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,84700,0
8360225,COAL-MAC INC,RC,Permit Released,NO,7,140000700127KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,36300,0
8360225,COAL-MAC INC,RC,Permit Released,NO,9,140000700129KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,104000,0
8360225,COAL-MAC INC,RC,Permit Released,NO,10,140000700128KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,32700,0
8360225,COAL-MAC INC,RC,Permit Released,NO,11,140000700126KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,48800,0
8360225,COAL-MAC INC,RC,Permit Released,NO,12,140000700130KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,37200,0
8360225,COAL-MAC INC,RC,Permit Released,NO,15,140000700134KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,31200,0
8360225,COAL-MAC INC,RC,Permit Released,NO,1,400SA1598,SURETY BOND,ST PAUL FIRE & MARINE INS CO C/O TRAVELERS,0,67200,0
8360225,COAL-MAC INC,RC,Permit Released,NO,2,400SA1597,SURETY BOND,ST PAUL FIRE & MARINE INS CO C/O TRAVELERS,0,8200,0
8360225,COAL-MAC INC,RC,Permit Released,NO,3,400SA1600,SURETY BOND,ST PAUL FIRE & MARINE INS CO C/O TRAVELERS,0,54100,0
8360225,COAL-MAC INC,RC,Permit Released,NO,4,400SA1595,SURETY BOND,ST PAUL FIRE & MARINE INS CO C/O TRAVELERS,0,34400,0
8360225,COAL-MAC INC,RC,Permit Released,NO,5,400SA1594,SURETY BOND,ST PAUL FIRE & MARINE INS CO C/O TRAVELERS,0,64900,0
8360225,COAL-MAC INC,RC,Permit Released,NO,1,319366,SURETY BOND,TRAVELERS CASUALTY & SURETY CO,0,67200,0
8360225,COAL-MAC INC,RC,Permit Released,NO,2,319365,SURETY BOND,TRAVELERS CASUALTY & SURETY CO,0,8200,0
8360225,COAL-MAC INC,RC,Permit Released,NO,3,319364,SURETY BOND,TRAVELERS CASUALTY & SURETY CO,0,54100,0
8360225,COAL-MAC INC,RC,Permit Released,NO,4,319363,SURETY BOND,TRAVELERS CASUALTY & SURETY CO,0,34400,0
8360225,COAL-MAC INC,RC,Permit Released,NO,5,319362,SURETY BOND,TRAVELERS CASUALTY & SURETY CO,0,64900,0
8360225,COAL-MAC INC,RC,Permit Released,NO,6,324631,SURETY BOND,TRAVELERS CASUALTY & SURETY CO,0,84700,0
8360225,COAL-MAC INC,RC,Permit Released,NO,7,324632,SURETY BOND,TRAVELERS CASUALTY & SURETY CO,0,36300,0
8360225,COAL-MAC INC,RC,Permit Released,NO,9,324633,SURETY BOND,TRAVELERS CASUALTY & SURETY CO,0,104000,0
8360225,COAL-MAC INC,RC,Permit Released,NO,10,324634,SURETY BOND,TRAVELERS CASUALTY & SURETY CO,0,32700,0
8360225,COAL-MAC INC,RC,Permit Released,NO,11,324635,SURETY BOND,TRAVELERS CASUALTY & SURETY CO,0,48800,0
8360225,COAL-MAC INC,RC,Permit Released,NO,12,324636,SURETY BOND,TRAVELERS CASUALTY & SURETY CO,0,37200,0
8360225,COAL-MAC INC,RC,Permit Released,NO,15,324637,SURETY BOND,TRAVELERS CASUALTY & SURETY CO,0,31200,0
8360229,COAL-MAC INC,RC,Permit Released,NO,1,KO2637789J246,SURETY BOND,INS CO OF NORTH AMERICA,0,23000,0
8360229,COAL-MAC INC,RC,Permit Released,NO,2,KO2637789J247,SURETY BOND,INS CO OF NORTH AMERICA,0,68200,0
8360229,COAL-MAC INC,RC,Permit Released,NO,3,KO2637789J248,SURETY BOND,INS CO OF NORTH AMERICA,0,109800,0
8360229,COAL-MAC INC,RC,Permit Released,NO,4,KO2637789J249,SURETY BOND,INS CO OF NORTH AMERICA,0,31500,0
8360229,COAL-MAC INC,RC,Permit Released,NO,5,K02637789J253,SURETY BOND,INS CO OF NORTH AMERICA,0,125500,0
8360229,COAL-MAC INC,RC,Permit Released,NO,6,KO2637789J250,SURETY BOND,INS CO OF NORTH AMERICA,0,139900,0
8360229,COAL-MAC INC,RC,Permit Released,NO,7,K02637789J254,SURETY BOND,INS CO OF NORTH AMERICA,0,95900,0
8360229,COAL-MAC INC,RC,Permit Released,NO,8,K02637789J266,SURETY BOND,INS CO OF NORTH AMERICA,0,243700,0
8360229,COAL-MAC INC,RC,Permit Released,NO,9,K02637789J255,SURETY BOND,INS CO OF NORTH AMERICA,0,152800,0
8360229,COAL-MAC INC,RC,Permit Released,NO,10,K02637789J256,SURETY BOND,INS CO OF NORTH AMERICA,0,107000,0
8360229,COAL-MAC INC,RC,Permit Released,NO,11,K02637789J257,SURETY BOND,INS CO OF NORTH AMERICA,0,114800,0
8360229,COAL-MAC INC,RC,Permit Released,NO,12,K02637789J283,SURETY BOND,INS CO OF NORTH AMERICA,0,97500,0
8360229,COAL-MAC INC,RC,Permit Released,NO,14,K02637789J280,SURETY BOND,INS CO OF NORTH AMERICA,0,135500,0
8360229,COAL-MAC INC,RC,Permit Released,NO,15,K02637789J281,SURETY BOND,INS CO OF NORTH AMERICA,0,171000,0
8360229,COAL-MAC INC,RC,Permit Released,NO,16,K02637789J282,SURETY BOND,INS CO OF NORTH AMERICA,0,97200,0
8360229,COAL-MAC INC,RC,Permit Released,NO,17,K02637789J308,SURETY BOND,INS CO OF NORTH AMERICA,0,76300,0
8360229,COAL-MAC INC,RC,Permit Released,NO,18,KO2637789J251,SURETY BOND,INS CO OF NORTH AMERICA,0,30500,0
8360229,COAL-MAC INC,RC,Permit Released,NO,19,KO2637789J252,SURETY BOND,INS CO OF NORTH AMERICA,0,32100,0
8360229,COAL-MAC INC,RC,Permit Released,NO,21,K02637789J309,SURETY BOND,INS CO OF NORTH AMERICA,0,113100,0
8360229,COAL-MAC INC,RC,Permit Released,NO,1,140000700247KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,23100,0
8360229,COAL-MAC INC,RC,Permit Released,NO,2,140000700248KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,83300,0
8360229,COAL-MAC INC,RC,Permit Released,NO,3,140000700249KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,113000,0
8360229,COAL-MAC INC,RC,Permit Released,NO,4,140000700250KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,46800,0
8360229,COAL-MAC INC,RC,Permit Released,NO,5,140000700257KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,80100,0
8360229,COAL-MAC INC,RC,Permit Released,NO,6,140000700251KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,127600,0
8360229,COAL-MAC INC,RC,Permit Released,NO,7,140000700258KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,95900,0
8360229,COAL-MAC INC,RC,Permit Released,NO,8,140000700051KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,248700,0
8360229,COAL-MAC INC,RC,Permit Released,NO,9,140000700003KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,152800,0
8360229,COAL-MAC INC,RC,Permit Released,NO,10,140000700004KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,134000,0
8360229,COAL-MAC INC,RC,Permit Released,NO,11,140000700005KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,138600,0
8360229,COAL-MAC INC,RC,Permit Released,NO,12,140000700001KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,96300,0
8360229,COAL-MAC INC,RC,Permit Released,NO,14,140000700259KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,192200,0
8360229,COAL-MAC INC,RC,Permit Released,NO,15,140000700260KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,102700,0
8360229,COAL-MAC INC,RC,Permit Released,NO,16,140000700261KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,243500,0
8360229,COAL-MAC INC,RC,Permit Released,NO,17,140000700189KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,76300,0
8360229,COAL-MAC INC,RC,Permit Released,NO,18,140000700252KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,30500,0
8360229,COAL-MAC INC,RC,Permit Released,NO,19,140000700253KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,32100,0
8360229,COAL-MAC INC,RC,Permit Released,NO,21,140000700190KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,113100,0
8360229,COAL-MAC INC,RC,Permit Released,NO,22,140000700299KY,SURETY BOND,LIBERTY MUTUAL INSURANCE CO,0,5400,0
8360229,COAL-MAC INC,RC,Permit Released,NO,1,400SA1964,SURETY BOND,ST PAUL FIRE & MARINE INS CO C/O TRAVELERS,0,25200,0
8360229,COAL-MAC INC,RC,Permit Released,NO,2,400SA1963,SURETY BOND,ST PAUL FIRE & MARINE INS CO C/O TRAVELERS,0,33400,0
8360229,COAL-MAC INC,RC,Permit Released,NO,3,400SA1961,SURETY BOND,ST PAUL FIRE & MARINE INS CO C/O TRAVELERS,0,45200,0
8360229,COAL-MAC INC,RC,Permit Released,NO,4,400SA1962,SURETY BOND,ST PAUL FIRE & MARINE INS CO C/O TRAVELERS,0,40500,0
8360229,COAL-MAC INC,RC,Permit Released,NO,5,400SB8235,SURETY BOND,ST PAUL FIRE & MARINE INS CO C/O TRAVELERS,0,33300,0
8360229,COAL-MAC INC,RC,Permit Released,NO,6,400SA1960,SURETY BOND,ST PAUL FIRE & MARINE INS CO C/O TRAVELERS,0,52300,0
8360229,COAL-MAC INC,RC,Permit Released,NO,7,400SB8234,SURETY BOND,ST PAUL FIRE & MARINE INS CO C/O TRAVELERS,0,38400,0
8360229,COAL-MAC INC,RC,Permit Released,NO,9,400SB8273,SURETY BOND,ST PAUL FIRE & MARINE INS CO C/O TRAVELERS,0,61200,0
8360229,COAL-MAC INC,RC,Permit Released,NO,10,400SB8274,SURETY BOND,ST PAUL FIRE & MARINE INS CO C/O TRAVELERS,0,43000,0
8360229,COAL-MAC INC,RC,Permit Released,NO,11,400SB8275,SURETY BOND,ST PAUL FIRE & MARINE INS CO C/O TRAVELERS,0,56700,0
8360229,COAL-MAC INC,RC,Permit Released,NO,12,400SB8272,SURETY BOND,ST PAUL FIRE & MARINE INS CO C/O TRAVELERS,0,38600,0
8360229,COAL-MAC INC,RC,Permit Released,NO,14,400SB8229,SURETY BOND,ST PAUL FIRE & MARINE INS CO C/O TRAVELERS,0,76900,0
8360229,COAL-MAC INC,RC,Permit Released,NO,15,400SB8230,SURETY BOND,ST PAUL FIRE & MARINE INS CO C/O TRAVELERS,0,41700,0
8360229,COAL-MAC INC,RC,Permit Released,NO,16,400SB8232,SURETY BOND,ST PAUL FIRE & MARINE INS CO C/O TRAVELERS,0,89400,0
8360229,COAL-MAC INC,RC,Permit Released,NO,17,400SA1510,SURETY BOND,ST PAUL FIRE & MARINE INS CO C/O TRAVELERS,0,32400,0
8360229,COAL-MAC INC,RC,Permit Released,NO,18,400SA1959,SURETY BOND,ST PAUL FIRE & MARINE INS CO C/O TRAVELERS,0,12200,0
8360229,COAL-MAC INC,RC,Permit Released,NO,8,64S10353995BCM,SURETY BOND,TRAVELERS CASUALTY & SURETY COMPANY OF AMERICA,0,100700,0
8360229,COAL-MAC INC,RC,Permit Released,NO,22,64S103539951BCM,SURETY BOND,TRAVELERS CASUALTY & SURETY COMPANY OF AMERICA,0,5400,0
8360229,COAL-MAC INC,RC,Permit Released,NO,1,U2463556,SURETY BOND,UNITED PACIFIC INS CO,0,23100,0
8360229,COAL-MAC INC,RC,Permit Released,NO,2,U2463557,SURETY BOND,UNITED PACIFIC INS CO,0,83300,0
8360229,COAL-MAC INC,RC,Permit Released,NO,3,U2463558,SURETY BOND,UNITED PACIFIC INS CO,0,113000,0
8360229,COAL-MAC INC,RC,Permit Released,NO,4,U2463544,SURETY BOND,UNITED PACIFIC INS CO,0,36700,0
8360229,COAL-MAC INC,RC,Permit Released,NO,5,U2463579,SURETY BOND,UNITED PACIFIC INS CO,0,80100,0
8360229,COAL-MAC INC,RC,Permit Released,NO,6,U2463545,SURETY BOND,UNITED PACIFIC INS CO,0,127600,0
8360229,COAL-MAC INC,RC,Permit Released,NO,7,U2463580,SURETY BOND,UNITED PACIFIC INS CO,0,95900,0
8360229,COAL-MAC INC,RC,Permit Released,NO,14,U2463582,SURETY BOND,UNITED PACIFIC INS CO,0,192200,0
8360229,COAL-MAC INC,RC,Permit Released,NO,15,U2463583,SURETY BOND,UNITED PACIFIC INS CO,0,102700,0
8360229,COAL-MAC INC,RC,Permit Released,NO,16,U2463584,SURETY BOND,UNITED PACIFIC INS CO,0,243500,0
8360229,COAL-MAC INC,RC,Permit Released,NO,17,U2463489,SURETY BOND,UNITED PACIFIC INS CO,0,76300,0
8360229,COAL-MAC INC,RC,Permit Released,NO,18,U2463554,SURETY BOND,UNITED PACIFIC INS CO,0,30500,0
8360229,COAL-MAC INC,RC,Permit Released,NO,19,U2463555,SURETY BOND,UNITED PACIFIC INS CO,0,32100,0
8360229,COAL-MAC INC,RC,Permit Released,NO,21,U2463490,SURETY BOND,UNITED PACIFIC INS CO,0,113100,0
8360254,LOCUST GROVE INC,P1,Phase I Bond Release,YES,1,BP-87005-119,BOND POOL,KY BOND POOL,0,77000,0
8360254,LOCUST GROVE INC,P1,Phase I Bond Release,YES,3,BP-87005-121,BOND POOL,KY BOND POOL,0,83300,0
8360254,LOCUST GROVE INC,P1,Phase I Bond Release,YES,3,BP-87005-138,BOND POOL,KY BOND POOL,0,4500,0
8360254,LOCUST GROVE INC,P1,Phase I Bond Release,YES,3,BP-87005-139,BOND POOL,KY BOND POOL,0,4500,0
8360254,LOCUST GROVE INC,P1,Phase I Bond Release,YES,3,BP-87005-142,BOND POOL,KY BOND POOL,0,4500,0
8360254,LOCUST GROVE INC,P1,Phase I Bond Release,YES,7,BP-87005-117,BOND POOL,KY BOND POOL,0,14200,0
8360254,LOCUST GROVE INC,P1,Phase I Bond Release,YES,7,BP-87005-148,BOND POOL,KY BOND POOL,0,5500,0
8360254,LOCUST GROVE INC,P1,Phase I Bond Release,YES,4,BP-87005-147,BOND POOL,KY BOND POOL,0,1000,1000
8360254,LOCUST GROVE INC,P1,Phase I Bond Release,YES,4,BP-87005-122,BOND POOL,KY BOND POOL,3.98,5200,5200
8360254,LOCUST GROVE INC,P1,Phase I Bond Release,YES,2,BP-87005-120,BOND POOL,KY BOND POOL,20.2,74800,21900
8360254,LOCUST GROVE INC,P1,Phase I Bond Release,YES,1,1295836025401,SURETY BOND,LYNDON PROPERTY INSURANCE CO,0,17000,0
8360254,LOCUST GROVE INC,P1,Phase I Bond Release,YES,2,1295836025402,SURETY BOND,LYNDON PROPERTY INSURANCE CO,0,17500,0
8360254,LOCUST GROVE INC,P1,Phase I Bond Release,YES,3,1295836025403,SURETY BOND,LYNDON PROPERTY INSURANCE CO,0,18500,0
8360254,LOCUST GROVE INC,P1,Phase I Bond Release,YES,3,0497836025406M,SURETY BOND,LYNDON PROPERTY INSURANCE CO,0,500,0
8360254,LOCUST GROVE INC,P1,Phase I Bond Release,YES,3,0596836025403M,SURETY BOND,LYNDON PROPERTY INSURANCE CO,0,500,0
8360254,LOCUST GROVE INC,P1,Phase I Bond Release,YES,3,0796836025403M,SURETY BOND,LYNDON PROPERTY INSURANCE CO,0,500,0
8360254,LOCUST GROVE INC,P1,Phase I Bond Release,YES,4,1295836025404,SURETY BOND,LYNDON PROPERTY INSURANCE CO,0,2000,0
8360254,LOCUST GROVE INC,P1,Phase I Bond Release,YES,7,1295836025407,SURETY BOND,LYNDON PROPERTY INSURANCE CO,0,10000,0
8360254,LOCUST GROVE INC,P1,Phase I Bond Release,YES,1,SU1768496,SURETY BOND,UTICA MUTUAL INS CO,0,17000,0
8360254,LOCUST GROVE INC,P1,Phase I Bond Release,YES,2,SU1768497,SURETY BOND,UTICA MUTUAL INS CO,0,17500,0
8360254,LOCUST GROVE INC,P1,Phase I Bond Release,YES,3,SU1768498,SURETY BOND,UTICA MUTUAL INS CO,0,18500,0
8360254,LOCUST GROVE INC,P1,Phase I Bond Release,YES,4,SU1768499,SURETY BOND,UTICA MUTUAL INS CO,0,2000,0
8360254,LOCUST GROVE INC,P1,Phase I Bond Release,YES,7,SU1768492,SURETY BOND,UTICA MUTUAL INS CO,0,10000,0
8360306,THE ELK HORN COAL COMPANY LLC,RC,Permit Released,NO,1,SU04625,SURETY BOND,ASPEN AMERICAN INSURANCE CO.,0,95300,0
8360306,THE ELK HORN COAL COMPANY LLC,RC,Permit Released,NO,1,104595502,SURETY BOND,TRAVELERS CASUALTY & SURETY CO AMERICA,0,93600,0
8360310,HENSON BRANCH COAL INC,RC,Permit Released,NO,1,345890490864,CERTIFICATE OF DEPOSIT,U S BANK,0,9000,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,3,9407502473,CASH,CASH BONDS ONLY,0,2400,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,5,9407502474,CASH,CASH BONDS ONLY,0,48800,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,6,9407502475,CASH,CASH BONDS ONLY,0,9900,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,99,01I-003128,SUPPLEMENTAL ASSURANCE,INDEMNITY NATIONAL INSURANCE COMPANY,0,50000,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,99,01I-003129,SUPPLEMENTAL ASSURANCE,INDEMNITY NATIONAL INSURANCE COMPANY,0,50000,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,3,800004521,SURETY BOND,ATLANTIC SPECIALTY INS COMPANY,0,4600,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,5,800004522,SURETY BOND,ATLANTIC SPECIALTY INS COMPANY,0,3900,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,1,800004594,SURETY BOND,ATLANTIC SPECIALTY INSURANCE CO.,0,5800,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,2,800004595,SURETY BOND,ATLANTIC SPECIALTY INSURANCE CO.,0,20400,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,3,800004596,SURETY BOND,ATLANTIC SPECIALTY INSURANCE CO.,0,122500,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,3,800004597,SURETY BOND,ATLANTIC SPECIALTY INSURANCE CO.,0,2400,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,4,800004598,SURETY BOND,ATLANTIC SPECIALTY INSURANCE CO.,0,118400,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,5,800004599,SURETY BOND,ATLANTIC SPECIALTY INSURANCE CO.,0,29200,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,5,800014400,SURETY BOND,ATLANTIC SPECIALTY INSURANCE CO.,0,48800,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,6,800014401,SURETY BOND,ATLANTIC SPECIALTY INSURANCE CO.,0,57000,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,6,800014402,SURETY BOND,ATLANTIC SPECIALTY INSURANCE CO.,0,9900,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,9,800014403,SURETY BOND,ATLANTIC SPECIALTY INSURANCE CO.,0,70600,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,3,01I-002982,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,2400,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,5,01I-002981,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,48800,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,6,01I-002980,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,9900,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,9,01I-003475,SURETY BOND,INDEMNITY NATIONAL INSURANCE COMPANY,0,70600,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,1,104890355,SURETY BOND,TRAVELERS CASUALTY & SURETY CO AMERICA,0,3400,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,2,104890356,SURETY BOND,TRAVELERS CASUALTY & SURETY CO AMERICA,0,20400,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,3,104890357,SURETY BOND,TRAVELERS CASUALTY & SURETY CO AMERICA,0,53300,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,4,105083075,SURETY BOND,TRAVELERS CASUALTY & SURETY CO AMERICA,0,28300,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,5,105083074,SURETY BOND,TRAVELERS CASUALTY & SURETY CO AMERICA,0,23700,0
8360326,FRASURE CREEK MINING LLC,RC,Permit Released,NO,6,105140805,SURETY BOND,TRAVELERS CASUALTY SURETY CO,0,57000,0
8360347,FRASURE CREEK MINING LLC,RC,Permit Released,NO,1,9407502388,CASH,CASH BONDS ONLY,0,71100,0
8360347,FRASURE CREEK MINING LLC,RC,Permit Released,NO,4,9407502389,CASH,CASH BONDS ONLY,0,7800,0
8360347,FRASURE CREEK MINING LLC,RC,Permit Released,NO,5,9407502390,CASH,CASH BONDS ONLY,0,20500,0
8360347,FRASURE CREEK MINING LLC,RC,Permit Released,NO,6,9407502391,CASH,CASH BONDS ONLY,0,3100,0
8360347,FRASURE CREEK MINING LLC,RC,Permit Released,NO,8,9407502392,CASH,CASH BONDS ONLY,0,1200,0
8360347,FRASURE CREEK MINING LLC,RC,Permit Released,NO,12,9407502393,CASH,CASH BONDS ONLY,0,4500,0
8360347,FRASURE CREEK MINING LLC,RC,Permit Released,NO,14,9407502394,CASH,CASH BONDS ONLY,0,8400,0
8360347,FRASURE CREEK MINING LLC,RC,Permit Released,NO,16,9407502395,CASH,CASH BONDS ONLY,0,12300,0
8360347,FRASURE CREEK MINING LLC,RC,Permit Released,NO,20,9407502396,CASH,CASH BONDS ONLY,0,5900,0
8360347,FRASURE CREEK MINING LLC,RC,Permit Released,NO,26,9407502397,CASH,CASH BONDS ONLY,0,3500,0
8360347,FRASURE CREEK MINING LLC,RC,Permit Released,NO,29,9407502400,CASH,CASH BONDS ONLY,0,25100,0
8360347,FRASURE CREEK MINING LLC,RC,Permit Released,NO,31,9407502401,CASH,CASH BONDS ONLY,0,2100,0
8360347,FRASURE CREEK MINING LLC,RC,Permit Released,NO,32,9407502403,CASH,CASH BONDS ONLY,0,12200,0
8360347,FRASURE CREEK MINING LLC,RC,Permit Released,NO,33,9407502404,CASH,CASH BONDS ONLY,0,31900,0
8360347,FRASURE CREEK MINING LLC,RC,Permit Released,NO,38,9407502405,CASH,CASH BONDS ONLY,0,500,0
8360347,FRASURE CREEK MINING LLC,RC,Permit Released,NO,99,04I-001094,SUPPLEMENTAL ASSURANCE,INDEMNITY NATIONAL INSURANCE COMPANY,0,50000,0
8360347,FRASURE CREEK MINING LLC,RC,Permit Released,NO,99,04I-001095,SUPPLEMENTAL ASSURANCE,INDEMNITY NATIONAL INSURANCE COMPANY,0,50000,0
8360347,FRASURE CREEK MINING LLC,RC,Permit Released,NO,99,04I-001096,SUPPLEMENTAL ASSURANCE,INDEMNITY NATIONAL INSURANCE COMPANY,0,50000,0
8360347,FRASURE CREEK MINING LLC,RC,Permit Released,NO,99,04I-001097,SUPPLEMENTAL ASSURANCE,INDEMNITY NATIONAL INSURANCE COMPANY,0,50000,0
8360347,FRASURE CREEK MINING LLC,RC,Permit Released,NO,99,04I-001098,SUPPLEMENTAL ASSURANCE,INDEMNITY NATIONAL INSURANCE COMPANY,0,50000,0
8360347,FRASURE CREEK MINING LLC,RC,Permit Released,NO,99,104890322,SUPPLEMENTAL ASSURANCE,TRAVELERS CASUALTY & SURETY CO AMERICA,0,50000,0
8360347,FRASURE CREEK MINING LLC,RC,Permit Released,NO,99,104890323,SUPPLEMENTAL ASSURANCE,TRAVELERS CASUALTY & SURETY CO AMERICA,0,50000,0
