Permit_ID,Company,Status_Code,Status,Inspectable,Increment,Bond_ID,Bond_Type,Bond_Institution,Current_Bond_Acreage,Original_Bond_Amount,Current_Bond_Amount
2360258,WESTERN COAL CORP,RC,Permit Released,,1,437E5313,,TRAVELERS INDEMNITY CO,0,275000,0
2365066,HITE PREPERATION COMPANY,RC,Permit Released,,1,80844797,,FEDERAL INSURANCE COMPANY,0,5000,0
2365066,HITE PREPERATION COMPANY,RC,Permit Released,,1,28,,FIRST GUARANTY NATIONAL MARTIN,0,5000,0
2580229,ADDINGTON BROS MINING INC,RC,Permit Released,,1,M891744423KY,,INS CO OF NORTH AMERICA,0,152000,0
2580247,SAARCAR COAL INC,RC,Permit Released,,1,M891744430KY,,INS CO OF NORTH AMERICA,0,182000,0
2587000,SAARCAR COAL INC,RC,Permit Released,,1,M891744703KY,,INS CO OF NORTH AMERICA,0,29000,0
2605027,NATIONAL MINES CORPORATION,RC,Permit Released,,1,5670216,,AMERICAN CASUALTY COMPANY,0,8000,0
2665011,SHAMROCK COAL COMPANY INCORPORATED,RC,Permit Released,,1,80804536,,FEDERAL INSURANCE COMPANY,0,9000,0
2665011,SHAMROCK COAL COMPANY INCORPORATED,RC,Permit Released,,1,3448132,,FIREMENS FUND INS CO,0,9000,0
2665042,SHAMROCK COAL COMPANY INCORPORATED,RC,Permit Released,,1,80804545,,FEDERAL INSURANCE COMPANY,0,114000,0
2665042,SHAMROCK COAL COMPANY INCORPORATED,RC,Permit Released,,1,3448128,,FIREMENS FUND INS CO,0,114000,0
2800216,MARTIN COUNTY COAL CORPORATION,RC,Permit Released,,1,832707,,TRAVELERS CASUALTY & SURETY CO,0,62500,0
2800216,MARTIN COUNTY COAL CORPORATION,RC,Permit Released,,1,832720,,TRAVELERS CASUALTY & SURETY CO,0,62500,0
2800216,MARTIN COUNTY COAL CORPORATION,RC,Permit Released,,1,SU28744,,UTICA MUTUAL INS CO,0,108340,0
2970442,KENTUCKY PRINCE COAL CORP,RC,Permit Released,,1,GP480933,,AMERICAN DRUGGIST LIQUADATOR,0,87780,0
2970442,KENTUCKY PRINCE COAL CORP,RC,Permit Released,,1,BND3123,,BUCKEYE UNION INS,0,90000,0
2970442,KENTUCKY PRINCE COAL CORP,RC,Permit Released,,1,SI1344,,OLD REPUBLIC INS CO,0,15000,0
2985095,MCCOY ELKHORN COAL CORPORATION,RC,Permit Released,,1,559E9367,,TRAVELERS INDEMNITY CO,0,5000,0
2985096,MCCOY ELKHORN COAL CORPORATION,RC,Permit Released,,1,559E9379,,TRAVELERS INDEMNITY CO,0,5000,0
2985098,JOHNS CREEK ELKHORN COAL CORP,RC,Permit Released,,1,2246,,FIRST NATIONAL BANK BELCHER,0,5000,0
2985098,JOHNS CREEK ELKHORN COAL CORP,RC,Permit Released,,1,599E9656,,TRAVELERS INDEMNITY CO,0,5000,0
2985291,CRESCENT INDUSTRIES INC,RC,Permit Released,,1,2967135,,SAFECO INSURANCE CO OF AMERICA,0,132000,0
2987015,CANEY BRANCH COAL CO,RC,Permit Released,,1,5998013,,FIDELITY & DEPOSIT COMPANY,0,10000,0
4585016,SAARCAR COAL INC,RC,Permit Released,,1,K00961310213KY,,INS CO OF NORTH AMERICA,0,59100,0
4670091,BISMARCK COAL INC,RC,Permit Released,,1,80990249,,FEDERAL INSURANCE COMPANY,0,271000,0
4670091,BISMARCK COAL INC,RC,Permit Released,,1,80990281,,FEDERAL INSURANCE COMPANY,0,14300,0
4670150,BISMARCK COAL INC,RC,Permit Released,,1,80990257,,FEDERAL INSURANCE COMPANY,0,76800,0
4670150,BISMARCK COAL INC,RC,Permit Released,,2,395467015002,,LYNDON PROPERTY INSURANCE CO,0,47700,0
4670150,BISMARCK COAL INC,RC,Permit Released,,1,20524395,,PNC BANK OF LOUISVILLE,0,13300,0
4670150,BISMARCK COAL INC,RC,Permit Released,,1,208833750,,PNC BANK OF LOUISVILLE,0,1100,0
4670150,BISMARCK COAL INC,RC,Permit Released,,2,5220589098,,PNC BANK OF LOUISVILLE,0,47700,0
4670150,BISMARCK COAL INC,RC,Permit Released,,2,7198220,,PNC BANK OF LOUISVILLE,0,103500,0
4978005,RAY COAL CO,RC,Permit Released,,1,125856,,AMERICAN HOME ASSURANCE CO,0,146600,0
4978005,RAY COAL CO,RC,Permit Released,,1,81051436,,FEDERAL INSURANCE COMPANY,0,145400,0
4985059,KENERCO CORPORATION,SF,,,1,B157092,,UNION INDEMNITY INS LIQUADATOR,0,15100,0
6805002,WOLF CREEK COLLIERIES COMPANY,RC,Permit Released,,1,SU36803,,UTICA MUTUAL INS CO,0,17900,0
6985095,MCCOY ELKHORN COAL CORPORATION,RC,Permit Released,,1,61S100201616,,TRAVELERS CASUALTY SURETY CO,0,10000,0
6985095,MCCOY ELKHORN COAL CORPORATION,RC,Permit Released,,1,029850F1007,,TRAVELERS INDEMNITY CO,0,10000,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,6,150016556,,COMMERCIAL BANK MIDDLESBORO,0,18800,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,6,726,,COMMERCIAL BANK MIDDLESBORO,0,115100,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,11,1500016553,,COMMERCIAL BANK MIDDLESBORO,0,8600,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,11,727,,COMMERCIAL BANK MIDDLESBORO,0,60900,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,16,2031184,,FIRST STATE BANK MIDDLESBORO,0,1700,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,0,01I-001193,,INDEMNITY NATIONAL INSURANCE COMPANY,0,50000,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,0,01I-001194,,INDEMNITY NATIONAL INSURANCE COMPANY,0,50000,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,0,01I-001195,,INDEMNITY NATIONAL INSURANCE COMPANY,0,50000,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,0,01I-001196,,INDEMNITY NATIONAL INSURANCE COMPANY,0,50000,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,0,01I-001197,,INDEMNITY NATIONAL INSURANCE COMPANY,0,50000,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,0,01I-011284,,INDEMNITY NATIONAL INSURANCE COMPANY,0,50000,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,0,4412236,,INDEMNITY NATIONAL INSURANCE COMPANY,0,50000,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,1,01I-001017,,INDEMNITY NATIONAL INSURANCE COMPANY,0.07,151000,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,1,01I-001018,,INDEMNITY NATIONAL INSURANCE COMPANY,0,23200,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,1,01I-001019,,INDEMNITY NATIONAL INSURANCE COMPANY,0,5000,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,2,01I-001201,,INDEMNITY NATIONAL INSURANCE COMPANY,0,9500,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,2,01I-001202,,INDEMNITY NATIONAL INSURANCE COMPANY,0,320700,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,2,4412244,,INDEMNITY NATIONAL INSURANCE COMPANY,0,320700,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,2,4412245,,INDEMNITY NATIONAL INSURANCE COMPANY,0,9500,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,3,01I-001203,,INDEMNITY NATIONAL INSURANCE COMPANY,0,1200,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,3,01I-001204,,INDEMNITY NATIONAL INSURANCE COMPANY,0,459800,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,3,01I-001702,,INDEMNITY NATIONAL INSURANCE COMPANY,0,327400,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,3,4412246,,INDEMNITY NATIONAL INSURANCE COMPANY,0,1200,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,3,4412247,,INDEMNITY NATIONAL INSURANCE COMPANY,0,459800,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,4,01I-001205,,INDEMNITY NATIONAL INSURANCE COMPANY,0,768200,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,4,01I-001701,,INDEMNITY NATIONAL INSURANCE COMPANY,0,517800,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,4,4412248,,INDEMNITY NATIONAL INSURANCE COMPANY,0,768200,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,5,01I-001206,,INDEMNITY NATIONAL INSURANCE COMPANY,0,751900,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,5,4412249,,INDEMNITY NATIONAL INSURANCE COMPANY,0,751900,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,8,01I-001698,,INDEMNITY NATIONAL INSURANCE COMPANY,0,247100,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,12,01I-001699,,INDEMNITY NATIONAL INSURANCE COMPANY,0,87200,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,13,01I-001700,,INDEMNITY NATIONAL INSURANCE COMPANY,0,48100,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,15,01I-001989,,INDEMNITY NATIONAL INSURANCE COMPANY,0,52200,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,16,01I-001850,,INDEMNITY NATIONAL INSURANCE COMPANY,0,91500,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,17,01I-001703,,INDEMNITY NATIONAL INSURANCE COMPANY,0,78100,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,0,1065272,,LEXON INSURANCE COMPANY,0,50000,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,0,1065273,,LEXON INSURANCE COMPANY,0,50000,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,0,1065274,,LEXON INSURANCE COMPANY,0,50000,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,0,1065275,,LEXON INSURANCE COMPANY,0,50000,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,0,1065276,,LEXON INSURANCE COMPANY,0,50000,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,1,1065278,,LEXON INSURANCE COMPANY,0,179200,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,2,1065279,,LEXON INSURANCE COMPANY,0,330200,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,3,1065280,,LEXON INSURANCE COMPANY,0,131000,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,4,1065281,,LEXON INSURANCE COMPANY,0,207200,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,5,1065282,,LEXON INSURANCE COMPANY,0,751900,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,8,1065283,,LEXON INSURANCE COMPANY,0,247100,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,12,1065284,,LEXON INSURANCE COMPANY,0,35900,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,15,1065285,,LEXON INSURANCE COMPANY,0,20900,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,16,1065286,,LEXON INSURANCE COMPANY,0,91500,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,17,1065287,,LEXON INSURANCE COMPANY,0,31300,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,18,1065268,,LEXON INSURANCE COMPANY,0,469900,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,0,4412237,,QUANTA IDEMNITY COMPANY,0,50000,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,0,4412238,,QUANTA IDEMNITY COMPANY,0,50000,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,0,4412239,,QUANTA IDEMNITY COMPANY,0,50000,0
8070331,DEBRA LYNN COALS INC,RC,Permit Released,,0,4412240,,QUANTA IDEMNITY COMPANY,0,50000,0
8070345,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,1,01I-001031,,INDEMNITY NATIONAL INSURANCE COMPANY,0,598000,0
8070345,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,1,01I-003697,,INDEMNITY NATIONAL INSURANCE COMPANY,0,26400,0
8070345,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,2,01I-003698,,INDEMNITY NATIONAL INSURANCE COMPANY,11.08,81700,18700
8070345,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,3,01I-003699,,INDEMNITY NATIONAL INSURANCE COMPANY,0,198500,0
8070345,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,4,01I-003700,,INDEMNITY NATIONAL INSURANCE COMPANY,19.79,79100,31200
8070347,NALLY & HAMILTON ENTERPRISES INC,A1,Active Operations,,1,963058,,CASH BONDS ONLY,1,5000,5000
8070347,NALLY & HAMILTON ENTERPRISES INC,A1,Active Operations,,1,01I-001027,,INDEMNITY NATIONAL INSURANCE COMPANY,166.7,265600,976400
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,2,SUR0046137,,ARGONAUT INSURANCE COMPANY,0,18800,0
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,6,SUR0046144,,ARGONAUT INSURANCE COMPANY,0,52900,0
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,7,SUR0046143,,ARGONAUT INSURANCE COMPANY,0,45100,0
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,8,SUR0046142,,ARGONAUT INSURANCE COMPANY,0,33000,0
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,11,SUR0046141,,ARGONAUT INSURANCE COMPANY,0,40700,0
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,0,SU0117411,,ASPEN AMERICAN INSURANCE CO.,0,50000,0
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,0,SU0117511,,ASPEN AMERICAN INSURANCE CO.,0,50000,0
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,2,SU0116811,,ASPEN AMERICAN INSURANCE CO.,0,47000,0
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,6,SU0116911,,ASPEN AMERICAN INSURANCE CO.,0,357700,0
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,7,SU0117011,,ASPEN AMERICAN INSURANCE CO.,0,112700,0
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,8,SU0117111,,ASPEN AMERICAN INSURANCE CO.,0,102500,0
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,11,SU0117211,,ASPEN AMERICAN INSURANCE CO.,0,165400,0
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,10,1319581,,CASH BONDS ONLY,0,5000,0
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,11,CH#1081889,,CASH BONDS ONLY,0,5000,0
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,12,01I-003663,,INDEMNITY NATIONAL INSURANCE COMPANY,0,6900,0
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,0,64S105677885BCM,,TRAVELERS CASUALTY & SURETY CO AMERICA,0,50000,0
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,1,64S105470782BCM,,TRAVELERS CASUALTY & SURETY CO AMERICA,15.44,35400,24500
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,2,107148211,,TRAVELERS CASUALTY & SURETY CO AMERICA,0,6148,0
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,4,64S105470781BCM,,TRAVELERS CASUALTY & SURETY CO AMERICA,18.63,67800,11400
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,5,64S105470780BCM,,TRAVELERS CASUALTY & SURETY CO AMERICA,0,74500,0
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,6,107148212,,TRAVELERS CASUALTY & SURETY CO AMERICA,23.26,14555,14555
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,7,107148213,,TRAVELERS CASUALTY & SURETY CO AMERICA,26.82,40795,17000
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,8,107148214,,TRAVELERS CASUALTY & SURETY CO AMERICA,4.19,33000,16300
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,9,64S105470779BCM,,TRAVELERS CASUALTY & SURETY CO AMERICA,25.47,151700,22800
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,10,106463128,,TRAVELERS CASUALTY & SURETY CO AMERICA,45.96,250300,40000
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,11,107148215,,TRAVELERS CASUALTY & SURETY CO AMERICA,29.11,40700,28200
8070372,NALLY & HAMILTON ENTERPRISES INC,P1,Phase I Bond Release,,10,1000828497,,U S SPECIALTY INSURANCE CO,0,250300,0
8070435,MIDDLESBORO MINING OPERATIONS INC,RC,Permit Released,,0,1098552,,LEXON INSURANCE COMPANY,0,100000,0
8070435,MIDDLESBORO MINING OPERATIONS INC,RC,Permit Released,,0,1098414,,LEXON INSURANCE COMPANY,,620600,0
8070435,MIDDLESBORO MINING OPERATIONS INC,RC,Permit Released,,1,1098389,,LEXON INSURANCE COMPANY,0,37100,0
8070435,MIDDLESBORO MINING OPERATIONS INC,RC,Permit Released,,2,1098390,,LEXON INSURANCE COMPANY,0,10200,0
8070435,MIDDLESBORO MINING OPERATIONS INC,RC,Permit Released,,3,1098391,,LEXON INSURANCE COMPANY,0,71400,0
8070435,MIDDLESBORO MINING OPERATIONS INC,RC,Permit Released,,4,1098392,,LEXON INSURANCE COMPANY,0,26100,0
8070435,MIDDLESBORO MINING OPERATIONS INC,RC,Permit Released,,5,1098393,,LEXON INSURANCE COMPANY,0,16300,0
8070435,MIDDLESBORO MINING OPERATIONS INC,RC,Permit Released,,6,1098394,,LEXON INSURANCE COMPANY,0,67100,0
8070435,MIDDLESBORO MINING OPERATIONS INC,RC,Permit Released,,7,1098395,,LEXON INSURANCE COMPANY,0,43500,0
8070435,MIDDLESBORO MINING OPERATIONS INC,RC,Permit Released,,8,1098396,,LEXON INSURANCE COMPANY,0,37400,0
8070435,MIDDLESBORO MINING OPERATIONS INC,RC,Permit Released,,9,1098397,,LEXON INSURANCE COMPANY,0,72500,0
8070435,MIDDLESBORO MINING OPERATIONS INC,RC,Permit Released,,10,1098398,,LEXON INSURANCE COMPANY,0,33500,0
8070435,MIDDLESBORO MINING OPERATIONS INC,RC,Permit Released,,11,1098399,,LEXON INSURANCE COMPANY,0,11800,0
8070435,MIDDLESBORO MINING OPERATIONS INC,RC,Permit Released,,12,1098400,,LEXON INSURANCE COMPANY,0,1700,0
8070435,MIDDLESBORO MINING OPERATIONS INC,RC,Permit Released,,13,1098401,,LEXON INSURANCE COMPANY,0,200,0
8070435,MIDDLESBORO MINING OPERATIONS INC,RC,Permit Released,,14,1098402,,LEXON INSURANCE COMPANY,0,12900,0
8070435,MIDDLESBORO MINING OPERATIONS INC,RC,Permit Released,,15,1098403,,LEXON INSURANCE COMPANY,0,1700,0
8070435,MIDDLESBORO MINING OPERATIONS INC,RC,Permit Released,,16,1098404,,LEXON INSURANCE COMPANY,0,41500,0
8070435,MIDDLESBORO MINING OPERATIONS INC,RC,Permit Released,,17,1098405,,LEXON INSURANCE COMPANY,0,600,0
8070435,MIDDLESBORO MINING OPERATIONS INC,RC,Permit Released,,18,1098406,,LEXON INSURANCE COMPANY,0,3500,0
8070435,MIDDLESBORO MINING OPERATIONS INC,RC,Permit Released,,19,1098557,,LEXON INSURANCE COMPANY,0,52100,0
8070435,MIDDLESBORO MINING OPERATIONS INC,RC,Permit Released,,20,1098412,,LEXON INSURANCE COMPANY,0,4700,0
8070435,MIDDLESBORO MINING OPERATIONS INC,RC,Permit Released,,21,1098413,,LEXON INSURANCE COMPANY,0,2200,0
8075186,STRAIGHT CREEK COAL RESOURCES COMPANY,RC,Permit Released,,1,134663,,FRONTIER INSURANCE COMPANY,0,10000,0
8077024,COVOL FUELS NO 3 LLC,A1,Active Operations,,1,25100212,,CASH BONDS ONLY,0,21500,21500
8077024,COVOL FUELS NO 3 LLC,A1,Active Operations,,1,2638696,,CASH BONDS ONLY,53.59,22800,22800
8077024,COVOL FUELS NO 3 LLC,A1,Active Operations,,1,275334,,CASH BONDS ONLY,0.75,5000,5000
8077024,COVOL FUELS NO 3 LLC,A1,Active Operations,,1,9205802887,,CASH BONDS ONLY,0,32700,32700
8077024,COVOL FUELS NO 3 LLC,A1,Active Operations,,2,25100209,,CASH BONDS ONLY,0,1200,0
8077024,COVOL FUELS NO 3 LLC,A1,Active Operations,,2,263897,,CASH BONDS ONLY,0,18500,0
8077024,COVOL FUELS NO 3 LLC,A1,Active Operations,,2,9205802888,,CASH BONDS ONLY,0,30300,0
8077024,COVOL FUELS NO 3 LLC,A1,Active Operations,,3,25100210,,CASH BONDS ONLY,0,4100,0
8077024,COVOL FUELS NO 3 LLC,A1,Active Operations,,3,9205802889,,CASH BONDS ONLY,0,45900,0
8077024,COVOL FUELS NO 3 LLC,A1,Active Operations,,4,9205802890,,CASH BONDS ONLY,0,4700,0
8077024,COVOL FUELS NO 3 LLC,A1,Active Operations,,5,9205802891,,CASH BONDS ONLY,0,12300,0
8077024,COVOL FUELS NO 3 LLC,A1,Active Operations,,6,9205802892,,CASH BONDS ONLY,0,8900,0
8077024,COVOL FUELS NO 3 LLC,A1,Active Operations,,8,9205802893,,CASH BONDS ONLY,0,4900,0
8077024,COVOL FUELS NO 3 LLC,A1,Active Operations,,9,9205802894,,CASH BONDS ONLY,0,10500,0
8078056,NALLY & HAMILTON ENTERPRISES INC,A1,Active Operations,,1,338764788,,CASH BONDS ONLY,0,2500,0
8078056,NALLY & HAMILTON ENTERPRISES INC,A1,Active Operations,,0,01I-001725,,INDEMNITY NATIONAL INSURANCE COMPANY,0,50000,0
8078056,NALLY & HAMILTON ENTERPRISES INC,A1,Active Operations,,0,01I-001726,,INDEMNITY NATIONAL INSURANCE COMPANY,0,50000,0
8078056,NALLY & HAMILTON ENTERPRISES INC,A1,Active Operations,,0,01I-001727,,INDEMNITY NATIONAL INSURANCE COMPANY,0,50000,0
8078056,NALLY & HAMILTON ENTERPRISES INC,A1,Active Operations,,1,01I-001185,,INDEMNITY NATIONAL INSURANCE COMPANY,0,175200,0
8078056,NALLY & HAMILTON ENTERPRISES INC,A1,Active Operations,,1,4412637,,QUANTA IDEMNITY COMPANY,0,175200,0
8078056,NALLY & HAMILTON ENTERPRISES INC,A1,Active Operations,,1,106463124,,TRAVELERS CASUALTY SURETY CO,121.32,903000,923200
8078056,NALLY & HAMILTON ENTERPRISES INC,A1,Active Operations,,2,106463123,,TRAVELERS CASUALTY SURETY CO,0,71200,0
8078056,NALLY & HAMILTON ENTERPRISES INC,A1,Active Operations,,3,106463122,,TRAVELERS CASUALTY SURETY CO,67.27,59400,91105
8078056,NALLY & HAMILTON ENTERPRISES INC,A1,Active Operations,,1,1000828422,,U S SPECIALTY INSURANCE CO,0,351000,0
8078056,NALLY & HAMILTON ENTERPRISES INC,A1,Active Operations,,2,1000828421,,U S SPECIALTY INSURANCE CO,0,285000,0
8078056,NALLY & HAMILTON ENTERPRISES INC,A1,Active Operations,,3,1000828420,,U S SPECIALTY INSURANCE CO,0,211900,0
8078066,COVOL FUELS NO 3 LLC,A1,Active Operations,,1,25108336,,CASH BONDS ONLY,0,505200,505200
8078066,COVOL FUELS NO 3 LLC,A1,Active Operations,,1,270212,,CASH BONDS ONLY,162.81,30000,30000
8078066,COVOL FUELS NO 3 LLC,A1,Active Operations,,1,270225,,CASH BONDS ONLY,0,30000,30000
8078066,COVOL FUELS NO 3 LLC,A1,Active Operations,,1,270248,,CASH BONDS ONLY,0,30000,30000
8078066,COVOL FUELS NO 3 LLC,A1,Active Operations,,1,270266,,CASH BONDS ONLY,0,30000,30000
8078066,COVOL FUELS NO 3 LLC,A1,Active Operations,,1,270292,,CASH BONDS ONLY,0,30000,30000
8078066,COVOL FUELS NO 3 LLC,A1,Active Operations,,1,271337,,CASH BONDS ONLY,0,30000,30000
8078066,COVOL FUELS NO 3 LLC,A1,Active Operations,,1,271349,,CASH BONDS ONLY,0,30000,30000
8078066,COVOL FUELS NO 3 LLC,A1,Active Operations,,1,271366,,CASH BONDS ONLY,0,30000,30000
8078066,COVOL FUELS NO 3 LLC,A1,Active Operations,,1,271393,,CASH BONDS ONLY,0,30000,30000
8078066,COVOL FUELS NO 3 LLC,A1,Active Operations,,1,271912,,CASH BONDS ONLY,0,30000,30000
8078066,COVOL FUELS NO 3 LLC,A1,Active Operations,,1,271929,,CASH BONDS ONLY,0,30000,30000
8078066,COVOL FUELS NO 3 LLC,A1,Active Operations,,1,271940,,CASH BONDS ONLY,0,30000,30000
8078066,COVOL FUELS NO 3 LLC,A1,Active Operations,,1,271958,,CASH BONDS ONLY,0,30000,30000
8078066,COVOL FUELS NO 3 LLC,A1,Active Operations,,1,271980,,CASH BONDS ONLY,0,30000,30000
8078066,COVOL FUELS NO 3 LLC,A1,Active Operations,,1,271997,,CASH BONDS ONLY,0,30000,30000
8078066,COVOL FUELS NO 3 LLC,A1,Active Operations,,1,272521,,CASH BONDS ONLY,0,30000,30000
8078066,COVOL FUELS NO 3 LLC,A1,Active Operations,,1,272551,,CASH BONDS ONLY,0,30000,30000
8078066,COVOL FUELS NO 3 LLC,A1,Active Operations,,1,272572,,CASH BONDS ONLY,0,30000,30000
8078066,COVOL FUELS NO 3 LLC,A1,Active Operations,,1,273834,,CASH BONDS ONLY,0,22800,22800
8078066,COVOL FUELS NO 3 LLC,A1,Active Operations,,1,9205802896,,CASH BONDS ONLY,0,505200,0
8078066,COVOL FUELS NO 3 LLC,A1,Active Operations,,2,25108336,,CASH BONDS ONLY,0,10900,0
8078066,COVOL FUELS NO 3 LLC,A1,Active Operations,,2,9205802897,,CASH BONDS ONLY,0,10900,0
8078072,MIDDLESBORO MINING OPERATIONS INC,RC,Permit Released,,1,1098846,,LEXON INSURANCE COMPANY,0,29400,0
8078086,"BLACKJEWEL, L.L.C., BEING RECLAIMED BY INDEMNITY NATIONAL IN",SR,Surety Reclamation,,1,N-7001742,,INDEMNITY NATIONAL INSURANCE COMPANY,18,335000,335000
8078094,KAMCO LLC,SP,Suspended,,0,N-102020-807-8094-LTT,,INDEMNITY NATIONAL INSURANCE COMPANY,,1075200,1075200
8078094,KAMCO LLC,SP,Suspended,,1,N-102020-807-8094-1,,INDEMNITY NATIONAL INSURANCE COMPANY,257.05,1569200,1569200
8078097,KAMCO LLC,SP,Suspended,,1,N-102020-807-8097,,INDEMNITY NATIONAL INSURANCE COMPANY,7,75000,75000
8078099,"TRIPLE H FUELS, INC.",A1,Active Operations,,0,N-092023-807-8099-LTT,,INDEMNITY NATIONAL INSURANCE COMPANY,0,1075200,1075200
8078099,"TRIPLE H FUELS, INC.",A1,Active Operations,,1,N-092023-807-8099,,INDEMNITY NATIONAL INSURANCE COMPANY,257.05,1704300,1704300
8130010,OBIE MOORE,RC,Permit Released,,1,4696,,CITIZENS BANK JACKSON,0,2000,0
8130160,DIAMOND MAY COAL COMPANY,RC,Permit Released,,1,400JC1695,,ST PAUL FIRE & MARINE INS,0,363200,0
