Permit_ID,Permittee,Type,Issue_Date,Facility_Name,Current_Status,Bond_Status
U070500,RAWL SALES & PROCESSING CO.,Coal Underground,12/14/1987,,Completely Released,Released
U501287,RAWL SALES & PROCESSING CO.,Coal Underground,06/04/1987,,Completely Released,Released
U502695,RAWL SALES & PROCESSING CO.,Coal Underground,05/28/1996,STOCKTON NO. 3 & 3A DEEP MINE,Completely Released,Released
U502790,RAWL SALES & PROCESSING CO.,Coal Underground,06/07/1991,,Completely Released,Released
U502795,RAWL SALES & PROCESSING CO.,Coal Underground,05/28/1996,STOCKTON NO. 3 & 3A DEEP MINE,Completely Released,Released
U503486,RAWL SALES & PROCESSING CO.,Coal Underground,06/13/1986,,Completely Released,Released
U504791,RAWL SALES & PROCESSING CO.,Coal Underground,09/23/1993,,Completely Released,Released
U504891,RAWL SALES & PROCESSING CO.,Coal Underground,09/23/1993,#2A,Completely Released,Released
U505086,RAWL SALES & PROCESSING CO.,Coal Underground,05/19/1986,,Completely Released,Released
U505892,RAWL SALES & PROCESSING CO.,Coal Underground,08/15/1994,STABLE BRANCH NO. 1,Completely Released,Released
P503793,"RED OAK, INC.",Prospect,09/29/1993,,Completely Released,Released
U020583,"REFLECTANCE ENERGY, LLC",Coal Underground,11/10/1983,,Completely Released,Released
U509286,"RENATA MINING, INC.",Coal Underground,10/22/1986,,Completely Released,Released
P506091,"RIVER RIDGE COALS, INC",Prospect,12/31/1991,,Completely Released,Released
P506191,"RIVER RIDGE COALS, INC",Prospect,12/31/1991,,Completely Released,Released
U029500,"ROCKY MOUNTAIN COAL COMPANY, INC.",Coal Underground,06/06/1978,,Completely Released,Released
P500489,SALEM DEVELOPMENT COMPANY,Prospect,03/07/1989,,Completely Released,Released
D005681,SAMARA COAL CORPORATION,Coal Underground,12/23/1981,,Completely Released,Released
U049900,SAMARA COAL CORPORATION,Coal Underground,12/12/1979,,Completely Released,Released
P502694,"SHINING LIGHT COAL PROPERTIES, INCORPORATED",Prospect,09/20/1994,,Completely Released,Released
P400700,SOLOMONS MINING COMPANY,Prospect,09/26/2000,Spring Fork Mine No. 1,Completely Released,Released
S503993,"SOUTHEASTERN LAND, LLC",Coal Surface Mine,04/14/1997,MT-13,Completely Released,Released
U500813,"SOUTHEASTERN LAND, LLC",Coal Underground,10/26/2015,Spruce Creek #4 Mine,Completely Released,Released
U501201,"SOUTHEASTERN LAND, LLC",Coal Underground,09/06/2002,WEST NEELY BRANCH DEEP MINE,Completely Released,Released
U502996,"SOUTHEASTERN LAND, LLC",Coal Underground,03/06/1997,ANTLEY BR. DEEP MINE,Completely Released,Released
D055900,SOUTHERN MINGO COAL COMPANY,Coal Underground,11/30/1980,,Completely Released,Released
P503006,"SOUTHERN WEST VIRGINIA RESOURCES, LLC",Prospect,07/13/2006,DINGESS TUNNEL PROSPECT NO. 1,Completely Released,Released
P505308,"SOUTHERN WEST VIRGINIA RESOURCES, LLC",Prospect,08/14/2008,SPRUCE CREEK NO. 2,Completely Released,Released
P506607,"SOUTHERN WEST VIRGINIA RESOURCES, LLC",Prospect,01/10/2008,JACOB MINING NO. 1,Completely Released,Released
P506708,"SOUTHERN WEST VIRGINIA RESOURCES, LLC",Prospect,10/24/2008,SPRUCE CREEK NO. 2,Completely Released,Released
U511586,"SOUTHERN WEST VIRGINIA RESOURCES, LLC",Coal Underground,03/13/1987,,Completely Released,Released
O501387,SPARTAN MINING COMPANY,Other - Haulroad Only,06/04/1987,,Completely Released,Released
P500102,SPARTAN MINING COMPANY,Prospect,01/22/2002,NO. 2 GAS PROSPECT,Completely Released,Released
P500202,SPARTAN MINING COMPANY,Prospect,02/19/2002,MILLSTONE BRANCH PROSPECT II,Completely Released,Released
P500802,SPARTAN MINING COMPANY,Prospect,03/06/2002,DIAMOND ENERGY PROSPECT VI,Completely Released,Released
P500902,SPARTAN MINING COMPANY,Prospect,03/06/2002,LEFT FORK OF RIFFE BRANCH,Completely Released,Released
P503300,SPARTAN MINING COMPANY,Prospect,09/06/2000,DUNCAN FORK PROSPECT,Completely Released,Released
P503401,SPARTAN MINING COMPANY,Prospect,08/16/2001,RIGHT FORK,Completely Released,Released
P503500,SPARTAN MINING COMPANY,Prospect,10/17/2000,RIFFE BRANCH,Completely Released,Released
P503701,SPARTAN MINING COMPANY,Prospect,08/28/2001,Spring Branch,Completely Released,Released
P504401,SPARTAN MINING COMPANY,Prospect,09/26/2001,LEFT FORK PROSPECT,Completely Released,Released
P505001,SPARTAN MINING COMPANY,Prospect,10/25/2001,ROCKHOUSE BRANCH,Completely Released,Released
P505101,SPARTAN MINING COMPANY,Prospect,10/25/2001,MILLSTONE BRANCH,Completely Released,Released
U503998,SPARTAN MINING COMPANY,Coal Underground,04/13/2000,ALMA MINE NO 1,Completely Released,Released
U507192,SPARTAN MINING COMPANY,Coal Underground,01/19/1994,MARY TAYLOR MT. MINE NO. 2,Completely Released,Released
D003782,STIRRAT COAL COMPANY,Coal Underground,02/12/1982,,Completely Released,Released
D001381,SUPERIOR POCAHONTAS COAL COMPANY,Coal Underground,09/16/1981,,Completely Released,Released
D003981,"SYCAMORE FUELS, INC.",Coal Underground,11/16/1981,,Completely Released,Released
P505192,"SYCAMORE FUELS, INC.",Prospect,10/20/1992,,Completely Released,Released
U003083,"SYCAMORE FUELS, INC.",Coal Underground,02/10/1983,,Completely Released,Released
D002682,SYLVIA BRANCH COAL CORP.,Coal Underground,02/12/1982,,Completely Released,Released
O003182,TRACE CREEK COAL COMPANY,Other - Loadout Only,07/02/1982,,Completely Released,Released
S008880,TRACE CREEK COAL COMPANY,Coal Surface Mine,09/15/1980,,Completely Released,Released
S501395,TRACE CREEK COAL COMPANY,Coal Surface Mine,02/20/1996,MINE #3,Completely Released,Released
S502094,TRACE CREEK COAL COMPANY,Coal Surface Mine,06/19/1995,MINE #3 DOROTHY CONTOUR EXT.,Completely Released,Released
S504589,TRACE CREEK COAL COMPANY,Coal Surface Mine,10/19/1989,,Completely Released,Released
U506088,TRACE CREEK COAL COMPANY,Coal Underground,01/30/1989,,Completely Released,Released
U506188,TRACE CREEK COAL COMPANY,Coal Underground,01/30/1989,,Completely Released,Released
P502799,"TRI-COUNTY MINING, INC.",Prospect,06/28/1999,COALBURG NO. 1,Completely Released,Released
P500993,TRIAD MINING COMPANY,Prospect,03/24/1993,,Completely Released,Released
P501192,TRIAD MINING COMPANY,Prospect,04/29/1992,,Completely Released,Released
P504087,TRIAD MINING COMPANY,Prospect,12/21/1987,,Completely Released,Released
R048300,TUG VALLEY COAL PROCESSING COMPANY,Other,07/13/1982,,Completely Released,Released
P504187,"TUG VALLEY LAND COMPANY, INC.",Prospect,12/21/1987,,Completely Released,Released
P501590,TWIN BRANCH COAL COMPANY,Prospect,03/21/1990,,Completely Released,Released
P505490,TWIN BRANCH COAL COMPANY,Prospect,09/26/1990,,Completely Released,Released
U017383,TWIN BRANCH COAL COMPANY,Coal Underground,09/15/1983,,Completely Released,Released
U500889,TWIN BRANCH COAL COMPANY,Coal Underground,05/05/1989,,Completely Released,Released
U505988,TWIN BRANCH COAL COMPANY,Coal Underground,01/30/1989,,Completely Released,Released
P502186,TWIN RIVER COAL COMPANY,Prospect,08/25/1986,,Completely Released,Released
I005300,UNITED STATES STEEL CORPORATION,Coal Surface Mine,06/01/1973,,Completely Released,Released
I006100,UNITED STATES STEEL CORPORATION,Coal Surface Mine,04/17/1974,,Completely Released,Released
S002180,USX CORPORATION,Coal Surface Mine,03/10/1980,,Completely Released,Released
D033800,WESTERN MINGO COAL COMPANY,Coal Underground,02/03/1978,,Completely Released,Released
O503191,WESTERN MINGO COAL COMPANY,Other,05/19/1992,,Completely Released,Released
P500591,WESTERN MINGO COAL COMPANY,Prospect,01/25/1991,,Completely Released,Released
P501093,WESTERN MINGO COAL COMPANY,Prospect,03/24/1993,,Completely Released,Released
P501194,WESTERN MINGO COAL COMPANY,Prospect,10/25/1994,,Completely Released,Released
P501289,WESTERN MINGO COAL COMPANY,Prospect,05/08/1989,,Completely Released,Released
P502292,WESTERN MINGO COAL COMPANY,Prospect,06/25/1992,,Completely Released,Released
P504091,WESTERN MINGO COAL COMPANY,Prospect,08/26/1991,,Completely Released,Released
P504190,WESTERN MINGO COAL COMPANY,Prospect,07/17/1990,,Completely Released,Released
P504195,WESTERN MINGO COAL COMPANY,Prospect,11/01/1995,,Completely Released,Released
P505092,WESTERN MINGO COAL COMPANY,Prospect,10/08/1992,,Completely Released,Released
P500597,"WHITE FLAME ENERGY, INC.",Prospect,02/06/1997,,Completely Released,Released
P500992,"WHITE FLAME ENERGY, INC.",Prospect,03/27/1992,,Completely Released,Released
P501510,"WHITE FLAME ENERGY, INC.",Prospect,09/28/2010,Millstone Br. Prospect No. 1,Completely Released,Released
P503596,"WHITE FLAME ENERGY, INC.",Prospect,08/08/1996,,Completely Released,Released
P504395,"WHITE FLAME ENERGY, INC.",Prospect,01/09/1996,,Completely Released,Released
P504400,"WHITE FLAME ENERGY, INC.",Prospect,12/15/2000,DELBARTON WEST PROJECT,Completely Released,Released
P505204,"WHITE FLAME ENERGY, INC.",Prospect,11/08/2004,DELBARTON WEST,Completely Released,Released
S500690,"WHITE FLAME ENERGY, INC.",Coal Surface Mine,08/22/1990,,Completely Released,Released
S500988,"WHITE FLAME ENERGY, INC.",Coal Surface Mine,06/07/1988,,Completely Released,Released
S501288,"WHITE FLAME ENERGY, INC.",Coal Surface Mine,09/19/1988,,Completely Released,Released
S503193,"WHITE FLAME ENERGY, INC.",Coal Surface Mine,12/29/1994,SURFACE MINE #8 DOUBLE CAMP FK,Completely Released,Released
S503891,"WHITE FLAME ENERGY, INC.",Coal Surface Mine,06/05/1992,,Completely Released,Released
S507792,"WHITE FLAME ENERGY, INC.",Coal Surface Mine,03/01/1994,WHITE FLAME NO. 4,Completely Released,Released
P300104,"ALEX ENERGY, INC.",Prospect,03/24/2004,Payne-Gallatin,Completely Released,Released
P300204,"ALEX ENERGY, INC.",Prospect,03/24/2004,Federal Coal Area,Completely Released,Released
P300304,"ALEX ENERGY, INC.",Prospect,03/24/2004,Enoch Branch Prospect,Completely Released,Released
P301305,"ALEX ENERGY, INC.",Prospect,06/03/2005,Hatchet Prospect,Completely Released,Released
P301502,"ALEX ENERGY, INC.",Prospect,08/02/2002,Lonestar Prospect,Completely Released,Released
P301702,"ALEX ENERGY, INC.",Prospect,08/27/2002,Right Fork Prospect,Completely Released,Released
P302201,"ALEX ENERGY, INC.",Prospect,08/27/2001,Jones Branch,Completely Released,Released
P302701,"ALEX ENERGY, INC.",Prospect,10/18/2001,Right Fork of Line Creek,Completely Released,Released
P303006,"ALEX ENERGY, INC.",Prospect,05/22/2006,West Federal Prospect,Completely Released,Released
P303209,"ALEX ENERGY, INC.",Prospect,10/13/2009,Dingess Rum Prospect,Completely Released,Released
P303706,"ALEX ENERGY, INC.",Prospect,06/15/2006,West Federal II Prospect,Completely Released,Released
P303905,"ALEX ENERGY, INC.",Prospect,11/29/2005,Lonestar Prospect No. 2,Completely Released,Released
P304697,"ALEX ENERGY, INC.",Prospect,12/10/1997,PROSPECT I,Completely Released,Released
P304908,"ALEX ENERGY, INC.",Prospect,11/17/2008,Federal South,Completely Released,Released
S300586,"ALEX ENERGY, INC.",Coal Surface Mine,04/23/1986,,Completely Released,Released
S301107,"ALEX ENERGY, INC.",Coal Surface Mine,07/06/2009,Federal Surface Mine No.1,Completely Released,Released
S302089,"ALEX ENERGY, INC.",Coal Surface Mine,08/21/1989,TWENTYMILE CK MINE NO. 901,Completely Released,Released
S308088,"ALEX ENERGY, INC.",Coal Surface Mine,03/23/1989,SURFACE MINE,Completely Released,Released
S308787,"ALEX ENERGY, INC.",Coal Surface Mine,05/25/1988,TWENTY MILE CREEK MINE NO. 901,Completely Released,Released
U300196,"ALEX ENERGY, INC.",Coal Underground,06/24/1996,EAGLE NO. 1 DEEP MINE,Completely Released,Released
U302907,"ALEX ENERGY, INC.",Coal Underground,01/14/2008,Blackberry Deep Mine,Completely Released,Released
S000584,"ALSTER RESOURCES, INC.",Coal Surface Mine,02/02/1984,,Completely Released,Released
P300192,"AMERICAN COAL RESOURCE, INC.",Prospect,01/06/1992,,Completely Released,Released
P206806,"AMVEST WEST VIRGINIA COAL, L.L.C.",Prospect,02/05/2007,Ike Fork No. 2 Prospect,Completely Released,Released
P301508,"AMVEST WEST VIRGINIA COAL, L.L.C.",Prospect,05/06/2008,O'Dell Sewell Prospect Permit,Completely Released,Released
P301606,"AMVEST WEST VIRGINIA COAL, L.L.C.",Prospect,03/28/2006,Warren Eagle Prospect,Completely Released,Released
P302706,"AMVEST WEST VIRGINIA COAL, L.L.C.",Prospect,05/08/2006,Ramp Run Prospect,Completely Released,Released
P306206,"AMVEST WEST VIRGINIA COAL, L.L.C.",Prospect,12/19/2006,Gulf Fork Prospect,Completely Released,Released
S003675,AMY COAL CO INC,Coal Surface Mine,02/07/1975,,Completely Released,Released
S007777,AMY COAL CO INC,Coal Surface Mine,05/10/1977,,Completely Released,Released
P300897,"ANR COAL COMPANY, LLC",Prospect,02/27/1997,,Completely Released,Released
P303811,ARK LAND COMPANY,Prospect,10/07/2011,STROUDS CREEK PROSPECT PERMIT5,Completely Released,Released
E007600,"ATLANTIC LEASECO, LLC",Coal Underground,01/18/1981,FERGUSON #2 DEEP MINE,Completely Released,Released
P300112,"ATLANTIC LEASECO, LLC",Prospect,01/23/2012,Cabin Run No. 2 Prospect,Completely Released,Released
P300210,"ATLANTIC LEASECO, LLC",Prospect,02/08/2010,Clear Fork Prospect,Completely Released,Released
P300310,"ATLANTIC LEASECO, LLC",Prospect,06/14/2010,Rockhouse Run Deep Mine,Completely Released,Released
P300809,"ATLANTIC LEASECO, LLC",Prospect,04/28/2009,Lower Muddlety,Completely Released,Released
P302510,"ATLANTIC LEASECO, LLC",Prospect,10/21/2010,Black Pearl A Seam Prospect,Completely Released,Released
P303206,"ATLANTIC LEASECO, LLC",Prospect,07/18/2006,Crooked Run Prospect,Completely Released,Released
P303506,"ATLANTIC LEASECO, LLC",Prospect,08/01/2006,McMillion Creek Prospect,Completely Released,Released
P303809,"ATLANTIC LEASECO, LLC",Prospect,12/28/2009,Cabin Run Prospect,Completely Released,Released
P303908,"ATLANTIC LEASECO, LLC",Prospect,10/28/2008,Muddlety Creek,Completely Released,Released
P305406,"ATLANTIC LEASECO, LLC",Prospect,11/09/2006,Little Creek,Completely Released,Released
O300291,B & S CONTRACTING INC,Other,01/07/1992,,Completely Released,Released
P302790,B & S CONTRACTING INC,Prospect,08/17/1990,,Completely Released,Released
U301591,B & S CONTRACTING INC,Coal Underground,01/07/1992,,Completely Released,Released
D034500,"B A COAL COMPANY, INC.",Coal Underground,04/11/1978,,Completely Released,Released
I045200,"B A COAL COMPANY, INC.",Coal Surface Mine,01/11/1980,,Completely Released,Released
S007882,"B A COAL COMPANY, INC.",Coal Surface Mine,08/24/1982,,Completely Released,Released
S011480,"B A COAL COMPANY, INC.",Coal Surface Mine,11/07/1980,,Completely Released,Released
S015778,"B A COAL COMPANY, INC.",Coal Surface Mine,07/05/1978,,Completely Released,Released
O000685,BETHENERGY MINES INC.,Other,02/11/1985,,Completely Released,Released
U000785,BETHENERGY MINES INC.,Coal Underground,01/23/1985,,Completely Released,Released
U069100,BETHENERGY MINES INC.,Coal Underground,01/18/1981,,Completely Released,Released
O004485,BETHLEHEM MINES CORPORATION,Other,01/30/1985,,Completely Released,Released
E009300,"BIG FORK COAL CO., INC.",Coal Underground,04/11/1984,,Completely Released,Released
U005484,"BIG FORK COAL CO., INC.",Coal Underground,06/07/1984,,Completely Released,Released
U072900,"BIG FORK COAL CO., INC.",Coal Underground,07/27/1982,,Completely Released,Released
U308486,"BIG FORK COAL CO., INC.",Coal Underground,01/30/1987,,Completely Released,Released
S006677,BLACK DIAMOND MINING COMPANY,Coal Surface Mine,05/05/1977,,Completely Released,Released
S021576,BLACK DIAMOND MINING COMPANY,Coal Surface Mine,10/06/1976,,Completely Released,Released
P300488,BLACK FIRE MINING CORP,Prospect,01/25/1988,,Completely Released,Released
P012785,"BLACK LODE COAL CO., INC.",Prospect,10/01/1985,,Completely Released,Released
S008573,"BLACK LODE COAL CO., INC.",Coal Surface Mine,05/21/1973,,Completely Released,Released
S022475,"BLACK LODE COAL CO., INC.",Coal Surface Mine,10/10/1975,,Completely Released,Released
D003282,BOGGS AND MURPHY MINING CO.,Coal Underground,02/12/1982,,Completely Released,Released
S300588,BOMAC LTD,Coal Surface Mine,04/06/1988,,Completely Released,Released
S306586,BOMAC LTD,Coal Surface Mine,11/07/1986,,Completely Released,Released
P304897,"BOONE EAST DEVELOPMENT CO., LLC",Prospect,01/22/1998,HARDWAY BRANCH PROSPECT,Completely Released,Released
U014200,BRADY CLINE COAL CO.,Coal Underground,08/09/1977,,Completely Released,Released
S304088,BRIGHT COAL CORPORATION,Coal Surface Mine,01/27/1989,,Completely Released,Released
S305386,BRIGHT COAL CORPORATION,Coal Surface Mine,08/27/1986,NILE JOB,Completely Released,Released
S306486,BRIGHT COAL CORPORATION,Coal Surface Mine,02/20/1987,,Completely Released,Released
P301890,"BRIGHT COAL GROUP, INC.",Prospect,07/02/1990,,Completely Released,Released
P201404,"BROOKS RUN MINING COMPANY, LLC",Prospect,06/03/2004,MINE 10A AREA,Completely Released,Released
P206606,"BROOKS RUN MINING COMPANY, LLC",Prospect,12/19/2006,Antietam #3 Mine Area,Completely Released,Released
U300393,"BROOKS RUN MINING COMPANY, LLC",Coal Underground,10/29/1996,POPLAR CREEK NO. 1 DEEP MINE,Completely Released,Released
U304891,"BROOKS RUN MINING COMPANY, LLC",Coal Underground,09/10/1993,#1 DEEP MINE,Completely Released,Released
D010282,"BUCK GARDEN COAL COMPANY, INC.",Coal Underground,01/26/1983,,Completely Released,Released
O307987,BYRNESIDE COLLIERIES INC,Other,05/24/1988,,Completely Released,Released
I068300,"C. C. CONLEY & SONS, INC.",Coal Surface Mine,03/09/1988,,Completely Released,Released
I068400,"C. C. CONLEY & SONS, INC.",Coal Surface Mine,03/09/1988,,Completely Released,Released
P303691,"C. C. CONLEY & SONS, INC.",Prospect,11/08/1991,,Completely Released,Released
S011582,"C. C. CONLEY & SONS, INC.",Coal Surface Mine,11/17/1982,,Completely Released,Released
S016272,"C. C. CONLEY & SONS, INC.",Coal Surface Mine,04/25/1972,,Completely Released,Released
S021574,"C. C. CONLEY & SONS, INC.",Coal Surface Mine,11/07/1974,,Completely Released,Released
S017474,CALIFORNIA FUEL COMPANY,Coal Surface Mine,09/16/1974,,Completely Released,Released
S022376,CALIFORNIA FUEL COMPANY,Coal Surface Mine,03/10/1976,,Completely Released,Released
S007276,CAMPBELL MINING COMPANY,Coal Surface Mine,03/25/1976,,Completely Released,Released
S007678,"CAPPELLARI, INC.",Coal Surface Mine,04/25/1978,,Completely Released,Released
S013576,"CAPPELLARI, INC.",Coal Surface Mine,05/24/1976,,Completely Released,Released
S019974,"CAPPELLARI, INC.",Coal Surface Mine,10/23/1974,,Completely Released,Released
S020076,"CAPPELLARI, INC.",Coal Surface Mine,05/24/1976,,Completely Released,Released
H022300,CHERRY RIVER COAL AND COKE CO.,Other - Haulroad Only,08/18/1987,,Completely Released,Released
S001372,CHERRY RIVER COAL AND COKE CO.,Coal Surface Mine,01/21/1972,,Completely Released,Released
S005776,CHERRY RIVER COAL AND COKE CO.,Coal Surface Mine,03/04/1976,,Completely Released,Released
S008176,CHERRY RIVER COAL AND COKE CO.,Coal Surface Mine,03/25/1976,,Completely Released,Released
S012273,CHERRY RIVER COAL AND COKE CO.,Coal Surface Mine,07/16/1973,,Completely Released,Released
S029300,CHERRY RIVER COAL AND COKE CO.,Coal Surface Mine,07/05/1977,,Completely Released,Released
I065500,"CHICOPEE COAL COMPANY, INC.",Coal Surface Mine,01/18/1981,VAUGHN TIPPLE SITE,Completely Released,Released
P301997,"CHICOPEE COAL COMPANY, INC.",Prospect,06/18/1997,,Completely Released,Released
U019500,"CHICOPEE COAL COMPANY, INC.",Coal Underground,11/22/1977,LAMBERT NO. 2,Completely Released,Released
U035000,"CHICOPEE COAL COMPANY, INC.",Coal Underground,11/14/1978,,Completely Released,Released
U069600,"CHICOPEE COAL COMPANY, INC.",Coal Underground,01/18/1981,,Completely Released,Released
U304287,"CHICOPEE COAL COMPANY, INC.",Coal Underground,08/21/1987,RICH HOLLOW #1,Completely Released,Released
U307286,"CHICOPEE COAL COMPANY, INC.",Coal Underground,03/12/1987,SWISS NO. 1 DEEP MINE,Completely Released,Released
S306286,CLELL KEY COAL COMPANY,Coal Surface Mine,07/24/1986,GLADE CREEK STRIP,Completely Released,Released
P301717,COAL CREEK ENERGY LLC,Prospect,09/27/2017,Peerless Prospect,Completely Released,Released
P302400,"COASTAL COAL-WEST VIRGINIA, LLC",Prospect,11/17/2000,McMillion Creek Prospect,Completely Released,Released
S019678,"COATS RUN ENERGY, INCORPORATED",Coal Surface Mine,12/18/1978,,Completely Released,Released
O303486,"COOPER COAL, INC.",Other,06/11/1986,,Completely Released,Released
P300898,"CRISTE ENGINEERING & RECLAMATION SERVICES, INC.",Prospect,03/09/1998,PANTHER CREEK PROSPECT PERMIT,Completely Released,Released
P302704,CRISTE ENGINEERING SERVICES CO.,Prospect,11/10/2004,Cherry Run Prospect,Completely Released,Released
P304797,DEMETER LAND COMPANY,Prospect,12/10/1997,ROBINSON NORTH - 1 PROSPECT,Completely Released,Released
P304997,DEMETER LAND COMPANY,Prospect,01/09/1998,ROBINSON NORTH - 2 PROSPECT,Completely Released,Released
S025976,E & J COAL CORPORATION,Coal Surface Mine,11/24/1976,,Completely Released,Released
P302107,"EAGLE RIDGE DEVELOPMENT GROUP, LLC",Prospect,06/12/2007,McMillion Creek Prospect,Completely Released,Released
P303009,"EAGLE RIDGE DEVELOPMENT GROUP, LLC",Prospect,12/09/2009,McMillon Creek No. 2 Prospect,Completely Released,Released
P306006,"EAGLE RIDGE DEVELOPMENT GROUP, LLC",Prospect,12/01/2006,McMillion Creek Refuse Prospec,Completely Released,Released
U020683,"ELLER, INCORPORATED",Coal Underground,11/14/1983,,Completely Released,Released
P202597,EVERGREEN MINING COMPANY,Prospect,11/24/1997,POPLAR RIDGE PROSPECT,Completely Released,Released
P301902,EVERGREEN MINING COMPANY,Prospect,10/16/2002,Tioga/Muddlety Creek Area,Completely Released,Released
P301309,"F & N CONSTRUCTION, INC.",Prospect,08/17/2009,Keenan Branch Prospect,Completely Released,Released
P305908,"F & N CONSTRUCTION, INC.",Prospect,03/23/2009,Hutchinson Branch Prospect,Completely Released,Released
E007900,"FALCON LAND COMPANY, INC.",Coal Underground,01/18/1981,,Completely Released,Released
P301291,"FIESTA MINING, INCORPORATED",Prospect,03/27/1991,,Completely Released,Released
U201299,"FOLA COAL COMPANY, L.L.C.",Coal Underground,08/05/2002,MONOC NO. 4 - BIG DRAGON DEEP,Completely Released,Released
P200298,"FOLA, INC.",Prospect,02/24/1998,PEACH ORCHARD PROSPECT,Completely Released,Released
P202198,"FOLA, INC.",Prospect,10/15/1998,LEATHERWOOD PROSPECT,Completely Released,Released
S003280,FORD COAL COMPANY,Coal Surface Mine,06/07/1980,,Completely Released,Released
S005475,FORD COAL COMPANY,Coal Surface Mine,02/20/1975,,Completely Released,Released
S005683,FORD COAL COMPANY,Coal Surface Mine,08/02/1983,,Completely Released,Released
S005879,FORD COAL COMPANY,Coal Surface Mine,06/07/1979,,Completely Released,Released
S018376,FORD COAL COMPANY,Coal Surface Mine,08/27/1976,,Completely Released,Released
P302002,"FOSSIL FUELS, INC.",Prospect,10/02/2002,Gauley Eagle Prospect,Completely Released,Released
S303586,G & L COAL COMPANY,Coal Surface Mine,07/21/1986,,Completely Released,Released
P303889,"G & W EQUIPMENT LEASING, INC.",Prospect,09/26/1989,,Completely Released,Released
P305389,"G & W EQUIPMENT LEASING, INC.",Prospect,12/19/1989,,Completely Released,Released
S300286,"G & W EQUIPMENT LEASING, INC.",Coal Surface Mine,02/18/1986,,Completely Released,Released
E007700,"GAULEY EAGLE HOLDINGS, INC.",Coal Underground,01/18/1981,,Completely Released,Released
E008000,"GAULEY EAGLE HOLDINGS, INC.",Coal Underground,01/18/1981,,Completely Released,Released
H003300,"GAULEY EAGLE HOLDINGS, INC.",Other - Haulroad Only,04/13/1973,,Completely Released,Released
H012500,"GAULEY EAGLE HOLDINGS, INC.",Other - Haulroad Only,04/04/1975,,Completely Released,Released
O004382,"GAULEY EAGLE HOLDINGS, INC.",Other,08/02/1982,TIOGA PLANT COMPLEX,Completely Released,Released
S002774,"GAULEY EAGLE HOLDINGS, INC.",Coal Surface Mine,03/01/1974,,Completely Released,Released
S002879,"GAULEY EAGLE HOLDINGS, INC.",Coal Surface Mine,03/06/1979,,Completely Released,Released
S002978,"GAULEY EAGLE HOLDINGS, INC.",Coal Surface Mine,02/03/1978,BARNET #1 SURFACE MINE,Completely Released,Released
S006782,"GAULEY EAGLE HOLDINGS, INC.",Coal Surface Mine,07/02/1982,,Completely Released,Released
S019471,"GAULEY EAGLE HOLDINGS, INC.",Coal Surface Mine,06/24/1971,,Completely Released,Released
S024176,"GAULEY EAGLE HOLDINGS, INC.",Coal Surface Mine,10/29/1976,,Completely Released,Released
U003185,"GAULEY EAGLE HOLDINGS, INC.",Coal Underground,05/10/1985,,Completely Released,Released
U300187,"GAULEY EAGLE HOLDINGS, INC.",Coal Underground,03/17/1987,,Completely Released,Released
U301291,"GAULEY EAGLE HOLDINGS, INC.",Coal Underground,02/25/1992,FERGUSON 2A DEEP MINE,Completely Released,Released
U304388,"GAULEY EAGLE HOLDINGS, INC.",Coal Underground,08/31/1988,,Completely Released,Released
P303887,"GEUPEL CONSTRUCTION COMPANY, INC.",Prospect,08/07/1987,,Completely Released,Released
P302807,GOLDEN EAGLE TECHNICAL SERVICES LIMITED LIABILITY COMPANY,Prospect,11/07/2007,Panther Creek Refuse Pile,Completely Released,Released
I069200,"GRACIE, INC.",Coal Surface Mine,01/18/1981,,Completely Released,Released
P303690,"GRACIE, INC.",Prospect,09/28/1990,,Completely Released,Released
S305888,"GRACIE, INC.",Coal Surface Mine,10/10/1989,SURFACE MINE,Completely Released,Released
S303489,GRAFTON COAL COMPANY,Coal Surface Mine,08/18/1989,,Completely Released,Released
S305186,GRAFTON COAL COMPANY,Coal Surface Mine,08/13/1986,,Completely Released,Released
D003882,GREEN VALLEY COAL COMPANY,Coal Underground,02/12/1982,,Completely Released,Released
E009500,GREEN VALLEY COAL COMPANY,Coal Underground,01/18/1981,,Completely Released,Released
E010200,GREEN VALLEY COAL COMPANY,Coal Underground,01/18/1981,NO. 4 MINE - MINE DEVELOPMENT,Completely Released,Released
E010900,GREEN VALLEY COAL COMPANY,Coal Underground,01/18/1981,,Completely Released,Released
E011100,GREEN VALLEY COAL COMPANY,Coal Underground,06/14/1997,,Completely Released,Released
E011200,GREEN VALLEY COAL COMPANY,Coal Underground,01/18/1981,,Completely Released,Released
H065200,GREEN VALLEY COAL COMPANY,Other - Haulroad Only,01/18/1981,,Completely Released,Released
O000983,GREEN VALLEY COAL COMPANY,Other,01/13/1983,,Completely Released,Released
O003685,GREEN VALLEY COAL COMPANY,Other,07/29/1985,,Completely Released,Released
P065300,GREEN VALLEY COAL COMPANY,Other - Preparation Plant,01/18/1981,HOLCOMB PLANT,Completely Released,Released
P067700,GREEN VALLEY COAL COMPANY,Other - Preparation Plant,01/18/1981,NO. 1 PREP. PLANT,Completely Released,Released
P300711,GREEN VALLEY COAL COMPANY,Prospect,05/05/2011,Hominy Prospect Permit,Completely Released,Released
P301296,GREEN VALLEY COAL COMPANY,Prospect,06/07/1996,,Completely Released,Released
P301696,GREEN VALLEY COAL COMPANY,Prospect,08/13/1996,,Completely Released,Released
