Permit_ID,Permittee,Type,Issue_Date,Facility_Name,Current_Status,Bond_Status
S004185,LOADOUT LLC,Coal Surface Mine,05/15/1985,,Active,Bonded
U502589,"ACTIVE RESOURCES, INC.",Coal Underground,08/24/1989,,Active,Bonded
U505687,"RAMACO RESOURCES, LLC",Coal Underground,12/08/1987,,Active,Bonded
R067900,"GAULEY EAGLE HOLDINGS, INC.",Other,01/18/1981,TIOGA REFUSE,Active,Bonded
O002184,"LEXINGTON COAL COMPANY, LLC",Other - Refuse Disposal,04/11/1984,,Active,Bonded
Q302286,"APPALACHIAN AGGREGATES, LLC",Quarry,02/02/1986,,Active,Bonded
U401994,"PRIME MET, INC.",Coal Underground,05/11/1995,DOUGLAS NO 1 DEEP MINE,Active,Bonded
I057300,BENHAM GROUP LTD ET AL,Coal Surface Mine,05/31/1988,,Closed,Not Bonded
U012183,BENHAM GROUP LTD ET AL,Coal Underground,06/14/1983,,Closed,Not Bonded
U602486,BENHAM GROUP LTD ET AL,Coal Underground,03/06/1987,,Closed,Not Bonded
U009600,"BOONE RESOURCES, INC.",Coal Underground,05/26/1977,,Closed,Not Bonded
Z002081,CHERRY POND COAL CO.,Coal Surface Mine,01/18/1981,,Closed,Not Bonded
U048800,"COAL MART, INC.",Coal Underground,11/19/1979,,Closed,Not Bonded
U601288,"EASTERN ENERGY INVESTMENTS, INC.",Coal Underground,10/24/1988,,Closed,Not Bonded
U007100,GLADE CREEK COAL COMPANY INCORPORATED,Coal Underground,09/10/1984,,Closed,Not Bonded
S012185,GOLD STAR MINING CORPORATION,Coal Surface Mine,12/30/1985,,Closed,Not Bonded
U008385,GOLD STAR MINING CORPORATION,Coal Underground,12/30/1985,,Closed,Not Bonded
D008982,"KESSCOAL, INC.",Coal Underground,08/02/1982,,Closed,Not Bonded
P600589,"KESSCOAL, INC.",Prospect,03/01/1989,,Closed,Not Bonded
U000383,"KESSCOAL, INC.",Coal Underground,01/07/1983,,Closed,Not Bonded
P016482,"KESSLER COALS, INC",Prospect,04/01/1986,,Closed,Not Bonded
P600386,"KESSLER COALS, INC",Prospect,04/10/1986,,Closed,Not Bonded
S004885,"KESSLER COALS, INC",Coal Surface Mine,05/31/1985,,Closed,Not Bonded
U000483,"KESSLER COALS, INC",Coal Underground,01/07/1983,,Closed,Not Bonded
U020283,"KESSLER COALS, INC",Coal Underground,11/10/1983,,Closed,Not Bonded
S015369,LEE MINING CORPORATION,Coal Surface Mine,02/04/1969,,Closed,Not Bonded
U016100,MANILA MINING COMPANY,Coal Underground,09/27/1977,,Closed,Not Bonded
S009883,"MCCLURE'S EXCAVATING, INC.",Coal Surface Mine,11/28/1983,,Closed,Not Bonded
U011500,"MIDWEST CONSOLIDATED COAL COMPANY, INC.",Coal Underground,06/17/1977,,Closed,Not Bonded
U003183,"MULLINS COAL COMPANY, INC.",Coal Underground,02/10/1983,,Closed,Not Bonded
U007884,"MULLINS COAL COMPANY, INC.",Coal Underground,10/01/1984,,Closed,Not Bonded
U001885,"NEW RIVER FUEL, INC.",Coal Underground,03/15/1985,,Closed,Not Bonded
U003983,"NEW RIVER FUEL, INC.",Coal Underground,02/10/1983,,Closed,Not Bonded
U058500,SHARPLES ASSOCIATES COAL CO,Coal Underground,07/01/1980,,Closed,Not Bonded
P004178,STALLION MINING CORPORATION,Prospect,06/27/1978,,Closed,Not Bonded
S008877,STALLION MINING CORPORATION,Coal Surface Mine,06/13/1977,,Closed,Not Bonded
U053500,TONEY'S BRANCH COAL COMPANY,Coal Underground,02/29/1980,,Closed,Not Bonded
S603286,ALPHAINE CORP,Coal Surface Mine,10/09/1986,,Closed,Not Bonded
U023200,ATLAS MINING INC.,Coal Underground,01/24/1978,,Closed,Not Bonded
S022874,"BADGER DISTRIBUTING COMPANY, INC.",Coal Surface Mine,11/20/1974,,Closed,Not Bonded
U602886,BELL CREEK COAL CO.,Coal Underground,01/26/1987,,Closed,Not Bonded
U300690,CARBON RIDGE MINING COMPANY,Coal Underground,07/18/1990,,Closed,Not Bonded
R000484,"CAREERS, INCORPORATED",Reprocessing,08/16/1984,,Closed,Not Bonded
S007385,"CHICOPEE COAL COMPANY, INC.",Coal Surface Mine,08/05/1985,BARBARA LYNN SURFACE MINE NO.,Closed,Not Bonded
U024800,"CLAYTEX COAL COMPANY, INC.",Coal Underground,02/27/1978,,Closed,Not Bonded
P005884,"COAL MANAGEMENT, INC.",Prospect,04/26/1984,,Closed,Not Bonded
R302287,"COWACO, INC.",Reprocessing,06/01/1987,,Closed,Not Bonded
U057600,"EASTERN RESOURCES, INC.",Coal Underground,06/06/1980,,Closed,Not Bonded
S009385,"GREENDALE COALS, INC.",Coal Surface Mine,09/18/1985,,Closed,Not Bonded
P305287,"MEGHAN COAL COMPANY, INC.",Prospect,12/09/1987,,Closed,Not Bonded
P014677,"MOUNTAINEER FUELS, INC.",Prospect,11/10/1977,,Closed,Not Bonded
S014976,"MOUNTAINEER FUELS, INC.",Coal Surface Mine,06/29/1976,,Closed,Not Bonded
S004084,PISGAH RIDGE COAL CORPORATION,Coal Surface Mine,07/13/1984,,Closed,Not Bonded
S004381,PISGAH RIDGE COAL CORPORATION,Coal Surface Mine,07/11/1983,,Closed,Not Bonded
S001981,S & K CORPORATION,Coal Surface Mine,01/18/1981,,Closed,Not Bonded
S008180,S & K CORPORATION,Coal Surface Mine,08/11/1980,,Closed,Not Bonded
U057800,S & K CORPORATION,Coal Underground,06/10/1980,,Closed,Not Bonded
S015674,SANGAMORE COAL COMPANY,Coal Surface Mine,08/16/1974,,Closed,Not Bonded
P601786,SKYLINE MINING CORPORATION,Prospect,09/24/1986,,Closed,Not Bonded
U007984,TESTA COAL COMPANY,Coal Underground,10/18/1984,,Closed,Not Bonded
P003085,"THE PATH COAL COMPANY, INC.",Prospect,03/07/1985,,Closed,Not Bonded
P601487,VMS LTD.,Prospect,11/18/1987,,Closed,Not Bonded
S003080,ZY COAL COMPANY,Coal Surface Mine,02/15/1980,,Closed,Not Bonded
S009179,ZY COAL COMPANY,Coal Surface Mine,07/06/1979,,Closed,Not Bonded
S602888,ZY COAL COMPANY,Coal Surface Mine,04/28/1989,,Closed,Not Bonded
P303789,"BONA FIDE MINING, INC.",Prospect,09/26/1989,,Closed,Not Bonded
S301590,"BUSINESS RESOURCES, INC.",Coal Surface Mine,08/14/1990,,Closed,Not Bonded
S012775,"CEDAR BEND COAL CO., INC.",Coal Surface Mine,06/12/1975,,Closed,Not Bonded
O007082,"CLASSIC RESOURCES, INC.",Other,12/17/1982,,Closed,Not Bonded
S005581,"CLASSIC RESOURCES, INC.",Coal Surface Mine,04/08/1983,,Closed,Not Bonded
S012682,"CLASSIC RESOURCES, INC.",Coal Surface Mine,12/17/1982,,Closed,Not Bonded
P306086,"CRITCHLEY, VERNON",Prospect,12/04/1986,,Closed,Not Bonded
U001384,"DRY HILL COAL COMPANY, INC.",Coal Underground,01/23/1984,,Closed,Not Bonded
U001484,"DRY HILL COAL COMPANY, INC.",Coal Underground,01/23/1984,,Closed,Not Bonded
P302089,"E. J.& L. CO., INC.",Prospect,04/27/1989,,Closed,Not Bonded
S002178,EAGLE RIDGE COAL COMPANY,Coal Surface Mine,02/02/1978,,Closed,Not Bonded
S300306,"EAGLE RIDGE DEVELOPMENT GROUP, LLC",Coal Surface Mine,11/17/2006,Beury Mountain Mine No. 3,Closed,Not Bonded
S301893,"EAGLE RIDGE DEVELOPMENT GROUP, LLC",Coal Surface Mine,07/28/1994,BEURY MOUNTAIN STRIP #1,Closed,Not Bonded
D000482,ERLON COAL COMPANY,Coal Underground,12/17/1984,,Closed,Not Bonded
H037800,F & F MINING CORP,Other - Haulroad Only,12/28/1978,,Closed,Not Bonded
S015377,F & F MINING CORP,Coal Surface Mine,09/21/1977,,Closed,Not Bonded
H029500,GREAT MOUNTAIN COAL COMPANY,Other - Haulroad Only,03/30/1988,,Closed,Not Bonded
S013678,GREAT MOUNTAIN COAL COMPANY,Coal Surface Mine,12/29/1978,,Closed,Not Bonded
P011481,HARVEY ENERGY CORP,Prospect,10/31/1981,,Closed,Not Bonded
P303586,HARVEY ENERGY CORP,Prospect,07/25/1986,,Closed,Not Bonded
S300186,HARVEY ENERGY CORP,Coal Surface Mine,06/27/1986,,Closed,Not Bonded
S303089,HARVEY ENERGY CORP,Coal Surface Mine,08/07/1989,,Closed,Not Bonded
S306886,HARVEY ENERGY CORP,Coal Surface Mine,11/05/1986,,Closed,Not Bonded
S308086,HARVEY ENERGY CORP,Coal Surface Mine,01/27/1987,,Closed,Not Bonded
S303588,JEFF MINING CO,Coal Surface Mine,08/10/1988,,Closed,Not Bonded
U021183,"JODIE MINING, INC.",Coal Underground,11/14/1983,,Closed,Not Bonded
P301290,JOHNSON COAL COMPANY,Prospect,05/16/1990,,Closed,Not Bonded
S011882,"K & T EXCAVATION, INC",Coal Surface Mine,11/18/1982,,Closed,Not Bonded
S000683,K-STEELE CORPORATION,Coal Surface Mine,01/07/1983,,Closed,Not Bonded
S005682,K-STEELE CORPORATION,Coal Surface Mine,06/07/1982,,Closed,Not Bonded
P010681,KEENEY'S CREEK COAL COMPANY,Prospect,09/16/1981,,Closed,Not Bonded
S011976,"MCKNIGHT MINING, INC.",Coal Surface Mine,05/05/1976,,Closed,Not Bonded
S011580,"MID-AMERICA FUEL, INC.",Coal Surface Mine,11/13/1980,,Closed,Not Bonded
S005083,"PROSPERITY ENERGY, INC.",Coal Surface Mine,06/24/1983,,Closed,Not Bonded
I044800,RIVERFRONT COAL CORP.,Coal Surface Mine,06/10/1987,,Closed,Not Bonded
S007482,ROYAL COAL COMPANY,Coal Surface Mine,04/25/1982,,Closed,Not Bonded
P006483,SAMUEL LAWHUM,Prospect,06/08/1983,,Closed,Not Bonded
P020982,"SEWELL CONTINENTAL COAL, INC.",Prospect,12/03/1982,,Closed,Not Bonded
S018178,"SEWELL CONTINENTAL COAL, INC.",Coal Surface Mine,10/27/1978,,Closed,Not Bonded
P302093,"SPRINGDALE MINING, INC.",Prospect,09/27/1993,,Closed,Not Bonded
S304492,"SPRINGDALE MINING, INC.",Coal Surface Mine,05/04/1993,,Closed,Not Bonded
P303886,"TRI-COUNTY MINING, INC.",Prospect,07/29/1986,,Closed,Not Bonded
U307486,HAMRICK RUN COAL COMPANY,Coal Underground,02/18/1987,,Closed,Not Bonded
U013500,"J. L. MULLENS COAL COMPANY, INCORPORATED",Coal Underground,07/26/1977,,Closed,Not Bonded
U017100,"J. L. MULLENS COAL COMPANY, INCORPORATED",Coal Underground,10/12/1977,,Closed,Not Bonded
U040400,"J. L. MULLENS COAL COMPANY, INCORPORATED",Coal Underground,04/06/1979,,Closed,Not Bonded
H013400,"JENKINS INDUSTRIES, INC.",Other - Haulroad Only,06/02/1975,,Closed,Not Bonded
S002475,"JENKINS INDUSTRIES, INC.",Coal Surface Mine,02/07/1975,,Closed,Not Bonded
S020675,"JENKINS INDUSTRIES, INC.",Coal Surface Mine,09/11/1975,,Closed,Not Bonded
S021773,"JENKINS INDUSTRIES, INC.",Coal Surface Mine,11/29/1973,,Closed,Not Bonded
P005082,"KESSLER & KING MINING, INC.",Prospect,04/08/1982,,Closed,Not Bonded
U050300,"LITTLE SEWELL MOUNTAIN COAL CO., INC., A CORPORATION",Coal Underground,06/28/1983,,Closed,Not Bonded
U010800,LYNN DALE COAL CO.,Coal Underground,04/12/1984,,Closed,Not Bonded
U002800,"RABBIT RUN ENERGY COMPANY, INCORPORATED",Coal Underground,10/29/1976,,Closed,Not Bonded
R000384,"RAINELLE LAND DEVELOPMENT, INC.",Reprocessing,07/02/1984,,Closed,Not Bonded
H038400,"ROYAL SCOT MINERALS, INC.",Other - Haulroad Only,01/23/1979,,Closed,Not Bonded
H041000,"ROYAL SCOT MINERALS, INC.",Other - Haulroad Only,10/18/1992,,Closed,Not Bonded
H061100,"ROYAL SCOT MINERALS, INC.",Other - Haulroad Only,01/18/1981,,Closed,Not Bonded
O301588,"ROYAL SCOT MINERALS, INC.",Other,07/07/1988,,Closed,Not Bonded
O301988,"ROYAL SCOT MINERALS, INC.",Other,07/07/1988,,Closed,Not Bonded
S006576,"ROYAL SCOT MINERALS, INC.",Coal Surface Mine,03/04/1976,,Closed,Not Bonded
U032400,"WEST VIRGINIA MOUNTAIN RESOURCES, INC",Coal Underground,08/09/1978,,Closed,Not Bonded
U017883,"CAPITOL FUELS, INCORPORATED",Coal Underground,09/27/1983,,Closed,Not Bonded
P007983,"COAL MANAGEMENT, INC.",Prospect,07/18/1983,,Closed,Not Bonded
U054000,"COAL MANAGEMENT, INC.",Coal Underground,08/11/1983,,Closed,Not Bonded
U044800,CONCORD COAL CORPORATION,Coal Underground,08/08/1979,,Closed,Not Bonded
O600688,CONCRETE SUPPLY CORPORATION,Other,03/29/1989,,Closed,Not Bonded
P006571,DAVISON FUEL AND DOCK COMPANY,Prospect,10/18/1971,,Closed,Not Bonded
S002381,FIELDS CREEK COAL COMPANY,Coal Surface Mine,05/25/1981,,Closed,Not Bonded
U002485,"FIRST BIG MOUNTAIN MINING CO., INC.",Coal Underground,04/08/1985,,Closed,Not Bonded
U600586,"FIRST BIG MOUNTAIN MINING CO., INC.",Coal Underground,02/19/1986,,Closed,Not Bonded
S018677,INDUSTRIAL COAL CORPORATION,Coal Surface Mine,11/15/1977,,Closed,Not Bonded
U060800,KEENAN TRUCKING CO.,Coal Underground,02/18/1988,,Closed,Not Bonded
U601687,NEW KING FUEL COMPANY,Coal Underground,08/27/1987,,Closed,Not Bonded
I048100,PRINCESS SUSAN COAL COMPANY,Coal Surface Mine,07/15/1987,,Closed,Not Bonded
S002584,PRINCESS SUSAN COAL COMPANY,Coal Surface Mine,05/03/1984,,Closed,Not Bonded
S003181,PRINCESS SUSAN COAL COMPANY,Coal Surface Mine,01/18/1981,,Closed,Not Bonded
S003283,PRINCESS SUSAN COAL COMPANY,Coal Surface Mine,04/22/1983,,Closed,Not Bonded
S006080,PRINCESS SUSAN COAL COMPANY,Coal Surface Mine,06/10/1980,,Closed,Not Bonded
S007682,PRINCESS SUSAN COAL COMPANY,Coal Surface Mine,08/24/1982,,Closed,Not Bonded
S603386,PRINCESS SUSAN COAL COMPANY,Coal Surface Mine,12/16/1986,,Closed,Not Bonded
U602088,SIMMONS CREEK COAL COMPANY,Coal Underground,11/16/1988,,Closed,Not Bonded
U601787,SPARKY MINING COMPANY,Coal Underground,09/18/1987,,Closed,Not Bonded
U602287,SPARKY MINING COMPANY,Coal Underground,02/22/1988,,Closed,Not Bonded
U602387,SPARKY MINING COMPANY,Coal Underground,02/22/1988,,Closed,Not Bonded
S015175,"TEMPLEMAN CONSTRUCTION COMPANY, INC.",Coal Surface Mine,01/27/1975,,Closed,Not Bonded
U010283,"THE PATH COAL COMPANY, INC.",Coal Underground,05/24/1983,,Closed,Not Bonded
P010977,"VIRGINIA MINING SERVICES, INC.",Prospect,08/31/1977,,Closed,Not Bonded
P011077,"VIRGINIA MINING SERVICES, INC.",Prospect,08/31/1977,,Closed,Not Bonded
U013800,WITCHER CREEK COAL CO,Coal Underground,07/26/1977,,Closed,Not Bonded
P500192,"BALLARD BROTHERS COAL, INC.",Prospect,01/13/1992,,Closed,Not Bonded
P501989,CHARLES MCCLURE,Prospect,06/08/1989,,Closed,Not Bonded
U062500,FERGUSON BRANCH COAL COMPANY,Coal Underground,09/09/1980,,Closed,Not Bonded
P003884,"MCCLURE'S EXCAVATING, INC.",Prospect,03/19/1984,,Closed,Not Bonded
D002381,"WINCHESTER COALS, INC.",Coal Underground,01/26/1981,,Closed,Not Bonded
P008776,"A. B. ROSE, INC. OF WEST VIRGINIA",Prospect,07/13/1976,,Closed,Not Bonded
S024676,"A. B. ROSE, INC. OF WEST VIRGINIA",Coal Surface Mine,11/15/1976,,Closed,Not Bonded
U032500,"ASHFORD PROPERTIES, INC.",Coal Underground,10/08/1987,,Closed,Not Bonded
U012000,"BERACHAH MINING, INC.",Coal Underground,08/02/1988,,Closed,Not Bonded
U004700,BIG BEAR COAL CO,Coal Underground,12/06/1976,,Closed,Not Bonded
P505991,BROWNING MANUFACTURING CORPORATION,Prospect,12/17/1991,,Closed,Not Bonded
S504788,C & C CO,Coal Surface Mine,10/12/1988,,Closed,Not Bonded
D001482,CHAFIN COAL COMPANY,Coal Underground,01/26/1982,,Closed,Not Bonded
D001782,CHAFIN COAL COMPANY,Coal Underground,01/26/1982,,Closed,Not Bonded
D004582,CHAFIN COAL COMPANY,Coal Underground,02/12/1982,,Closed,Not Bonded
O006982,CHAFIN COAL COMPANY,Other,12/08/1982,,Closed,Not Bonded
P000682,"CLEAN MINERALS, INC.",Prospect,01/12/1982,,Closed,Not Bonded
U006585,"CLEAN MINERALS, INC.",Coal Underground,09/23/1985,,Closed,Not Bonded
U063200,"CLEAN MINERALS, INC.",Coal Underground,11/30/1983,,Closed,Not Bonded
R056400,"COAL-X, INCORPORATED",Other,11/12/1980,,Closed,Not Bonded
D000481,CORVETTE COAL COMPANY,Coal Underground,08/17/1981,,Closed,Not Bonded
U500689,"ETHEL COALS, INC.",Coal Underground,04/11/1989,,Closed,Not Bonded
S006085,EVE COAL CO INC,Coal Surface Mine,06/27/1985,,Closed,Not Bonded
P503687,F G M ENERGY INC.,Prospect,11/24/1987,,Closed,Not Bonded
H056000,G. E. M. INC.,Other - Haulroad Only,01/06/1983,,Closed,Not Bonded
U068400,G. E. M. INC.,Coal Underground,10/08/1982,,Closed,Not Bonded
S500588,"GRAHAM COAL COMPANY, INC.",Coal Surface Mine,07/07/1988,,Closed,Not Bonded
S503887,"GRAHAM COAL COMPANY, INC.",Coal Surface Mine,10/28/1987,,Closed,Not Bonded
S507486,"GRAHAM COAL COMPANY, INC.",Coal Surface Mine,03/13/1987,,Closed,Not Bonded
U504787,"GRAHAM COAL COMPANY, INC.",Coal Underground,11/02/1987,,Closed,Not Bonded
O005583,GULF COAL PROCESSING CORP,Other,04/11/1983,,Closed,Not Bonded
S500287,GUYAN LAND CORPORATION OF WEST VIRGINIA,Coal Surface Mine,05/21/1987,,Closed,Not Bonded
S502788,GUYAN LAND CORPORATION OF WEST VIRGINIA,Coal Surface Mine,08/31/1988,,Closed,Not Bonded
S505786,"J. D. CA-MONT MINING, INC",Coal Surface Mine,04/07/1987,,Closed,Not Bonded
D007682,JOHN GALT LIMITED,Coal Underground,07/02/1982,,Closed,Not Bonded
D007782,JOHN GALT LIMITED,Coal Underground,07/02/1982,,Closed,Not Bonded
U010500,LEE ANN COAL COMPANY,Coal Underground,06/10/1977,,Closed,Not Bonded
U005400,"LOGAN EAGLE MINING, INC.",Coal Underground,01/03/1977,,Closed,Not Bonded
U005700,"LOGAN EAGLE MINING, INC.",Coal Underground,01/05/1977,,Closed,Not Bonded
S501889,M & D MINING CO.,Coal Surface Mine,08/02/1989,,Closed,Not Bonded
S504188,M & D MINING CO.,Coal Surface Mine,03/21/1989,,Closed,Not Bonded
S505588,M & D MINING CO.,Coal Surface Mine,11/17/1988,,Closed,Not Bonded
S506888,M & H COAL CO/POVAL CORP,Coal Surface Mine,04/28/1990,,Closed,Not Bonded
E001100,METCO MINING CORPORATION,Coal Underground,04/09/1984,,Closed,Not Bonded
E001300,METCO MINING CORPORATION,Coal Underground,08/17/1984,,Closed,Not Bonded
U068600,METCO MINING CORPORATION,Coal Underground,01/28/1985,,Closed,Not Bonded
U068700,METCO MINING CORPORATION,Coal Underground,01/18/1981,,Closed,Not Bonded
U016182,"MORGAN ENERGY, INC.",Coal Underground,12/29/1982,,Closed,Not Bonded
U501088,"MORGAN ENERGY, INC.",Coal Underground,04/15/1988,,Closed,Not Bonded
E000600,"MULLINS COAL COMPANY, INC.",Coal Underground,02/12/1990,,Closed,Not Bonded
U507286,"MULLINS COAL COMPANY, INC.",Coal Underground,10/01/1986,,Closed,Not Bonded
U015300,"OLENTANGY, LTD",Coal Underground,09/07/1977,,Closed,Not Bonded
S006776,PEACH CREEK PROCESSING COMPANY,Coal Surface Mine,03/05/1976,,Closed,Not Bonded
S500688,POWELLTON CO,Coal Surface Mine,07/05/1988,,Closed,Not Bonded
U006484,SEMINOLE COAL INCORPORATED,Coal Underground,08/01/1984,,Closed,Not Bonded
U024600,SHIRETON COMPANY,Coal Underground,02/27/1978,,Closed,Not Bonded
P501489,"SYLVIA BRANCH PROCESSING, INC.",Prospect,05/11/1989,,Closed,Not Bonded
U507786,TANBARK COAL COMPANY,Coal Underground,06/17/1987,,Closed,Not Bonded
U011900,VENABLE & BILLUPS CORPORATION,Coal Underground,07/05/1977,,Closed,Not Bonded
H036700,WARRIOR MINING CORP,Other - Haulroad Only,09/25/1978,,Closed,Not Bonded
U033400,WARRIOR MINING CORP,Coal Underground,10/18/1978,,Closed,Not Bonded
R509786,"WILLIS MARCUM TRUCKING AND EXCAVATING COMPANY, INC.",Reprocessing,10/14/1986,,Closed,Not Bonded
O005283,"WINCHESTER COALS, INC.",Other,04/11/1983,,Closed,Not Bonded
U001884,"ZODIAC MINING, INC.",Coal Underground,01/30/1984,,Closed,Not Bonded
S401590,"ALGOMA A & S, INC.",Coal Surface Mine,09/18/1991,,Closed,Not Bonded
S008184,ALLEN TRUCKING CO,Coal Surface Mine,10/25/1984,,Closed,Not Bonded
U005684,"APEX COAL COMPANY, INC.",Coal Underground,06/07/1984,,Closed,Not Bonded
U043500,"BRENKEE COAL COMPANY, INC.",Coal Underground,03/22/1984,,Closed,Not Bonded
P017374,C & S MINING CORP.,Prospect,08/21/1974,,Closed,Not Bonded
R000681,"COAL ENTERPRISES, INC.",Reprocessing,10/27/1981,,Closed,Not Bonded
U004084,DAN II COAL CO. INC.,Coal Underground,04/19/1984,,Closed,Not Bonded
U022383,GONE UNDER COAL COMPANY,Coal Underground,11/28/1983,,Closed,Not Bonded
U025700,HEMCO COAL MANAGEMENT CORPORATION,Coal Underground,03/22/1978,,Closed,Not Bonded
U032000,HEMCO COAL MANAGEMENT CORPORATION,Coal Underground,07/27/1978,,Closed,Not Bonded
D002081,"LITTLE J COAL CO., INC.",Coal Underground,02/15/1983,,Closed,Not Bonded
O007883,"LITTLE J COAL CO., INC.",Other,05/04/1983,,Closed,Not Bonded
S401986,"MCDOWELL AUGERING & COAL CO., INC.",Coal Surface Mine,10/27/1986,,Closed,Not Bonded
U022700,MD-8 CORPORATION,Coal Underground,01/10/1978,,Closed,Not Bonded
U023300,MD-8 CORPORATION,Coal Underground,01/24/1978,,Closed,Not Bonded
P401190,"MERIDAN OF VIRGINIA, INC.",Prospect,03/21/1990,,Closed,Not Bonded
P403389,"MERIDAN OF VIRGINIA, INC.",Prospect,10/27/1989,,Closed,Not Bonded
P401689,"NEW HOPE COAL CO, INC",Prospect,06/29/1989,,Closed,Not Bonded
U005485,"NEW WINDWARD COAL CO., INC.",Coal Underground,07/29/1985,,Closed,Not Bonded
P303513,"PREMIER COKING COAL PERMITS, LLC",Prospect,10/24/2013,Iaeger Area Prospect,Closed,Not Bonded
P304513,"PREMIER COKING COAL PERMITS, LLC",Prospect,03/11/2014,Ieager Area Prospect No. 2,Closed,Not Bonded
E000300,"REGENCY FINANCIAL SERVICES AND ASSOCIATES, INC.",Coal Underground,01/05/1993,,Closed,Not Bonded
P067000,"REGENCY FINANCIAL SERVICES AND ASSOCIATES, INC.",Other - Preparation Plant,01/06/1993,,Closed,Not Bonded
S012680,"RESOURCES ORGANIZATION, INC (THE)",Coal Surface Mine,05/02/1983,,Closed,Not Bonded
U401886,"SLATE CREEK ENERGY, INC.",Coal Underground,07/03/1986,,Closed,Not Bonded
O003684,"STARCO ENERGY, INC.",Other,08/16/1984,,Closed,Not Bonded
R000781,"STARCO ENERGY, INC.",Reprocessing,11/19/1981,,Closed,Not Bonded
S400391,TRENT ENTERPRISES,Coal Surface Mine,05/02/1991,,Closed,Not Bonded
U005285,"TRUST COAL COMPANY, INCORPORATED",Coal Underground,08/14/1985,,Closed,Not Bonded
R000184,BENAFUELS INC,Reprocessing,03/09/1984,,Closed,Not Bonded
R000881,BENAFUELS INC,Reprocessing,12/14/1981,,Closed,Not Bonded
S502287,"4 J COAL COMPANY, INC.",Coal Surface Mine,06/05/1987,,Closed,Not Bonded
U059000,AMBER COAL CORPORATION,Coal Underground,07/07/1980,,Closed,Not Bonded
S030670,BAKER ELECTRIC WHOLESALE CO,Coal Surface Mine,07/24/1970,,Closed,Not Bonded
P006077,BEE ROCK MINING COMPANY,Prospect,05/08/1977,,Closed,Not Bonded
U010300,BEE ROCK MINING COMPANY,Coal Underground,06/07/1977,,Closed,Not Bonded
U009400,BETH ANN MINING CO.,Coal Underground,05/11/1977,,Closed,Not Bonded
U028500,COALBURG COAL VENTURE,Coal Underground,05/29/1978,,Closed,Not Bonded
S501786,DANIELS CREEK COAL CORP.,Coal Surface Mine,02/03/1986,,Closed,Not Bonded
U002084,EAGLE ENERGY INC X,Coal Underground,02/14/1984,,Closed,Not Bonded
S018775,ENERGY MINING CO,Coal Surface Mine,08/21/1975,,Closed,Not Bonded
H013100,FREEBURN COAL CORPORATION,Other - Haulroad Only,05/21/1975,,Closed,Not Bonded
U056100,FREEBURN COAL CORPORATION,Coal Underground,05/08/1980,,Closed,Not Bonded
S508987,JAMES COAL COMPANY,Coal Surface Mine,05/24/1988,,Closed,Not Bonded
P504590,"LITTLE LUMP COAL, INC.",Prospect,08/03/1990,,Closed,Not Bonded
U048300,LOGAN MOHAWK COAL COMPANY,Coal Underground,11/07/1979,,Closed,Not Bonded
U048400,LOGAN MOHAWK COAL COMPANY,Coal Underground,11/07/1979,,Closed,Not Bonded
U048500,LOGAN MOHAWK COAL COMPANY,Coal Underground,11/07/1979,,Closed,Not Bonded
U507987,M & H COAL CO/POVAL CORP,Coal Underground,02/08/1988,,Closed,Not Bonded
D005081,"MCNAMEE RESOURCES, INC.",Coal Underground,12/14/1982,,Closed,Not Bonded
O001684,"MCNAMEE RESOURCES, INC.",Other,04/11/1984,,Closed,Not Bonded
O003483,"MCNAMEE RESOURCES, INC.",Other,02/10/1983,,Closed,Not Bonded
S010483,"MCNAMEE RESOURCES, INC.",Coal Surface Mine,12/28/1983,,Closed,Not Bonded
S010680,"MCNAMEE RESOURCES, INC.",Coal Surface Mine,12/14/1982,,Closed,Not Bonded
U000784,"MCNAMEE RESOURCES, INC.",Coal Underground,01/17/1984,,Closed,Not Bonded
P505195,MERIT COAL COMPANY,Prospect,12/27/1995,,Closed,Not Bonded
U050700,"PREECE BROTHERS COAL CO., INC.",Coal Underground,04/26/1984,,Closed,Not Bonded
D008182,PSB MINING COMPANY,Coal Underground,07/16/1982,,Closed,Not Bonded
O001882,PSB MINING COMPANY,Other,05/05/1982,,Closed,Not Bonded
S504086,RATON FUELS CORP,Coal Surface Mine,10/28/1987,,Closed,Not Bonded
O010683,RED JACKET COAL COMPANY,Other,08/04/1983,,Closed,Not Bonded
S000784,RED JACKET COAL COMPANY,Coal Surface Mine,02/14/1984,,Closed,Not Bonded
S009979,RED JACKET COAL COMPANY,Coal Surface Mine,01/07/1983,,Closed,Not Bonded
U004284,RED JACKET COAL COMPANY,Coal Underground,04/19/1984,,Closed,Not Bonded
U005084,RED JACKET COAL COMPANY,Coal Underground,05/29/1984,,Closed,Not Bonded
U013583,RED JACKET COAL COMPANY,Coal Underground,06/24/1983,,Closed,Not Bonded
U506687,SALYERS LEASING CORPORATION,Coal Underground,12/09/1987,,Closed,Not Bonded
U013700,WOLFORD-ENTERPRISES COAL CORPORATION,Coal Underground,07/26/1977,,Closed,Not Bonded
U074300,"ADAM IV MINING, INC.",Coal Underground,01/18/1981,,Closed,Not Bonded
S004980,ALBERTA COAL CO. INC.,Coal Surface Mine,04/11/1980,,Closed,Not Bonded
U012800,"B & M COAL COMPANY, INC.",Coal Underground,07/18/1977,,Closed,Not Bonded
