PermitID,Permittee,Mine_Name,Highwall_IDs,Total_Length,Total_Cost_Min,Total_Cost_Mid,Total_Cost_Max,Bond_Amoun,Avail_Bond,Bond_Type,Land_Req_B,Water_Req_,Total_Req_,Shortfall,Mine_Statu,Std_Status,Acres,Post_SMCRA,.geo,system:index
3015,APPOLO FUELS INC,TACKETT CREEK MINE,[191],123.9525507,67130.28856,100695.4328,134260.5771,0,0,,,,,,Phase III Release,Released,292.6229176,1,"{""type"":""Polygon"",""coordinates"":[[[-83.8356837718202,36.53190358007084],[-83.83565698635807,36.53187853720094],[-83.83543849423802,36.53173876730008],[-83.83489007560294,36.53132671057358],[-83.83459575477974,36.53055637470146],[-83.83452883038204,36.53047396956117],[-83.83434157116105,36.53024823603418],[-83.83407848475115,36.53010845727288],[-83.83391792946604,36.53006549287808],[-83.83377525826434,36.53002608127399],[-83.83340963651257,36.52999026386694],[-83.83302612787703,36.52994727739605],[-83.83302167692929,36.53014790771787],[-83.83311530861683,36.530624458416696],[-83.83308860296418,36.53067820143586],[-83.83305291448303,36.530699687818476],[-83.83298598840939,36.53073911162685],[-83.83287455269378,36.530746249972374],[-83.83233048130582,36.53053131844498],[-83.83208082028503,36.53052408216291],[-83.83199163804795,36.53052054026911],[-83.83184451135295,36.53049543696981],[-83.83181327318658,36.53049546522326],[-83.83171073743593,36.53050265181518],[-83.83156352914199,36.53057431760061],[-83.83148324827495,36.53066028682785],[-83.83146544403624,36.5307176112243],[-83.83122023058881,36.531541715733255],[-83.83106411894514,36.53196805115056],[-83.8309615819479,36.53215801836452],[-83.8308233550076,36.53234786486709],[-83.83076540966404,36.53239801920869],[-83.8304442814093,36.53267747901831],[-83.83018571044167,36.53286027932287],[-83.82987356244793,36.53298921203786],[-83.82942763400001,36.53305733643341],[-83.82932064306489,36.53303939916447],[-83.82929830605347,36.53303939408251],[-83.82923590805481,36.53296773798841],[-83.82919576611827,36.53280292684767],[-83.82930275727016,36.532383670930145],[-83.82943653641439,36.53199676794072],[-83.82947667819411,36.53188210998278],[-83.82949901514087,36.53182477488862],[-83.82960600576635,36.53139483349078],[-83.82963724505163,36.530975595017786],[-83.82948112939792,36.530724768076084],[-83.82947667819411,36.53071402264644],[-83.8294855806014,36.53017294569871],[-83.8294098291674,36.53002247096201],[-83.82923590805481,36.52998308107026],[-83.82910212847513,36.530000972410974],[-83.82875881621045,36.53038082793078],[-83.8283217822725,36.53066743910334],[-83.82816574421949,36.5309863259888],[-83.82814785808964,36.53125509869079],[-83.82784913467401,36.531566766489945],[-83.82765295248316,36.53177102789774],[-83.82733188894507,36.53202896107988],[-83.82731400257325,36.532039700921466],[-83.82661837245792,36.53226190614973],[-83.8263910263704,36.5324553501606],[-83.82610111640177,36.53287096960894],[-83.82596295949652,36.5330358381254],[-83.82574888447701,36.53330455490548],[-83.82546350391884,36.53350517716114],[-83.82539211810472,36.5335553714799],[-83.82489273883951,36.5336950542574],[-83.82470545033796,36.533813263743696],[-83.82467420855329,36.53392081950956],[-83.82479019157573,36.5341751502799],[-83.82499528593276,36.53451196612262],[-83.82515133201098,36.53469115122663],[-83.8252227181039,36.53473411108437],[-83.8255482441147,36.53493471612681],[-83.82602090935505,36.535128229508736],[-83.82613235746336,36.535246452929854],[-83.82620819386052,36.53532529319876],[-83.82637313972559,36.535737323111086],[-83.82638204258112,36.5358448180968],[-83.82650692522822,36.536063376363366],[-83.82651582806443,36.53608125157774],[-83.82633299592469,36.53618515066922],[-83.82602090935505,36.53641444857826],[-83.82585588161182,36.53645388119206],[-83.82501309204048,36.5363069305451],[-83.82467420855329,36.53634278537063],[-83.82438882302067,36.53648252696411],[-83.82434422635328,36.536504040351886],[-83.82415701712351,36.53676558805822],[-83.82396972638713,36.53691960501418],[-83.82392958102128,36.53693395561819],[-83.82363528879127,36.53693400062225],[-83.82356390086044,36.536919626628375],[-83.82336325338773,36.53687662908437],[-83.82305115178565,36.53684437206425],[-83.82278801717959,36.53682647794905],[-83.82259627058443,36.53683725076144],[-83.82253386580203,36.53686589131705],[-83.82236000623082,36.53694470057144],[-83.82214591870185,36.53705223009539],[-83.82198986501768,36.53714534972054],[-83.8219185561229,36.537191928680016],[-83.82166877198868,36.53733161545926],[-83.82141016421218,36.53735313455887],[-83.82125410866625,36.537453481111434],[-83.82124075327182,36.53750002125804],[-83.82124075327182,36.53751792824746],[-83.82123184967395,36.53755738824261],[-83.82120505793074,36.537740081036446],[-83.8211917025257,36.53782251697066],[-83.82115600715619,36.53789771742283],[-83.82111585995858,36.53795502678382],[-83.82110695634266,36.53796935119181],[-83.82104455005319,36.5380302719506],[-83.82099995096716,36.5380660759543],[-83.82092410816425,36.53810913314419],[-83.82082155430055,36.53817356007874],[-83.8207903914905,36.53819511004455],[-83.82059863868429,36.538288266436865],[-83.82054513557878,36.53831334131141],[-83.8204068852819,36.53842076791156],[-83.82038907784408,36.53843873805715],[-83.82029542682511,36.538524653357904],[-83.8202597309369,36.53862145574099],[-83.82027308654375,36.53865368956017],[-83.82030878242423,36.53872535804704],[-83.82046038850731,36.53882923267665],[-83.8205897349937,36.53891519747736],[-83.82067885278424,36.538972547215415],[-83.82071454842989,36.53913013415233],[-83.82071454842989,36.53937737615277],[-83.8206387862186,36.539441874985144],[-83.82041133714056,36.53940964199299],[-83.82004571706048,36.539302157787475],[-83.81976476201297,36.53921975727508],[-83.81959534655307,36.53913730191726],[-83.81950169432895,36.53905852446239],[-83.81909146839084,36.53872530431233],[-83.81873029246714,36.538542640556976],[-83.81823085925464,36.53834911587621],[-83.81799004519922,36.538291789813435],[-83.8175976174572,36.53841002789197],[-83.81746834564326,36.53847093124441],[-83.81737469018995,36.53859273907861],[-83.817365786034,36.538607062980695],[-83.8173835943446,36.53876832399297],[-83.81743710019235,36.53880773118369],[-83.81780718778101,36.539069221558535],[-83.81799894926507,36.5391624475855],[-83.8182040662079,36.53929497096374],[-83.81841363447154,36.539431092173096],[-83.81856079322075,36.53963174464591],[-83.81862773495584,36.539796534765244],[-83.81864999488793,36.539861017468446],[-83.81856524521264,36.53998640670733],[-83.81833786943405,36.54010826663369],[-83.81784288508851,36.54028739210499],[-83.81772696994665,36.54036615301354],[-83.81761105458699,36.54044860992787],[-83.81760660252624,36.54045215760748],[-83.81749951013163,36.54057753705884],[-83.81727213042498,36.54121522003922],[-83.81727213042498,36.54139083026519],[-83.81703576472943,36.541770540516865],[-83.8169020396266,36.54183145557946],[-83.81658545319452,36.54181356981269],[-83.8163535370197,36.541766970391606],[-83.81624652339833,36.54176339523069],[-83.8160949069589,36.54171676820379],[-83.8160280434241,36.5416953145608],[-83.81597008417549,36.54168812143378],[-83.81592102923817,36.541691739081685],[-83.81586306988905,36.54174187754258],[-83.81582737143601,36.5417884879885],[-83.81579167296235,36.5418493902066],[-83.81571590470486,36.542003411864236],[-83.815644588557,36.54220045702048],[-83.81557764358497,36.54236528434052],[-83.8155598347531,36.542619640352086],[-83.81560888997758,36.542866783818006],[-83.81565794516305,36.5430064931963],[-83.8156757539666,36.5430853629654],[-83.815756055417,36.543225048875414],[-83.81584518019068,36.54327517158769],[-83.816224262599,36.5433754772208],[-83.81660771386353,36.5435295601394],[-83.81661216599637,36.54353315842336],[-83.816955545892,36.543873498511516],[-83.81713832488731,36.543819727075004],[-83.817472797714,36.54356182565626],[-83.81771361378851,36.543271635836824],[-83.81790529461728,36.54321791319037],[-83.8184270714236,36.54277003910692],[-83.81867225481199,36.54245477193539],[-83.81879270109813,36.54241895825736],[-83.8190335120202,36.54228284891312],[-83.81935453782438,36.54204280196536],[-83.81952840586804,36.54184934079777],[-83.81950169432895,36.54133706165163],[-83.81976476201297,36.54117943127132],[-83.8200858649547,36.54089995575864],[-83.8202329387714,36.540735165046826],[-83.82025527906731,36.54053812162114],[-83.82031323428997,36.54073874900357],[-83.82048718057402,36.54116148914489],[-83.8209196563426,36.541322701158705],[-83.82115155535129,36.54135138501535],[-83.82098659551771,36.54150547490163],[-83.82092855998556,36.54150181214559],[-83.82041133714056,36.54131559443935],[-83.82010812436059,36.54132633773004],[-83.82007242836399,36.54168811229187],[-83.81997877686423,36.54180991722933],[-83.81963096188188,36.542024923715545],[-83.81950169432895,36.54214315777927],[-83.81943483448646,36.54229000467499],[-83.8194258496837,36.542497837772764],[-83.81937679749419,36.5426052774303],[-83.81914497275729,36.542838116007474],[-83.81904241593543,36.54306385149278],[-83.81904241593541,36.54312832813022],[-83.81914497275729,36.543336105751386],[-83.81915832860551,36.54347585309789],[-83.8190335120202,36.54371940661606],[-83.8189443109076,36.54381260822017],[-83.81876590829542,36.543923610984265],[-83.81857868213167,36.54395226769013],[-83.81814610900352,36.543894947395735],[-83.81801230536144,36.54390567328715],[-83.81803019443142,36.5440132111977],[-83.81816391708888,36.54421734536705],[-83.81827991235538,36.54445743867341],[-83.81820406620788,36.54466516848854],[-83.8180346464616,36.544890882226206],[-83.81794989594091,36.544966078318296],[-83.81786522625002,36.54489089166634],[-83.81748615392426,36.54429975952919],[-83.81735242979767,36.544228107859205],[-83.81722307652291,36.54421023418013],[-83.81697335432102,36.54424246650786],[-83.81652749446954,36.54438576299992],[-83.81636697442046,36.544593538021466],[-83.8162554277158,36.54485863369474],[-83.81615731825592,36.54488730541491],[-83.8159432901469,36.544905204804465],[-83.81565794516305,36.54500195112775],[-83.81551077948963,36.545216903701906],[-83.81531010581926,36.54489800822268],[-83.81500694891578,36.54465083982164],[-83.81469480503111,36.544468172037675],[-83.81459224081149,36.54437143952175],[-83.81444952488526,36.544328476266564],[-83.8142711902265,36.54434280258116],[-83.81395459029578,36.54449320104877],[-83.81391443841146,36.544629350202264],[-83.81396794726761,36.54480493369448],[-83.81395904262004,36.54504134452472],[-83.81419979145787,36.545553606316],[-83.81417752992013,36.54558941176474],[-83.81366470281863,36.545725607531395],[-83.81354432747337,36.54581874572013],[-83.81341504716723,36.545965629102476],[-83.81320100954656,36.545926194170214],[-83.81276847966842,36.54598712739855],[-83.8118810674981,36.54649220534146],[-83.81161351370642,36.54657458515381],[-83.81104278237802,36.54669634681223],[-83.81108293613057,36.546338119802805],[-83.81104278237802,36.546209225638194],[-83.81090896333261,36.546123190731365],[-83.81068155934082,36.54611607491237],[-83.81026690312737,36.54644920592207],[-83.80997707928611,36.54676441783517],[-83.80974513827654,36.5469543428726],[-83.80950437206239,36.547215837309246],[-83.80968272049478,36.54778538309619],[-83.80975857711623,36.54783555822037],[-83.81014652115516,36.547986027023335],[-83.81048095092312,36.54806481130331],[-83.81099817606179,36.54807554745165],[-83.81153328782001,36.5479609758058],[-83.81165811957797,36.547982398763956],[-83.81192567317632,36.54797525177862],[-83.81255443980537,36.54778184244208],[-83.81309844284421,36.547964542113824],[-83.81350862767889,36.54797168716905],[-83.8140214560774,36.54779254357122],[-83.81468136726619,36.547355494589134],[-83.81489539975242,36.547341212739475],[-83.81541712106474,36.54735552959662],[-83.81560888997757,36.54730535092402],[-83.81571590470486,36.54727673186567],[-83.81593438578439,36.54718720025652],[-83.81628667376516,36.546990112723705],[-83.8167593290428,36.546449216343],[-83.81719183094779,36.54630950259738],[-83.81730782804209,36.54646351602053],[-83.81755301587886,36.54668204478147],[-83.8178607742076,36.546836138439616],[-83.81829772040213,36.54683611139891],[-83.81873919642614,36.546610372681656],[-83.8190289791174,36.54650654129251],[-83.81921183291396,36.54633458450765],[-83.81922964069166,36.546323844286846],[-83.8193857823041,36.54625218287709],[-83.81963096188188,36.54603721284488],[-83.819755858202,36.545750632796704],[-83.81995651741165,36.54511299483422],[-83.82012148000028,36.54486224315212],[-83.82082155430055,36.54418516640412],[-83.82108016454518,36.543834044852865],[-83.8211961543277,36.54361910777089],[-83.82121396153248,36.54342569715911],[-83.82122286513295,36.54328595248524],[-83.82145031121823,36.543637033899046],[-83.82151716887594,36.54379105045626],[-83.82153060515192,36.544231743997635],[-83.82148600641739,36.54438573684608],[-83.82146366656728,36.544457433361195],[-83.82134775822952,36.54486941255944],[-83.82134330643848,36.54495180891339],[-83.8213388546471,36.54501629996955],[-83.82132541832934,36.5452920666052],[-83.82131651474369,36.545406756833536],[-83.82124075327182,36.545539256907716],[-83.82131651474369,36.54557151656939],[-83.82144585943458,36.5456324231571],[-83.82150381353848,36.54566105006588],[-83.82157965562854,36.54560732011808],[-83.82168220823162,36.54543538693328],[-83.82178921242337,36.544869358529574],[-83.82184716620463,36.54467950830256],[-83.8218739576689,36.544478926899984],[-83.82192300787241,36.54411350286765],[-83.82193191137051,36.543855566676434],[-83.82184716620463,36.54361914569435],[-83.82172235506057,36.54342204560576],[-83.8216019144953,36.543293097673356],[-83.82135221002028,36.54282734990168],[-83.82134775822952,36.54276288868585],[-83.82138345348804,36.54270559897915],[-83.82196307360378,36.542444029068214],[-83.8220701582489,36.54237959343423],[-83.82224401863726,36.54227212569654],[-83.82253386580203,36.54209296116186],[-83.82388053241382,36.54156274614332],[-83.82454050001104,36.541186627082695],[-83.82494623817306,36.54110421473124],[-83.82586478454203,36.54083551696229],[-83.82620819386052,36.54067783809645],[-83.82666741888733,36.54038766306894],[-83.82731845393323,36.540305283178775],[-83.82724269983584,36.539868157844374],[-83.82722036207139,36.5397464202795],[-83.82721591070431,36.539707009039034],[-83.82719365386414,36.539556526224914],[-83.82719810523281,36.5395349892785],[-83.82721591070431,36.53937376483826],[-83.82754142619035,36.53949558101239],[-83.82763951754131,36.539513469486685],[-83.82765295248316,36.53951350738217],[-83.82768856315825,36.53952068873722],[-83.82771090075303,36.53949917348844],[-83.82771980341535,36.53949199495819],[-83.82788927748759,36.53933795905186],[-83.82790263144196,36.53932723227599],[-83.8280007222181,36.53923768015165],[-83.82804976754764,36.539165961751465],[-83.82811669898224,36.5388650086894],[-83.82824594847553,36.53897609605505],[-83.82826383457693,36.53899041027239],[-83.82857145852208,36.53923409966362],[-83.82870078799377,36.53934872230251],[-83.82873647899544,36.539352293312675],[-83.82880332875249,36.53929858086927],[-83.82909322601245,36.53909795430629],[-83.82924481049689,36.53895103990653],[-83.82968628907894,36.538556920715315],[-83.82980663292116,36.53821658681547],[-83.8299716500874,36.538051799922656],[-83.83047552026964,36.53771503074832],[-83.83054690019684,36.53753225705398],[-83.83092144113537,36.53717401001585],[-83.83113104710623,36.53701275631171],[-83.83180437111555,36.53660078519934],[-83.83196930200468,36.536504002316406],[-83.83223684842565,36.53633925056951],[-83.83242419497081,36.535909295776065],[-83.83242419497081,36.53571222959015],[-83.83235726821424,36.53539333174719],[-83.83258467322155,36.535260756200095],[-83.83294139796205,36.53514611787944],[-83.83310640673389,36.53517123974676],[-83.83357011219668,36.535361139485765],[-83.83402944421954,36.53535390791021],[-83.83447088852313,36.535250050252735],[-83.83473842408135,36.53513893001238],[-83.83479636568863,36.53509600415313],[-83.8348632897957,36.535045820606804],[-83.83494801706759,36.53498135977514],[-83.83510403794726,36.53486307985965],[-83.83583534009193,36.53432920213509],[-83.83609841899901,36.53413578157668],[-83.83635259536865,36.533970980175965],[-83.83635704607573,36.5339673491459],[-83.83667814351354,36.533691489343596],[-83.8370214925761,36.53338695692351],[-83.83694566948562,36.533261543310694],[-83.8367271819366,36.53290679507194],[-83.8365621828628,36.53274202538515],[-83.83632144040999,36.532415944897195],[-83.83610740137188,36.53226909570674],[-83.83607616536689,36.532243987426256],[-83.83573726178676,36.53194659671779],[-83.8356837718202,36.53190358007084]],[[-83.82332310762702,36.538983297898696],[-83.82327851018881,36.538954621959164],[-83.82320720278413,36.53890805293228],[-83.82307786178747,36.53883999772809],[-83.82300210247945,36.5387933623322],[-83.82291290710646,36.53892953397476],[-83.82282371160447,36.5390620910797],[-83.8226676596355,36.5392233033505],[-83.82210132041229,36.53939169194147],[-83.82209686867562,36.53939885405133],[-83.82199876850613,36.53963888036244],[-83.82198096152794,36.53968551730719],[-83.82195862185712,36.53973561580466],[-83.82182935918267,36.53992195072474],[-83.82154396048358,36.540212155578345],[-83.82122731693272,36.5404378219236],[-83.82058075035917,36.54051662024117],[-83.82050943983508,36.54051309114487],[-83.82052279538786,36.540548856132645],[-83.82056294297155,36.54065278749854],[-83.82065659358432,36.540878508429934],[-83.82073688855135,36.54103610147311],[-83.82085279803715,36.54110058696475],[-83.82098214370058,36.54113283075615],[-83.82115600715619,36.54111850767783],[-83.82132096653667,36.54108630991177],[-83.82143250408168,36.5410182436679],[-83.82151271709712,36.54090715732224],[-83.8215528640364,36.540760236967294],[-83.82157520385421,36.54065995252607],[-83.82160636626769,36.54057039216805],[-83.82170446706138,36.540487994231995],[-83.82182935918267,36.54045215988106],[-83.82210132041229,36.540416301711716],[-83.82227526165322,36.54043064723791],[-83.82239116824776,36.5403984539303],[-83.82247591266609,36.54030526038087],[-83.82250715556457,36.54026942252158],[-83.82259627058443,36.540147624061674],[-83.82257401207656,36.540075995966774],[-83.82250262291707,36.53987894313318],[-83.82247146095646,36.53977506569486],[-83.82245810582567,36.539663978232056],[-83.82250262291707,36.539599503355646],[-83.82262751342193,36.53950280167162],[-83.82283261497253,36.53940959536468],[-83.82297085983171,36.53937017908492],[-83.82313136269572,36.539287805528744],[-83.82323391271836,36.53923044137026],[-83.82331420432978,36.5391301973648],[-83.82333654350951,36.539080015940606],[-83.82335435009627,36.53902984625367],[-83.82332310762702,36.538983297898696]],[[-83.82907987231603,36.536457445091365],[-83.82907088891862,36.53644309812992],[-83.82900403945177,36.536299831353425],[-83.82875881621045,36.536206646978044],[-83.82863838939018,36.53604902615981],[-83.8285937957969,36.53606331286652],[-83.82853584835706,36.53607764815323],[-83.8283886324793,36.5363320739584],[-83.82835747349363,36.53636069132278],[-83.82817909811396,36.53651476713149],[-83.8276796604914,36.536701109537425],[-83.82719365386414,36.536894551166846],[-83.82690382860443,36.53698773959374],[-83.82645787867114,36.5364932448297],[-83.82638657494346,36.53641086171696],[-83.82617695283734,36.536564960120785],[-83.82607885915911,36.536632992248556],[-83.825913831571,36.53667242479577],[-83.82528066865822,36.53657567003679],[-83.82522716961489,36.53656854780389],[-83.82524942716503,36.53657922830988],[-83.82560619436305,36.53671178816808],[-83.8250487851773,36.53744629717702],[-83.82481690082425,36.537632588186455],[-83.82463414458347,36.53774010011601],[-83.82461180587383,36.537754386675054],[-83.8245895480935,36.5378153341762],[-83.82459399965022,36.537883413969766],[-83.82462961209231,36.537940703052975],[-83.82469654724031,36.53800158464823],[-83.82479019157573,36.53806968059536],[-83.82479464311795,36.53807327880562],[-83.82492843204602,36.53815207718898],[-83.82501309204048,36.53835269527461],[-83.82495959276496,36.53844225358509],[-83.82495514123464,36.53844226962324],[-83.82471880498201,36.53848170492532],[-83.82468319259144,36.53852824304462],[-83.82483923945956,36.538696659268446],[-83.8249685767615,36.538750420033246],[-83.82514688049451,36.53881846098705],[-83.82566859603605,36.53884710302372],[-83.82595842710305,36.538814869852075],[-83.82651582806443,36.53882564083646],[-83.82678784955833,36.53888653582468],[-83.82732743758605,36.53921254242783],[-83.82751916946772,36.53928061724097],[-83.82762171219217,36.53927343665198],[-83.82783578070806,36.53910864688341],[-83.82798736828498,36.53838140431033],[-83.82820588682688,36.53779380885451],[-83.82818354941148,36.537403296724676],[-83.82826828586832,36.53725637230773],[-83.82896389736422,36.536894530898465],[-83.82907987231603,36.53676195263472],[-83.8291110309365,36.536561325894745],[-83.8291110309365,36.53655779370333],[-83.82911548216673,36.53653272356062],[-83.82907987231603,36.536457445091365]]]}",10
3112,APPOLO FUELS INC,JELLICO STRIP,[183],215.0074879,104696.8024,157045.2037,209393.6049,0,0,,,,,,Returned/Permit Transferred,Transferred,2208.955887,1,,25
72-059,BLAIR FORK COAL COMPANY,10 - 9,[148],306.7620296,146022.1599,219033.2398,292044.3197,,,,,,,,Not Applicable,Not Bonded,106.09907,0,,0000000000000000001d
2947,GATLIFF COAL COMPANY,WHITE OAK AREA 12,[167],186.0110753,79451.6811,119177.5216,158903.3622,0,0,,,,,,Phase III Release,Released,485.3315584,1,,24
