"State","Permit_ID","Permittee","Mine_Name","Highwall_IDs","Highwall_Length","Highwall_Cost_Min","Highwall_Cost_Mid","Highwall_Cost_Max","Avail_Bond","Full_Bond","Min_Deficit","Mid_Deficit","Max_Deficit","Mine_Status","Bond_Status","Acres","Post_SMCRA"
"Virginia","1101263","RED RIVER COAL COMPANY, INC.","","[884]",57.8239061,64292.54047,96438.81071,128585.0809,0,0,64292.54047,96438.81071,128585.0809,"Released","Released",0,NA
"Virginia","1100717","RED RIVER COAL COMPANY, INC.","BUCK KNOB MINE","[938]",322.56748637,197063.45358,295595.18039,394126.90719,0,0,197063.45358,295595.18039,394126.90719,"Released","Released",0,NA
"Virginia","1101401","RED RIVER COAL COMPANY, INC.","NORTH FOX GAP SURFACE MINE","[913, 923]",730.50382645,695798.41959,1043697.62938,1391596.83921,0,0,695798.41959,1043697.62938,1391596.83921,"Released","Released",0,NA
"Virginia","1102135","REVELATION ENERGY, LLC","JONES FORK SURFACE MINE #3","[1880]",134.41368832,61844.59791,92766.89686,123689.19581,2000900,2000900,-1939055.40209,-1908133.10314,-1877210.80419,"ACT/NOT PRDCNG","Bonded",88.27,1
"Virginia","1100786","SOUTHWESTERN VIRGINIA COAL CORP.","HOME CREEK STRIP","[1608]",146.32321908,37434.13052,56151.195787,74868.261053,0,0,37434.13052,56151.195787,74868.261053,"Released","Released",0,NA
"Virginia","1501702","THE BANNER COMPANY","BANNER #2 STRIP","[1286, 1285, 1282, 1283, 1284]",1059.63389889,439386.0585417,659079.087834,878772.117009,1227600,1227600,-788213.9414583,-568520.912166,-348827.882991,"TEMP CESSATION","Bonded",180.23,1
"Virginia","1100918","THE BANNER COMPANY","HOKIE MINING #3","[1292]",63.57906121,24199.70649,36299.55974,48399.41299,0,0,24199.70649,36299.55974,48399.41299,"Released","Released",0,NA
"Virginia","1101779","THE BANNER COMPANY","HONEY BRANCH REMINING PERMIT","[1308, 1306, 1307, 1311]",753.35943053,428979.865585,643469.798322,857959.731112,0,0,428979.865585,643469.798322,857959.731112,"Released","Released",0,NA
"Virginia","1102049","THE BANNER COMPANY","COON BRANCH RECLAMATION AREA","[1272]",87.16951706,22225.623224,33338.43483,44451.24645,0,0,22225.623224,33338.43483,44451.24645,"Released","Released",0,NA
"Virginia","1601788","THE BLACK DIAMOND COMPANY","CONVICT HOLLOW REMINING PERMIT","[1458]",369.29194127,301657.15219,452485.72833,603314.30439,786800,786800,-485142.84781,-334314.27167,-183485.69561,"ACT/NOT PRDCNG","Bonded",346.56,1
"Virginia","1102067","THE BLACK DIAMOND COMPANY","BEE TREE AUGER","[1383]",92.66202172,51286.2503,76929.37544,102572.5006,35300,35300,15986.2503,41629.37544,67272.5006,"RECLAIMED/ACT.","Bonded",53.06,1
"Virginia","1601787","THE BLACK DIAMOND COMPANY","BUCKEYE BRANCH/CANEY FORK REMINING","[1415, 1414]",419.60175496,147501.930905,221252.896352,295003.86181,460200,460200,-312698.069095,-238947.103648,-165196.13819,"TEMP CESSATION","Bonded",344.29,1
"Virginia","1601816","THE BLACK DIAMOND COMPANY","ELKINS BRANCH REMINING PERMIT","[1611, 1614]",470.27734291,202209.800147,303314.700215,404419.600333,2015600,2015600,-1813390.199853,-1712285.299785,-1611180.399667,"TEMP CESSATION","Bonded",110.07,1
"Virginia","1102056","TRUE ENERGY FUELS, LLC","TRUE ENERGY FUELS, LLC","[985, 992, 976, 983]",1265.65284215,662577.5202219,993866.280445,1325155.040573,684000,684000,-21422.4797781,309866.280445,641155.040573,"ACTIVE","Bonded",289.64,1
"Virginia","1602078","VIRGINIA FUEL CORPORATION","VFC - EASTERN STRIP","[642]",179.78013309,57050.88802,85576.33203,114101.77602,738000,738000,-680949.11198,-652423.66797,-623898.22398,"ACT/NOT PRDCNG","Bonded",308.98,1
"Virginia","1602068","VIRGINIA FUEL CORPORATION","VFC - WESTERN STRIP","[603]",139.3119267,57302.48403,85953.72605,114604.9681,2480100,2480100,-2422797.51597,-2394146.27395,-2365495.0319,"ACT/NOT PRDCNG","Bonded",1496.01,1
"Virginia","1702073","VIRGINIA FUEL CORPORATION","VFC - CALVIN FACILITIES","[620, 622]",223.75002301,126594.539634,189891.809461,253189.07928,1835875,1835875,-1709280.460366,-1645983.190539,-1582685.92072,"ACTIVE","Bonded",734.13,1
"Virginia","1602074","VIRGINIA FUEL CORPORATION","VFC - STATE LINE STRIP","[645, 663, 643, 652]",492.36921796,197684.780965,296527.171437,395369.561979,3450400,3450400,-3252715.219035,-3153872.828563,-3055030.438021,"ACT/NOT PRDCNG","Bonded",1604.9,1
"Virginia","3121","Virginia Partners Limited","","[584]",116.4380963,46474.56735,69711.85103,92949.1347,0,0,46474.56735,69711.85103,92949.1347,"Revoked","Forfeited",40.85,0
"Virginia","1101661","","","[879, 882]",213.558057,124806.03617,187209.05425,249612.07236,0,0,124806.03617,187209.05425,249612.07236,"Phase 3","Released",NA,NA
"Virginia","1102164","","","[1431]",351.73323862,108978.966911,163468.450359,217957.933815,0,0,108978.966911,163468.450359,217957.933815,"Phase 3","Released",NA,NA
