"Permit_ID","Permittee","Mine_Name","Orig_Bond","Curr_Bond","Avail_Bond","Mine_Status","Bond_Status","Highwall_Comp","Highwall_Viol","Highwall_Total","Acres","Issue_Date","Per_Type","Type_Flag","Post_SMCRA","Full_Bond","Highwall_IDs","Highwall_Length","Highwall_Cost_Min","Highwall_Cost_Mid","Highwall_Cost_Max","Min_Deficit","Mid_Deficit","Max_Deficit"
"8485459","SEQUOIA ENERGY LLC","Upper Harlan #4",401800,242400,242400,"Revoked","Bonded",0,800,800,21.8963302,2009-07-24,"PERMANENT","ACT",1,242400,"[361]",289.75321362,107960.215893,161940.323835,215920.43181,-134439.784107,-80459.676165,-26479.56819
"4668003","SHAMROCK COAL COMPANY INCORPORATED","",297970,0,0,"Permit Released","Released",NA,NA,NA,50.75590445,1984-03-20,"PERMANENT","INACT",1,0,"[338]",97.23762824,38704.83323,58057.24984,77409.66645,38704.83323,58057.24984,77409.66645
"8980733","SKYLINE EXCAVATION INC","",336100,0,336100,"Final Forfeiture","Forfeited",NA,NA,NA,134.3296923,2005-03-21,"PERMANENT","INACT",1,336100,"[1131, 1125, 1132, 1134]",1443.62271117,484380.839204,726571.258759,968761.678392,148280.839204,390471.258759,632661.678392
"8679032","SMOKY QUARTZ, LLC","",3189100,1965600,1965600,"Suspended","Bonded",NA,NA,NA,322.7315784,2021-12-01,"PERMANENT","ACT",NA,1965600,"[715]",188.7328443,70089.81018,105134.71526,140179.62035,-1895510.18982,-1860465.28474,-1825420.37965
"8675383","SMOKY QUARTZ, LLC","",83900,83900,83900,"Suspended","Bonded",350,0,350,12.69954122,2021-11-19,"PERMANENT","ACT",NA,83900,"[713]",238.76597193,70293.24621,105439.86931,140586.49242,-13606.75379,21539.86931,56686.49242
"8365632","SOUTHEASTERN LAND, LLC","",150000,75000,75000,"Active Temporary Cessation","Bonded",250,0,250,9.98052521,2014-06-12,"PERMANENT","ACT",1,75000,"[835]",194.49302119,69333.15477,103999.732151,138666.309541,-5666.84522999999,28999.732151,63666.309541
"8365650","SPURLOCK MINING, LLC","Poplarlick Plant",859600,441900,441900,"Active Temporary Cessation","Bonded",1100,0,1100,83.09661796,2016-05-26,"PERMANENT","ACT",1,441900,"[891]",406.43989855,78202.365377,117303.54807,156404.73076,-363697.634623,-324596.45193,-285495.26924
"8360448","SPURLOCK MINING, LLC","Gunstock Surface",2230900,312000,312000,"Reclamation Only","Bonded",0,0,0,163.6843044,2016-07-07,"PERMANENT","ACT",1,312000,"[862]",335.4226568,147275.50795,220913.26191,294551.01584,-164724.49205,-91086.73809,-17448.98416
"1180205","STEEL HOLLOW MINING COMPANY INC","",48510,0,0,"Permit Released","Released",NA,NA,NA,17.07053309,1981-11-17,"INTERIM","INACT",0,0,"[159]",194.16097675,98144.57264,147216.85901,196289.14531,98144.57264,147216.85901,196289.14531
"8070277","STRATA MINING INC","MINE #5",2474500,0,0,"Permit Released","Released",NA,NA,NA,490.5272245,1999-04-14,"PERMANENT","INACT",1,0,"[190, 188]",255.0444756,65028.58204,97542.87306,130057.16408,65028.58204,97542.87306,130057.16408
"8070374","STRATA MINING INC","Poplar Lick & Strays Surface",506300,0,0,"Permit Released","Released",NA,NA,NA,327.4715373,2009-12-02,"PERMANENT","INACT",1,0,"[207]",229.36636033,72660.751868,108991.12781,145321.50375,72660.751868,108991.12781,145321.50375
"8130271","STURGEON MINING COMPANY, INC.","813-0271",2904600,1855300,1855300,"Active Operations","Bonded",600,0,600,780.2400799,2005-08-25,"PERMANENT","ACT",1,1855300,"[285]",98.76413788,29406.37543,44109.56314,58812.75086,-1825893.62457,-1811190.43686,-1796487.24914
"8975095","STURGEON MINING COMPANY, INC.","STRAIGHT FORK DEEP MINE",11200,0,0,"Permit Released","Released",NA,NA,NA,15.18014995,1998-09-30,"PERMANENT","INACT",1,0,"[554]",107.0670356,31673.72015,47510.58023,63347.4403,31673.72015,47510.58023,63347.4403
"130139","TENKILLER MINING SERVICES INC","",64500,0,64500,"Final Forfeiture","Forfeited",NA,NA,NA,29.09394652,1982-04-08,"INTERIM","INACT",NA,64500,"[292]",227.134006,104881.06633,157321.59949,209762.1327,40381.06633,92821.59949,145262.1327
"8805111","TOPTIKI COAL CORPORATION","",21400,0,0,"Permit Released","Released",NA,NA,NA,62.53042429,1995-07-31,"PERMANENT","INACT",1,0,"[1228]",346.38775598,123873.36239,185810.04357,247746.72478,123873.36239,185810.04357,247746.72478
"260076","TRINITY COAL CO INC","",7560,0,0,"Permit Released","Released",NA,NA,NA,10.35044391,1979-11-29,"INTERIM","INACT",NA,0,"[214]",97.10210314,32729.02176,49093.53264,65458.04352,32729.02176,49093.53264,65458.04352
"580092","TRIPLE W FUELS","",24600,0,0,"Permit Released","Released",NA,NA,NA,90.57103057,1982-07-16,"INTERIM","INACT",NA,0,"[915]",317.5932739,140847.34029,211271.01043,281694.68061,140847.34029,211271.01043,281694.68061
"8980873","VIKING ACQUISITION GROUP LLC","",376600,0,376600,"Final Forfeiture","Forfeited",NA,NA,NA,119.4497414,2011-03-01,"PERMANENT","INACT",1,376600,"[926, 929]",693.98554895,249329.39725,373994.09587,498658.79447,-127270.60275,-2605.90413000004,122058.79447
"8488082","VIRGINIA FUEL CORPORATION","LOUDER CRK IMPOUNDMENT & STRIP",1334800,1227300,1227300,"Surety Reclamation","Bonded",0,0,0,356.619023,2011-08-31,"PERMANENT","ACT",1,1227300,"[632]",135.1290347,36683.64335,55025.46502,73367.2867,-1190616.35665,-1172274.53498,-1153932.7133
"8984450","WELLMORE COAL CORPORATION DBA THE BLACK DIAMOND CO","",520500,198500,198500,"Actively Producing","Bonded",315,0,315,31.31351918,2019-10-16,"PERMANENT","ACT",0,198500,"[1265]",149.05324461,28137.468103,42206.202154,56274.93621,-170362.531897,-156293.797846,-142225.06379
"8980862","WELLMORE COAL CORPORATION DBA THE BLACK DIAMOND CO","Wellmore Coal Corportion",2764400,91000,91000,"Active Operations","Bonded",800,0,800,169.3658598,2010-12-09,"PERMANENT","ACT",1,91000,"[1461]",473.42171272,180927.74628,271391.61941,361855.49256,89927.74628,180391.61941,270855.49256
"8975108","WHITAKER COAL CORPORATION","",94400,0,0,"Permit Released","Released",NA,NA,NA,2005.834774,2001-05-08,"PERMANENT","INACT",1,0,"[480]",207.5010632,80863.42956,121295.14434,161726.85912,80863.42956,121295.14434,161726.85912
"8975111","WHITAKER COAL CORPORATION","5A SEAM",17300,0,0,"Permit Released","Released",NA,NA,NA,15.23350677,2001-06-01,"PERMANENT","INACT",1,0,"[402, 397]",433.85451713,177381.40357,266072.10535,354762.80714,177381.40357,266072.10535,354762.80714
"8975158","WHITAKER COAL CORPORATION","",99500,99500,99500,"Suspended","Bonded",0,1665,1665,22.86051169,2017-02-23,"PERMANENT","ACT",1,99500,"[462]",244.82981865,72622.68221,108934.02331,145245.36443,-26877.31779,9434.02331,45745.36443
"587176","","",0,0,0,"","Not Bonded",NA,NA,NA,34.63700265,NA,"","RECNF",NA,0,"[608]",470.9147863,285362.93182,428044.39768,570725.86354,285362.93182,428044.39768,570725.86354
"217869X","","",0,0,0,"","Not Bonded",NA,NA,NA,39.29362945,NA,"","RECNF",0,0,"[873]",370.93539467,134921.51153,202382.2673,269843.02306,134921.51153,202382.2673,269843.02306
"8970216","","",0,0,0,"","Not Bonded",NA,NA,NA,37.65271174,NA,"","RECNF",0,0,"[384]",150.28952103,40728.398597,61092.597901,81456.797195,40728.398597,61092.597901,81456.797195
"Unknown","","",0,0,0,"","Not Bonded",NA,NA,NA,52.69620027,NA,"","RECNF",0,0,"[153]",160.38120436,56713.09744,85069.64616,113426.19488,56713.09744,85069.64616,113426.19488
"99773","","",0,0,0,"","Not Bonded",NA,NA,NA,163.8641295,NA,"","RECNF",0,0,"[507, 509]",1385.38447348,761582.841202,1142374.261778,1523165.682447,761582.841202,1142374.261778,1523165.682447
"111067X","","",0,0,0,"","Not Bonded",NA,NA,NA,207.547099,NA,"","RECNF",0,0,"[438, 439]",533.69604582,360305.21654,540457.82486,720610.43302,360305.21654,540457.82486,720610.43302
"219869X","","",0,0,0,"","Not Bonded",NA,NA,NA,122.5846397,NA,"","RECNF",0,0,"[448]",92.83226889,47257.23669,70885.85503,94514.47337,47257.23669,70885.85503,94514.47337
"280074X","","",0,0,0,"","Not Bonded",NA,NA,NA,21.95295063,NA,"","RECNF",0,0,"[1044]",326.68849953,151682.116097,227523.17415,303364.232184,151682.116097,227523.17415,303364.232184
"270773X","","",0,0,0,"","Not Bonded",NA,NA,NA,16.86669894,NA,"","RECNF",0,0,"[149, 150]",526.82057871,170805.65359,256208.48037,341611.30716,170805.65359,256208.48037,341611.30716
"474476X","","",0,0,0,"","Not Bonded",NA,NA,NA,17.91837503,NA,"","RECNF",0,0,"[152]",168.57924981,62020.77077,93031.15615,124041.54154,62020.77077,93031.15615,124041.54154
"460075X","","",0,0,0,"","Not Bonded",NA,NA,NA,36.49026461,NA,"","RECNF",0,0,"[290]",102.6292099,30556.66306,45834.99459,61113.32612,30556.66306,45834.99459,61113.32612
"266473X","","",0,0,0,"","Not Bonded",NA,NA,NA,88.8035478,NA,"","RECNF",0,0,"[503, 504]",387.73049409,109285.77445,163928.66168,218571.54891,109285.77445,163928.66168,218571.54891
