"Highwall_ID","State","Num_Segments","Rec_Status","Rec_Status_Yr","Earliest_Vis_Yr","First_Mined_Yr","Last_Mined_Yr","Max_Age","Min_Age","Mid_Age","Age_Uncertainty","Raw_Length","Length","Max_Top_Elevation","Min_Base_Elevation","Avg_Height","Min_Cost","Mid_Cost","Max_Cost","Lidar_Yr","Lidar_Project","All_Permit_IDs","Max_Slope","Mean_Slope","Med_Slope","Permit_ID","Permittee","Mine_Name","Avail_Bond","Full_Bond","Mine_Status","Bond_Status","Post_SMCRA"
650,"Kentucky",2,"Unreclaimed",2024,2016,2016,2023,9,8,8.5,0.5,195.30552456,184.9821771,509.18109,493.9395958,13.872034835,58739.99207,88109.98811,117479.98415,2023,1,"[8670569, 0670020, 0677003]",65,51.42372881,51,"8670569","RGB RESOURCES AND DEVELOPMENT LLC","",257300,257300,"Actively Producing","Bonded",NA
652,"Virginia",2,"Revegetated",2024,2000,2006,2011,24,24,24,0,125.57546903,121.15851769,815.4065587,799.3482013,15.651599155,49238.70113,73858.05169,98477.40226,2016,9,"[1602074, 1100753]",59,51.77272727,53.5,"1602074","VIRGINIA FUEL CORPORATION","VFC - STATE LINE STRIP",3450400,3450400,"ACT/NOT PRDCNG","Bonded",1
655,"Kentucky",6,"Revegetated",2023,1995,1990,2007,35,28,31.5,3.5,271.31894008,255.31634982,266.8256811,238.8564299,13.28352614,100108.626209,150162.939307,200217.252421,2023,1,"[8368094, 8368081]",65,46.68965517,48,"8368094","DFM PROCESSING LLC","",814500,814500,"Active Operations","Bonded",NA
661,"Kentucky",2,"Unreclaimed",2024,2024,2020,2023,5,0,2.5,2.5,138.97861351,131.17461796,968.1508744,946.708221,16.334531395,56099.72786,84149.5918,112199.45574,2023,1,"[8670498]",59,52.76470588,55,"8670498","A & G COAL CORPORATION","Job 4",2169300,2169300,"Surety Reclamation","Bonded",1
662,"Kentucky",10,"Unreclaimed",2024,2016,2016,2023,9,8,8.5,0.5,554.71698487,517.03817553,952.9433594,927.6625816,10.945148718,148566.9543343,222850.431497,297133.908661,2023,1,"[8675030, 8670498]",61,51.31521739,51,"8670498","A & G COAL CORPORATION","Job 4",2169300,2169300,"Surety Reclamation","Bonded",1
663,"Virginia",3,"Unreclaimed",2024,2010,2010,2023,15,14,14.5,0.5,178.09660075,172.04213264,701.8263804,676.1896693,14.636086234,62655.576735,93983.365117,125311.153489,2016,9,"[1602074, 1102028]",59,51.71428571,53,"1602074","VIRGINIA FUEL CORPORATION","VFC - STATE LINE STRIP",3450400,3450400,"ACT/NOT PRDCNG","Bonded",1
664,"Kentucky",13,"Unreclaimed",2024,2015,2016,2023,9,9,9,0,938.40588979,897.69828146,993.3469145,939.2710775,16.4572609841538,461674.328134,692511.492241,923348.656298,2023,1,"[8675030, 8485259, 8670498]",67,54.98125,55,"8670498","A & G COAL CORPORATION","Job 4",2169300,2169300,"Surety Reclamation","Bonded",1
666,"Virginia",3,"Unreclaimed",2024,2008,2008,2021,17,16,16.5,0.5,282.58441176,270.70775477,1068.122911,1043.642617,19.4364574033333,215236.436917,322854.65541,430472.87395,2023,1,"[1101914]",65,53.01587302,53,"1101914","A & G COAL CORPORATION","SAWMILL HOLLOW #3 MINE",5145000,5145000,"ACT/NOT PRDCNG","Bonded",1
667,"Virginia",2,"Unreclaimed",2024,2010,2008,2023,17,14,15.5,1.5,223.8008155,215.6148547,1114.196268,1097.17929,15.56936087,85463.06123,128194.59185,170926.12247,2023,1,"[1101914]",58,50.66666667,51,"1101914","A & G COAL CORPORATION","SAWMILL HOLLOW #3 MINE",5145000,5145000,"ACT/NOT PRDCNG","Bonded",1
668,"Virginia",1,"Unreclaimed",2024,2010,2008,2023,17,14,15.5,1.5,144.9571583,139.3277644,1108.43597,1096.545914,11.89005588,32203.78084,48305.67126,64407.56168,2023,1,"[1101914]",58,51.10526316,51,"1101914","A & G COAL CORPORATION","SAWMILL HOLLOW #3 MINE",5145000,5145000,"ACT/NOT PRDCNG","Bonded",1
669,"Virginia",6,"Unreclaimed",2024,2010,2009,2021,16,14,15,1,336.04701496,313.68615012,1101.358698,1067.314205,20.0447722598333,248998.414559,373497.621879,497996.829129,2023,1,"[1101914]",66,51.91525424,50,"1101914","A & G COAL CORPORATION","SAWMILL HOLLOW #3 MINE",5145000,5145000,"ACT/NOT PRDCNG","Bonded",1
670,"Virginia",2,"Unreclaimed",2024,2010,2010,2021,15,14,14.5,0.5,184.12388226,176.13376681,1091.858285,1066.923087,19.54659599,125427.74997,188141.625,250855.49993,2023,1,"[1101914]",65,54.27272727,55,"1101914","A & G COAL CORPORATION","SAWMILL HOLLOW #3 MINE",5145000,5145000,"ACT/NOT PRDCNG","Bonded",1
672,"Virginia",5,"Unreclaimed",2024,2010,2006,2023,19,14,16.5,2.5,423.95707028,404.11231465,1126.953649,1100.095848,14.688481134,160494.82116,240742.23176,320989.64229,2023,1,"[1101914]",65,51.03370787,50,"1101914","A & G COAL CORPORATION","SAWMILL HOLLOW #3 MINE",5145000,5145000,"ACT/NOT PRDCNG","Bonded",1
674,"Virginia",1,"Revegetated",2024,1995,2008,2013,29,29,29,0,67.78154983,65.40675234,947.1843713,933.4396822,13.74468914,20201.97511,30302.96266,40403.95022,2016,9,"[1101914, 1201765]",58,50.0952381,50,"1101914","A & G COAL CORPORATION","SAWMILL HOLLOW #3 MINE",5145000,5145000,"ACT/NOT PRDCNG","Bonded",1
675,"Virginia",16,"Unreclaimed",2024,2010,2006,2023,19,14,16.5,2.5,703.20689575,670.47526422,821.7158813,697.1094279,21.8995657311875,777814.17945,1166721.269106,1555628.358748,2016,9,"[1101905]",69,53.47692308,53,"1101905","A & G COAL CORPORATION","LOONEY RIDGE SURFACE MINE #1",1559400,1559400,"ACT/NOT PRDCNG","Bonded",1
677,"Kentucky",3,"Unreclaimed",2024,2004,2001,2022,24,20,22,2,206.1435123,196.42533203,593.0476074,569.0951889,9.41147227133333,29188.318247,43782.477375,58376.636504,2023,1,"[8675228]",59,51.13636364,51,"8675228","NALLY & HAMILTON ENTERPRISES, INC.","",0,0,"Permit Released","Released",1
679,"Virginia",29,"Unreclaimed",2024,2013,2006,2023,19,11,15,4,1948.57203298,1879.03703218,1090.856661,1019.3705,17.2855607324138,1154225.183003,1731337.774511,2308450.366002,2016,9,"[1101914]",70,53.26724138,54,"1101914","A & G COAL CORPORATION","SAWMILL HOLLOW #3 MINE",5145000,5145000,"ACT/NOT PRDCNG","Bonded",1
681,"Virginia",1,"Unreclaimed",2024,2004,2004,2022,21,20,20.5,0.5,118.6666783,114.0997848,1020.876935,999.8644906,21.01244414,82364.36827,123546.5524,164728.7365,2016,9,"[1101914, 1101914, 1101914]",63,52.5,52,"1101914","A & G COAL CORPORATION","SAWMILL HOLLOW #3 MINE",5145000,5145000,"ACT/NOT PRDCNG","Bonded",1
683,"Virginia",4,"Revegetated",2024,2005,2006,2015,19,19,19,0,254.56586889,238.67168875,733.6152816,695.0944559,17.8719754225,136393.79229,204590.68846,272787.5846,2016,9,"[1101905]",66,52.30612245,53,"1101905","A & G COAL CORPORATION","LOONEY RIDGE SURFACE MINE #1",1559400,1559400,"ACT/NOT PRDCNG","Bonded",1
685,"Virginia",1,"Revegetated",2024,2007,2007,2011,18,17,17.5,0.5,101.8871584,98.49767857,751.4492213,735.9528624,15.49635898,38671.11856,58006.67784,77342.23713,2016,9,"[1101914]",61,50.8,50,"1101914","A & G COAL CORPORATION","SAWMILL HOLLOW #3 MINE",5145000,5145000,"ACT/NOT PRDCNG","Bonded",1
686,"Virginia",2,"Unreclaimed",2024,2005,2006,2023,19,19,19,0,152.44814056,145.63660139,752.3749215,724.9121704,25.725857165,146723.95667,220085.93501,293447.91335,2016,9,"[1101824, 1101905]",63,51.19230769,50,"1101905","A & G COAL CORPORATION","LOONEY RIDGE SURFACE MINE #1",1559400,1559400,"ACT/NOT PRDCNG","Bonded",1
689,"Kentucky",2,"Revegetated",2022,2008,2007,2017,18,14,16,2,205.5903789,197.99808499,363.3652884,335.6404116,23.11327236,180595.92733,270893.89099,361191.8547,2023,1,"[8580218]",67,53.08823529,52.5,"8580218","JOHNSON-FLOYD COAL COMPANY LLC","JOHNSON-FLOYD COAL COMPANY",175400,175400,"Final Forfeiture","Forfeited",1
690,"Kentucky",7,"Revegetated",2022,2007,2001,2004,24,15,19.5,4.5,361.87580419,341.35719828,507.713608,479.6591357,11.0509270791429,100073.264341,150109.896511,200146.528658,2023,1,"[8675300]",61,52.18181818,52,"8675300","DEANE MINING LLC","Mill Creek Operation",422500,422500,"Suspended","Bonded",1
692,"Kentucky",17,"Unreclaimed",2024,2013,2013,2023,12,11,11.5,0.5,1235.56878273,1184.71690724,845.3793501,787.903109,21.4306241411765,1022639.018212,1533958.527312,2045278.036543,2023,1,"[8675136, 8670523, 8670521]",68,54.33443709,55,"8670521","REVELATION ENERGY, LLC, BEING RECLAIMED BY INDEMNITY NATIONAL INSURANCE COMPANY","Trace Fork Surface Mine",641800,641800,"Surety Reclamation","Bonded",1
694,"Kentucky",2,"Unreclaimed",2022,2008,2008,2018,17,14,15.5,1.5,222.7742436,214.3961689,367.6755556,343.6655262,20.63458901,149520.14914,224280.2237,299040.2982,2023,1,"[8580206]",65,55.04651163,55,"8580206","JOHNSON-FLOYD COAL COMPANY LLC","JOHNSON-FLOYD COAL COMPANY LLC",966100,966100,"Final Forfeiture","Forfeited",1
695,"Virginia",1,"Revegetated",2024,2003,2002,2008,23,21,22,1,129.2306084,122.233971,958.5750488,943.8214621,14.75358669,43499.92911,65249.89366,86999.85821,2016,9,"[1101914, 1101914]",61,51.19047619,50,"1101914","A & G COAL CORPORATION","SAWMILL HOLLOW #3 MINE",5145000,5145000,"ACT/NOT PRDCNG","Bonded",1
697,"Kentucky",2,"Unreclaimed",2022,2008,2009,2022,16,14,15,1,246.6361528,237.2805087,364.6815604,344.9388387,15.94038514,98686.0337,148029.05054,197372.06739,2023,1,"[8580206]",59,51.64102564,52,"8580206","JOHNSON-FLOYD COAL COMPANY LLC","JOHNSON-FLOYD COAL COMPANY LLC",966100,966100,"Final Forfeiture","Forfeited",1
699,"Kentucky",3,"Unreclaimed",2022,2008,2008,2022,17,14,15.5,1.5,133.52901632,124.99472688,368.6647135,339.6204224,15.7330402026667,67506.323343,101259.485013,135012.64669,2023,1,"[8580206]",63,51,51,"8580206","JOHNSON-FLOYD COAL COMPANY LLC","JOHNSON-FLOYD COAL COMPANY LLC",966100,966100,"Final Forfeiture","Forfeited",1
700,"Kentucky",1,"Revegetated",2025,2004,1996,2010,29,21,25,4,132.0629652,122.0826787,428.7925162,408.7927299,19.99978635,79837.35954,119756.0393,159674.7191,2023,1,"[8600502, 8600504]",63,52.25925926,52,"8600504","KENTUCKY FUEL CORPORATION","",574600,574600,"Surety Reclamation","Bonded",1
701,"Kentucky",2,"Revegetated",2024,1995,1988,1989,37,29,33,4,157.86580918,148.72370754,931.2019542,917.679376,12.83366079,39939.85268,59909.77903,79879.70536,2023,1,"[8670561, 8670247]",59,50.41666667,50.5,"8670561","4TH GEN FUELS, LLC","",3451800,3451800,"Actively Producing","Bonded",NA
702,"Virginia",4,"Unreclaimed",2024,2003,2003,2011,22,21,21.5,0.5,248.38667364,238.93470096,698.0608575,674.7287514,8.60227736225,51996.1524615,77994.2286968,103992.3049231,2016,9,"[1701819, 1701819]",60,51.60714286,51.5,"1701819","NALLY & HAMILTON ENTERPRISES, INC.","RODA COMPLEX",0,415600,"Phase 3","Released",1
704,"Kentucky",1,"Revegetated",2025,1995,1983,1997,42,30,36,6,128.8832996,122.9121552,499.2099216,485.2044107,14.00551091,39417.9604,59126.9406,78835.9208,2023,1,"[8675300]",58,50.8125,50.5,"8675300","DEANE MINING LLC","Mill Creek Operation",422500,422500,"Suspended","Bonded",1
705,"Kentucky",3,"Revegetated",2025,1995,1994,2002,31,30,30.5,0.5,165.91496248,159.26273702,461.3470397,435.5502442,14.294037262,55695.642474,83543.463726,111391.28496,2023,1,"[8605397]",59,52.42105263,53,"8605397","KNOTT COUNTY COAL, LLC","",75000,75000,"Suspended","Bonded",1
706,"Kentucky",4,"Unreclaimed",2024,2023,2022,2023,3,1,2,1,301.11596072,290.12438308,822.6492046,792.3537665,14.9429152085,134048.290933,201072.43644,268096.58185,2023,1,"[8670561, 8675136, 8670521]",62,50.58928571,50.5,"8670561","4TH GEN FUELS, LLC","",3451800,3451800,"Actively Producing","Bonded",NA
709,"Kentucky",1,"Unreclaimed",2024,2023,2022,2023,3,1,2,1,95.73248503,92.19316813,814.1659535,795.2037048,18.96224869,54197.57039,81296.35559,108395.1408,2023,1,"[8670561, 8675136, 8670521]",62,52.46666667,51,"8670561","4TH GEN FUELS, LLC","",3451800,3451800,"Actively Producing","Bonded",NA
711,"Virginia",2,"Unreclaimed",2024,2010,2009,2016,16,14,15,1,150.90450607,143.33237555,643.3261794,626.4413454,14.511390595,57236.02376,85854.03563,114472.0475,2016,9,"[1102365, 1102365]",61,50.37931034,52,"1102365","INMET MINING, LLC","NINE MILE SPUR #5",1200200,1200200,"ACT/NOT PRDCNG","Bonded",1
713,"Kentucky",3,"Revegetated",2025,2004,2003,2012,22,21,21.5,0.5,252.88205842,238.76597193,461.9514808,440.55829,13.3121104066667,70293.24621,105439.86931,140586.49242,2023,1,"[8670416, 8675383]",60,50.58333333,50,"8675383","SMOKY QUARTZ, LLC","",83900,83900,"Suspended","Bonded",NA
714,"Kentucky",2,"Revegetated",2025,1995,1985,1994,40,30,35,5,204.18933183,195.37339399,499.0514659,480.6882222,13.291678929,74760.669231,112141.00385,149521.33848,2023,1,"[8675306, 8675300]",63,51.85294118,51,"8675300","DEANE MINING LLC","Mill Creek Operation",422500,422500,"Suspended","Bonded",1
715,"Kentucky",2,"Revegetated",2025,2004,2001,2011,24,21,22.5,1.5,198.81172135,188.7328443,533.3230591,516.0320396,15.06936493,70089.81018,105134.71526,140179.62035,2023,1,"[8679032, 219970X]",64,53,53,"8679032","SMOKY QUARTZ, LLC","",1965600,1965600,"Suspended","Bonded",NA
716,"Kentucky",2,"Unreclaimed",2024,2010,2009,2023,16,14,15,1,127.80939364,122.37868734,825.1596173,795.122927,24.751073315,156219.10748,234328.66127,312438.21497,2023,1,"[8675136]",66,51.5,51,"8675136","CUMBERLAND RIVER COAL COMPANY","OVEN FORK MINE",0,0,"Permit Released","Released",1
722,"Kentucky",2,"Revegetated",2025,2010,2009,2016,16,15,15.5,0.5,224.8771158,214.5018814,290.3209216,272.0679971,16.50212779,95503.4454,143255.1681,191006.89079,2023,1,"[0600122, 8600554]",61,53.3,54,"8600554","REVELATION ENERGY, LLC, BEING RECLAIMED BY INDEMNITY NATIONAL INSURANCE COMPANY","",88400,88400,"Surety Reclamation","Bonded",1
723,"Kentucky",2,"Unreclaimed",2024,2019,2012,2023,13,5,9,4,106.83517883,102.80873172,877.4516153,856.0627124,17.62888109,66014.282098,99021.42315,132028.56422,2023,1,"[0211773, 8675136]",58,50.45,50,"8675136","CUMBERLAND RIVER COAL COMPANY","OVEN FORK MINE",0,0,"Permit Released","Released",1
727,"Kentucky",1,"Revegetated",2025,2007,2006,2020,19,18,18.5,0.5,82.69579177,78.77119619,486.2055376,468.5538482,17.65168945,40127.43497,60191.15246,80254.86994,2023,1,"[8675354]",58,51.35,51.5,"8675354","KINGDOM COAL LLC","",195300,195300,"Revoked","Bonded",1
728,"Kentucky",2,"Revegetated",2025,1995,1983,1994,42,30,36,6,115.61392147,107.42156971,459.3001404,440.5549707,15.311899255,44540.288928,66810.43339,89080.57786,2023,1,"[8675300]",62,50.88888889,52,"8675300","DEANE MINING LLC","Mill Creek Operation",422500,422500,"Suspended","Bonded",1
735,"Kentucky",1,"Unreclaimed",2024,2019,2019,2023,6,5,5.5,0.5,115.4105038,110.8117,482.5691948,464.5554515,18.01374334,58788.84953,88183.27429,117577.6991,2023,1,"[8670541]",61,53.13636364,54.5,"8670541","RAVEN ENERGY INC","Powderkeg Mine No 1",2596000,2596000,"Final Forfeiture","Forfeited",1
737,"Kentucky",1,"Revegetated",2025,2004,1985,2000,40,21,30.5,9.5,132.0934628,124.6825922,513.1716171,501.1859454,11.98567167,29284.1066,43926.1599,58568.21321,2023,1,"[8675303, 8675300]",58,51.05882353,51,"8675300","DEANE MINING LLC","Mill Creek Operation",422500,422500,"Suspended","Bonded",1
738,"Kentucky",4,"Revegetated",2025,2004,2006,2016,21,21,21,0,448.9132582,423.1719141,536.3165588,509.6929656,19.26720004,262031.23981,393046.85974,524062.47954,2023,1,"[8675306, 8670381, 8675300]",67,53.10344828,53,"8675300","DEANE MINING LLC","Mill Creek Operation",422500,422500,"Suspended","Bonded",1
739,"Kentucky",5,"Unreclaimed",2024,2007,2003,2017,22,17,19.5,2.5,239.59998182,224.67403366,841.1245913,801.3758054,27.343088096,320796.37276,481194.55905,641592.74539,2023,1,"[8675136, 8675291, 8670521]",70,54.91139241,57,"8670521","REVELATION ENERGY, LLC, BEING RECLAIMED BY INDEMNITY NATIONAL INSURANCE COMPANY","Trace Fork Surface Mine",641800,641800,"Surety Reclamation","Bonded",1
740,"Kentucky",1,"Unreclaimed",2025,1995,1993,2002,32,30,31,1,71.95694613,64.61256206,586.5817163,570.396019,16.18569731,27674.58987,41511.88481,55349.17975,2023,1,"[8670366, 8670422]",58,50.91666667,50,"8670422","COOK AND SONS MINING INC","",0,0,"Permit Released","Released",1
742,"Kentucky",2,"Unreclaimed",2024,2003,2003,2021,22,21,21.5,0.5,192.14204025,183.33506973,846.7047729,818.3729983,23.147235545,161005.09027,241507.6354,322010.1805,2023,1,"[8675136, 8675291, 8670521]",68,51.78846154,53.5,"8670521","REVELATION ENERGY, LLC, BEING RECLAIMED BY INDEMNITY NATIONAL INSURANCE COMPANY","Trace Fork Surface Mine",641800,641800,"Surety Reclamation","Bonded",1
743,"Kentucky",7,"Unreclaimed",2025,2022,2022,2023,3,3,3,0,329.33987679,315.44143583,346.6090278,315.9561462,16.1702661631429,215102.068395,322653.102669,430204.136822,2023,1,"[8580236]",64,54.27419355,54.5,"8580236","D & J COAL COMPANY LLC","D&J Coal Company, LLC",4228900,4228900,"Actively Producing","Bonded",1
749,"Kentucky",3,"Unreclaimed",2024,2004,2003,2023,22,20,21,1,288.73610751,276.57128373,843.1778241,815.4003861,20.5004560066667,195380.31152,293070.46732,390760.62303,2023,1,"[8677040, 8675136, 8675291, 8670521]",64,54.55357143,54,"8670521","REVELATION ENERGY, LLC, BEING RECLAIMED BY INDEMNITY NATIONAL INSURANCE COMPANY","Trace Fork Surface Mine",641800,641800,"Surety Reclamation","Bonded",1
750,"Kentucky",2,"Revegetated",2025,2004,2001,2007,24,21,22.5,1.5,220.4642143,207.7061817,546.9455814,532.792208,12.202361685,51868.60625,77802.90938,103737.2125,2023,1,"[8670059, 8670402, 8675300]",59,51.81818182,52,"8675300","DEANE MINING LLC","Mill Creek Operation",422500,422500,"Suspended","Bonded",1
757,"Kentucky",8,"Revegetated",2024,1995,1991,2000,34,29,31.5,2.5,810.77485561,771.23862643,449.4254508,433.3028542,12.438558344,199219.37062,298829.05595,398438.74127,2023,1,"[8670301]",64,51.74825175,52,"8670301","H T H COAL CORP","H T H COAL CORP",0,0,"Permit Released","Released",1
758,"Kentucky",1,"Revegetated",2025,2013,2013,2017,12,12,12,0,134.9419119,124.6891673,379.5580152,366.5512834,13.00673181,34487.87992,51731.81989,68975.75985,2023,1,"[8360254, 8360454]",58,49.73913043,50,"8360254","LOCUST GROVE INC","Locust Grove, Inc. - 836-0254",0,28100,"Phase I Bond Release","Released",1
761,"Kentucky",1,"Unreclaimed",2025,1995,1992,1995,33,30,31.5,1.5,145.8729439,141.9485335,429.4145655,413.169127,16.2454385,61248.46223,91872.69334,122496.9245,2023,1,"[8360225, 8360392]",59,52.33333333,52,"8360392","FRASURE CREEK MINING LLC","",0,0,"Permit Released","Released",1
762,"Kentucky",2,"Unreclaimed",2024,1995,1991,2000,34,29,31.5,2.5,183.6618386,175.77562101,451.7998767,435.9306498,12.774478265,48075.62351,72113.43526,96151.24701,2023,1,"[8670301]",58,51.85714286,52,"8670301","H T H COAL CORP","H T H COAL CORP",0,0,"Permit Released","Released",1
763,"Virginia",2,"Unreclaimed",2024,2008,2006,2017,19,16,17.5,1.5,233.8152591,224.9920922,751.1161289,728.3001647,21.211045625,165809.58713,248714.3807,331619.1743,2016,9,"[1602329]",65,54.23529412,55,"1602329","INMET MINING, LLC","STONEGA #1 STRIP (BLUFF SPUR MINE)",9924100,9924100,"ACT/NOT PRDCNG","Bonded",1
764,"Kentucky",2,"Unreclaimed",2024,1995,1991,2000,34,29,31.5,2.5,181.16481444,173.06493313,462.1818024,445.6729278,14.150023925,58696.07975,88044.11963,117392.1595,2023,1,"[8670301]",61,54.83333333,56,"8670301","H T H COAL CORP","H T H COAL CORP",0,0,"Permit Released","Released",1
765,"Virginia",8,"Unreclaimed",2024,2005,2004,2021,21,19,20,1,411.59342188,395.74782461,697.2179081,654.3644036,22.336091859625,409505.672781,614258.509194,819011.345562,2016,9,"[1602329]",70,53.94680851,54,"1602329","INMET MINING, LLC","STONEGA #1 STRIP (BLUFF SPUR MINE)",9924100,9924100,"ACT/NOT PRDCNG","Bonded",1
766,"Kentucky",2,"Revegetated",2024,1995,1990,2000,35,29,32,3,158.01958685,152.75033571,462.5437156,444.4132874,16.144998755,65118.41784,97677.62676,130236.83567,2023,1,"[8670301]",59,52.39285714,53,"8670301","H T H COAL CORP","H T H COAL CORP",0,0,"Permit Released","Released",1
768,"Virginia",1,"Unreclaimed",2024,2005,1995,2020,30,19,24.5,5.5,142.7796673,137.15013,691.3118135,674.4544782,16.85733526,63719.9571,95579.93565,127439.9142,2016,9,"[1602329]",62,52.96551724,52,"1602329","INMET MINING, LLC","STONEGA #1 STRIP (BLUFF SPUR MINE)",9924100,9924100,"ACT/NOT PRDCNG","Bonded",1
769,"Virginia",4,"Unreclaimed",2024,2005,2004,2015,21,19,20,1,308.68699378,295.27139573,768.6855706,741.5268903,15.49183412,120745.02511,181117.53768,241490.05022,2016,9,"[1602329]",60,50.54794521,50,"1602329","INMET MINING, LLC","STONEGA #1 STRIP (BLUFF SPUR MINE)",9924100,9924100,"ACT/NOT PRDCNG","Bonded",1
771,"Kentucky",2,"Revegetated",2024,1995,1990,1995,35,29,32,3,226.2576501,214.7605776,465.6870804,447.8044014,16.23308569,92953.07983,139429.61974,185906.15964,2023,1,"[8670301]",60,51.97619048,51.5,"8670301","H T H COAL CORP","H T H COAL CORP",0,0,"Permit Released","Released",1
774,"Kentucky",4,"Revegetated",2020,2010,2009,2011,16,10,13,3,172.22553244,159.88352912,320.979248,294.1606424,9.42339194425,22051.883387,33077.825083,44103.766784,2023,1,"[8585078]",58,49.95454545,50,"8585078","MAYO RESOURCES INC","",237700,237700,"Reclamation Only","Bonded",1
777,"Kentucky",1,"Unreclaimed",2021,2004,2002,2023,23,17,20,3,86.35294773,84.14817128,254.8040125,240.0598877,14.74412481,29907.77342,44861.66013,59815.54684,2023,1,"[8365516]",59,53.85714286,54.5,"8365516","LA ENERGY, LLC","",49400,49400,"Final Forfeiture","Forfeited",1
778,"Kentucky",4,"Revegetated",2024,1995,1985,1993,40,29,34.5,5.5,396.44252673,375.00543234,466.1794625,449.3132371,14.5317152775,130747.35201,196121.02802,261494.70402,2023,1,"[8670301]",63,52.02173913,51.5,"8670301","H T H COAL CORP","H T H COAL CORP",0,0,"Permit Released","Released",1
779,"Virginia",4,"Unreclaimed",2024,2005,2001,2023,24,19,21.5,2.5,117.10993247,110.58173135,735.403986,707.8298814,12.07541513275,33794.618221,50691.927326,67589.236432,2016,9,"[1602329]",60,53.375,53,"1602329","INMET MINING, LLC","STONEGA #1 STRIP (BLUFF SPUR MINE)",9924100,9924100,"ACT/NOT PRDCNG","Bonded",1
780,"Kentucky",2,"Revegetated",2024,1995,1986,1992,39,29,34,5,165.40731868,156.97665001,878.2167258,862.4147339,13.77160394,50012.14156,75018.21232,100024.2831,2023,1,"[8675136]",61,51.77419355,51,"8675136","CUMBERLAND RIVER COAL COMPANY","OVEN FORK MINE",0,0,"Permit Released","Released",1
781,"Kentucky",1,"Revegetated",2020,2008,2009,2011,16,12,14,2,128.5726777,122.0964092,305.9419267,290.6773479,15.26457884,46512.95665,69769.43498,93025.91331,2023,1,"[8585078]",59,50.66666667,50,"8585078","MAYO RESOURCES INC","",237700,237700,"Reclamation Only","Bonded",1
782,"Kentucky",6,"Revegetated",2025,2004,2004,2006,21,21,21,0,356.69027469,334.16019905,592.6708374,569.0784912,13.6700572585,117826.568851,176739.853272,235653.137733,2023,1,"[214673X, 8670480]",58,50.51136364,50,"8670480","DEANE MINING LLC","",0,0,"Permit Released","Released",1
784,"Kentucky",4,"Revegetated",2024,1995,1985,1993,40,29,34.5,5.5,432.8551964,417.0168697,468.2889632,449.0267334,13.74601433,129209.41905,193814.12856,258418.83807,2023,1,"[0670106, 8670301]",59,49.82432432,50.5,"670106","FOUR ADAMS COAL CO INC","",15960,15960,"Final Forfeiture","Forfeited",NA
787,"Kentucky",2,"Revegetated",2025,1995,1994,1999,31,30,30.5,0.5,194.14702377,182.08505591,577.1827537,559.793038,15.87179761,75018.65934,112527.989,150037.31867,2023,1,"[8670341, 8670479]",61,51.74193548,51,"8670341","HOLBROOK MINING COMPANY INC","HOLBROOK MINE",0,0,"Permit Released","Released",1
788,"Kentucky",5,"Revegetated",2025,2004,2004,2007,21,21,21,0,522.0185055,501.00095264,574.6771947,554.4371053,16.004038208,217479.03637,326218.55457,434958.07281,2023,1,"[8670482]",65,51.51785714,51.5,"8670482","DEANE MINING LLC","",0,0,"Permit Released","Released",1
790,"Virginia",3,"Revegetated",2024,2008,2008,2009,17,16,16.5,0.5,331.5762776,318.5846091,762.7132801,742.9126931,17.1448659766667,154767.3441,232151.01614,309534.68817,2016,9,"[1102003, 1101935]",62,51.56338028,50,"1102003","A & G COAL CORPORATION","POSSUM TROT SURFACE MINE",543000,543000,"ACT/NOT PRDCNG","Bonded",1
792,"Virginia",1,"Revegetated",2024,2001,2008,2010,23,23,23,0,93.4442517,86.92727364,770.9285711,755.7020681,15.22650297,32950.18098,49425.27146,65900.36195,2016,9,"[1102003, 1101935]",59,49.82222222,50,"1102003","A & G COAL CORPORATION","POSSUM TROT SURFACE MINE",543000,543000,"ACT/NOT PRDCNG","Bonded",1
793,"Virginia",4,"Unreclaimed",2024,2013,2011,2019,14,11,12.5,1.5,238.84127269,226.65484948,664.6425061,633.9347229,15.7599217625,133070.509074,199605.763552,266141.018138,2016,9,"[1102386]",63,51.27777778,50.5,"1102386","COKING COAL LLC","NINE MILE SPUR #6",468000,468000,"ACTIVE","Bonded",1
795,"Virginia",3,"Revegetated",2024,2001,1998,1999,27,23,25,2,334.1731711,314.6747299,952.5739255,932.4416674,15.8319022166667,129041.53416,193562.30124,258083.06831,2016,9,"[1602351, 1602351]",60,51.27868852,52,"1602351","COKING COAL LLC","PARDEE #1 STRIP",3394800,3394800,"ACT/NOT PRDCNG","Bonded",1
800,"Virginia",1,"Revegetated",2024,2007,2001,2010,24,17,20.5,3.5,98.90730793,91.50678119,732.8204649,716.04519,16.77527487,42101.15123,63151.72685,84202.30246,2016,9,"[1602387]",59,52.41666667,53.5,"1602387","COKING COAL LLC","WHITLEY FORK STRIP #1",114000,114000,"TEMP CESSATION","Bonded",1
802,"Virginia",3,"Unreclaimed",2024,2003,2001,2011,24,21,22.5,1.5,190.9020345,180.88431211,757.0882358,714.1117176,19.9405219866667,160799.229819,241198.844674,321598.459528,2016,9,"[1602387, 1100518, 1100518, 1101253]",60,52,51,"1602387","COKING COAL LLC","WHITLEY FORK STRIP #1",114000,114000,"TEMP CESSATION","Bonded",1
